,date,game_key,문성현,양현,박정준,윤영삼,김동준,한현희,신재영,조상우,조덕길,손동욱,해커,이상민,이영준,하영민,최원태,김해수,김정인,로저스,김선기,서의태,안현석,이찬석,김성택,브리검,오윤성,이승호,김성민,안우진,오주원,이보근,김상수
95,2018-07-20,20180720WONC0,"[0, 0, 0, 0, 0, 0]","[0, 1, 2.52, 1.16, 1.6363636363636365, 1.0869565217391304]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 3.375, 1.25, 8.0, 1.6]","[0, 1, 4.395348837209303, 1.4651162790697674, 2.0, 1.6538461538461537]","[1, 0, 4.354838709677419, 1.3900293255131964, 2.5357142857142856, 6.314814814814815]","[0, 0, 7.077669902912621, 1.3980582524271843, 3.909090909090909, 4.577777777777778]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 6.394736842105263, 1.6973684210526316, 2.0833333333333335, 1.1014492753623188]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7142857142857142, 1.4, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 3.773291925465838, 1.3322981366459627, 2.8275862068965516, 5.962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.734870317002882, 1.2622478386167146, 2.823529411764706, 6.4259259259259265]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.142857142857142, 1.7142857142857142, 1.4444444444444444, 1.1666666666666667]","[0, 0, 7.573170731707318, 1.975609756097561, 1.5, 0.8541666666666666]","[0, 0, 9.719999999999999, 1.92, 1.2142857142857142, 2.0833333333333335]","[0, 1, 5.4, 1.2, 3.3333333333333335, 0.8333333333333334]","[0, 1, 4.584905660377358, 1.5, 5.333333333333333, 0.8833333333333334]","[0, 0, 4.706422018348624, 1.3761467889908257, 3.5384615384615383, 1.0092592592592593]"
96,2018-07-21,20180721WONC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.52, 1.16, 1.6363636363636365, 1.0869565217391304]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 3.375, 1.25, 8.0, 1.6]","[0, 1, 4.32824427480916, 1.4427480916030535, 2.066666666666667, 1.6172839506172838]","[0, 0, 4.354838709677419, 1.3900293255131964, 2.5357142857142856, 6.314814814814815]","[1, 0, 6.904109589041095, 1.4383561643835616, 3.4615384615384617, 4.5625]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 6.394736842105263, 1.6973684210526316, 2.0833333333333335, 1.1014492753623188]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7142857142857142, 1.4, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 3.773291925465838, 1.3322981366459627, 2.8275862068965516, 5.962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.734870317002882, 1.2622478386167146, 2.823529411764706, 6.4259259259259265]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.142857142857142, 1.7142857142857142, 1.4444444444444444, 1.1666666666666667]","[0, 0, 7.573170731707318, 1.975609756097561, 1.5, 0.8541666666666666]","[0, 0, 9.719999999999999, 1.92, 1.2142857142857142, 2.0833333333333335]","[0, 0, 5.4, 1.2, 3.3333333333333335, 0.8333333333333334]","[0, 0, 4.584905660377358, 1.5, 5.333333333333333, 0.8833333333333334]","[0, 1, 4.821428571428571, 1.3928571428571428, 3.6153846153846154, 1.0090090090090091]"
97,2018-07-22,20180722WONC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.52, 1.16, 1.6363636363636365, 1.0869565217391304]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 3.375, 1.25, 8.0, 1.6]","[0, 0, 4.32824427480916, 1.4427480916030535, 2.066666666666667, 1.6172839506172838]","[0, 0, 4.354838709677419, 1.3900293255131964, 2.5357142857142856, 6.314814814814815]","[0, 0, 6.904109589041095, 1.4383561643835616, 3.4615384615384617, 4.5625]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 6.394736842105263, 1.6973684210526316, 2.0833333333333335, 1.1014492753623188]","[0, 0, 0, 0, 0, 0]","[1, 0, 7.2, 1.8, 1.6666666666666667, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 3.773291925465838, 1.3322981366459627, 2.8275862068965516, 5.962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.734870317002882, 1.2622478386167146, 2.823529411764706, 6.4259259259259265]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.142857142857142, 1.7142857142857142, 1.4444444444444444, 1.1666666666666667]","[0, 0, 7.573170731707318, 1.975609756097561, 1.5, 0.8541666666666666]","[0, 0, 9.719999999999999, 1.92, 1.2142857142857142, 2.0833333333333335]","[0, 1, 5.90625, 1.25, 3.0, 0.8205128205128205]","[0, 0, 4.584905660377358, 1.5, 5.333333333333333, 0.8833333333333334]","[0, 1, 4.930434782608696, 1.382608695652174, 3.769230769230769, 1.0087719298245614]"
98,2018-07-24,20180724KTWO0,"[0, 0, 0, 0, 0, 0]","[0, 1, 2.8800000000000003, 1.28, 1.6363636363636365, 1.0416666666666667]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 3.375, 1.25, 8.0, 1.6]","[0, 1, 4.23134328358209, 1.41044776119403, 2.066666666666667, 1.5952380952380951]","[0, 0, 4.354838709677419, 1.3900293255131964, 2.5357142857142856, 6.314814814814815]","[0, 0, 6.904109589041095, 1.4383561643835616, 3.4615384615384617, 4.5625]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 6.394736842105263, 1.6973684210526316, 2.0833333333333335, 1.1014492753623188]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 1.8, 1.6666666666666667, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 3.773291925465838, 1.3322981366459627, 2.8275862068965516, 5.962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.7726027397260276, 1.273972602739726, 2.6842105263157894, 6.4035087719298245]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.142857142857142, 1.7142857142857142, 1.4444444444444444, 1.1666666666666667]","[0, 0, 7.573170731707318, 1.975609756097561, 1.5, 0.8541666666666666]","[0, 0, 9.719999999999999, 1.92, 1.2142857142857142, 2.0833333333333335]","[0, 1, 5.6138613861386135, 1.217821782178218, 3.0, 0.8416666666666666]","[0, 0, 4.584905660377358, 1.5, 5.333333333333333, 0.8833333333333334]","[0, 0, 4.930434782608696, 1.382608695652174, 3.769230769230769, 1.0087719298245614]"
99,2018-07-25,20180725KTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.8800000000000003, 1.28, 1.6363636363636365, 1.0416666666666667]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 3.375, 1.25, 8.0, 1.6]","[0, 0, 4.23134328358209, 1.41044776119403, 2.066666666666667, 1.5952380952380951]","[0, 0, 4.354838709677419, 1.3900293255131964, 2.5357142857142856, 6.314814814814815]","[0, 0, 6.904109589041095, 1.4383561643835616, 3.4615384615384617, 4.5625]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 6.394736842105263, 1.6973684210526316, 2.0833333333333335, 1.1014492753623188]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 1.8, 1.6666666666666667, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[1, 0, 4.241691842900302, 1.3867069486404835, 2.8666666666666667, 5.807017543859649]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7726027397260276, 1.273972602739726, 2.6842105263157894, 6.4035087719298245]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.651162790697675, 1.813953488372093, 1.1818181818181819, 1.1025641025641026]","[0, 0, 7.573170731707318, 1.975609756097561, 1.5, 0.8541666666666666]","[0, 0, 9.719999999999999, 1.92, 1.2142857142857142, 2.0833333333333335]","[0, 0, 5.6138613861386135, 1.217821782178218, 3.0, 0.8416666666666666]","[0, 0, 4.584905660377358, 1.5, 5.333333333333333, 0.8833333333333334]","[0, 0, 4.930434782608696, 1.382608695652174, 3.769230769230769, 1.0087719298245614]"
100,2018-07-26,20180726KTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.8800000000000003, 1.28, 1.6363636363636365, 1.0416666666666667]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 3.375, 1.25, 8.0, 1.6]","[0, 0, 4.23134328358209, 1.41044776119403, 2.066666666666667, 1.5952380952380951]","[1, 0, 4.613445378151261, 1.411764705882353, 2.533333333333333, 6.2631578947368425]","[0, 0, 6.904109589041095, 1.4383561643835616, 3.4615384615384617, 4.5625]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 6.394736842105263, 1.6973684210526316, 2.0833333333333335, 1.1014492753623188]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 1.8, 1.6666666666666667, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 4.241691842900302, 1.3867069486404835, 2.8666666666666667, 5.807017543859649]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7726027397260276, 1.273972602739726, 2.6842105263157894, 6.4035087719298245]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.651162790697675, 1.813953488372093, 1.1818181818181819, 1.1025641025641026]","[0, 1, 6.967741935483871, 1.8709677419354838, 1.7222222222222223, 0.9393939393939394]","[0, 1, 10.058823529411764, 1.9411764705882353, 1.2142857142857142, 1.8888888888888888]","[0, 0, 5.6138613861386135, 1.217821782178218, 3.0, 0.8416666666666666]","[0, 0, 4.584905660377358, 1.5, 5.333333333333333, 0.8833333333333334]","[0, 0, 4.930434782608696, 1.382608695652174, 3.769230769230769, 1.0087719298245614]"
101,2018-07-27,20180727LTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.8800000000000003, 1.28, 1.6363636363636365, 1.0416666666666667]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 1, 2.6129032258064515, 0.9677419354838709, 8.0, 1.7222222222222223]","[0, 0, 4.23134328358209, 1.41044776119403, 2.066666666666667, 1.5952380952380951]","[0, 0, 4.613445378151261, 1.411764705882353, 2.533333333333333, 6.2631578947368425]","[1, 0, 6.525, 1.3875, 3.6153846153846154, 4.705882352941177]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 6.394736842105263, 1.6973684210526316, 2.0833333333333335, 1.1014492753623188]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 1.8, 1.6666666666666667, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 1, 7.043478260869565, 2.0869565217391304, 5.0, 1.9166666666666667]","[0, 0, 4.241691842900302, 1.3867069486404835, 2.8666666666666667, 5.807017543859649]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7726027397260276, 1.273972602739726, 2.6842105263157894, 6.4035087719298245]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.651162790697675, 1.813953488372093, 1.1818181818181819, 1.1025641025641026]","[0, 0, 6.967741935483871, 1.8709677419354838, 1.7222222222222223, 0.9393939393939394]","[0, 1, 9.0, 1.736842105263158, 1.4285714285714286, 1.9]","[0, 0, 5.6138613861386135, 1.217821782178218, 3.0, 0.8416666666666666]","[0, 0, 4.584905660377358, 1.5, 5.333333333333333, 0.8833333333333334]","[0, 0, 4.930434782608696, 1.382608695652174, 3.769230769230769, 1.0087719298245614]"
102,2018-07-28,20180728LTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.8800000000000003, 1.28, 1.6363636363636365, 1.0416666666666667]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 2.6129032258064515, 0.9677419354838709, 8.0, 1.7222222222222223]","[0, 0, 4.23134328358209, 1.41044776119403, 2.066666666666667, 1.5952380952380951]","[0, 0, 4.613445378151261, 1.411764705882353, 2.533333333333333, 6.2631578947368425]","[0, 0, 6.525, 1.3875, 3.6153846153846154, 4.705882352941177]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 6.394736842105263, 1.6973684210526316, 2.0833333333333335, 1.1014492753623188]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.328125, 1.734375, 1.2222222222222223, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 7.043478260869565, 2.0869565217391304, 5.0, 1.9166666666666667]","[0, 0, 4.241691842900302, 1.3867069486404835, 2.8666666666666667, 5.807017543859649]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7726027397260276, 1.273972602739726, 2.6842105263157894, 6.4035087719298245]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.959183673469388, 1.653061224489796, 1.5454545454545454, 1.1666666666666665]","[0, 0, 6.967741935483871, 1.8709677419354838, 1.7222222222222223, 0.9393939393939394]","[0, 0, 9.0, 1.736842105263158, 1.4285714285714286, 1.9]","[0, 1, 5.766990291262136, 1.2233009708737863, 2.625, 0.8373983739837398]","[0, 1, 4.418181818181818, 1.4454545454545455, 5.666666666666667, 0.8943089430894309]","[0, 1, 4.805084745762712, 1.347457627118644, 3.923076923076923, 1.0085470085470085]"
103,2018-07-29,20180729LTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.8800000000000003, 1.28, 1.6363636363636365, 1.0416666666666667]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 2.6129032258064515, 0.9677419354838709, 8.0, 1.7222222222222223]","[0, 0, 4.23134328358209, 1.41044776119403, 2.066666666666667, 1.5952380952380951]","[0, 0, 4.613445378151261, 1.411764705882353, 2.533333333333333, 6.2631578947368425]","[0, 0, 6.525, 1.3875, 3.6153846153846154, 4.705882352941177]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 6.394736842105263, 1.6973684210526316, 2.0833333333333335, 1.1014492753623188]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.328125, 1.734375, 1.2222222222222223, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 7.043478260869565, 2.0869565217391304, 5.0, 1.9166666666666667]","[0, 0, 4.241691842900302, 1.3867069486404835, 2.8666666666666667, 5.807017543859649]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.847150259067358, 1.2590673575129534, 2.7435897435897436, 6.433333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.764705882352941, 1.6470588235294117, 1.5454545454545454, 1.1333333333333333]","[0, 0, 6.967741935483871, 1.8709677419354838, 1.7222222222222223, 0.9393939393939394]","[0, 0, 9.0, 1.736842105263158, 1.4285714285714286, 1.9]","[0, 1, 5.914285714285715, 1.2285714285714286, 2.625, 0.8333333333333334]","[0, 1, 4.778761061946903, 1.4867256637168142, 5.833333333333333, 0.8968253968253967]","[0, 0, 4.805084745762712, 1.347457627118644, 3.923076923076923, 1.0085470085470085]"
104,2018-07-31,20180731WOSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.8800000000000003, 1.28, 1.6363636363636365, 1.0416666666666667]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 2.6129032258064515, 0.9677419354838709, 8.0, 1.7222222222222223]","[0, 0, 4.23134328358209, 1.41044776119403, 2.066666666666667, 1.5952380952380951]","[0, 0, 4.613445378151261, 1.411764705882353, 2.533333333333333, 6.2631578947368425]","[0, 0, 6.525, 1.3875, 3.6153846153846154, 4.705882352941177]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 6.394736842105263, 1.6973684210526316, 2.0833333333333335, 1.1014492753623188]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.328125, 1.734375, 1.2222222222222223, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 7.043478260869565, 2.0869565217391304, 5.0, 1.9166666666666667]","[1, 0, 4.21875, 1.3806818181818183, 2.870967741935484, 5.866666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.847150259067358, 1.2590673575129534, 2.7435897435897436, 6.433333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.6470588235294117, 1.5454545454545454, 1.1333333333333333]","[0, 0, 6.967741935483871, 1.8709677419354838, 1.7222222222222223, 0.9393939393939394]","[0, 0, 9.0, 1.736842105263158, 1.4285714285714286, 1.9]","[0, 1, 6.0, 1.25, 2.875, 0.8372093023255814]","[0, 1, 4.576271186440678, 1.4491525423728813, 5.142857142857143, 0.9147286821705427]","[0, 1, 5.6722689075630255, 1.4369747899159664, 3.642857142857143, 0.9916666666666666]"
105,2018-08-01,20180801WOSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.8800000000000003, 1.28, 1.6363636363636365, 1.0416666666666667]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 1, 3.552631578947368, 1.105263157894737, 6.5, 1.8095238095238095]","[0, 0, 4.23134328358209, 1.41044776119403, 2.066666666666667, 1.5952380952380951]","[1, 0, 4.752, 1.416, 2.5161290322580645, 6.25]","[0, 0, 6.525, 1.3875, 3.6153846153846154, 4.705882352941177]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 6.394736842105263, 1.6973684210526316, 2.0833333333333335, 1.1014492753623188]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.328125, 1.734375, 1.2222222222222223, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 1, 6.171428571428571, 1.6285714285714286, 3.0, 2.333333333333333]","[0, 0, 4.21875, 1.3806818181818183, 2.870967741935484, 5.866666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.847150259067358, 1.2590673575129534, 2.7435897435897436, 6.433333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.673076923076923, 1.6153846153846154, 1.5454545454545454, 1.0833333333333333]","[0, 0, 6.967741935483871, 1.8709677419354838, 1.7222222222222223, 0.9393939393939394]","[0, 1, 9.0, 1.85, 1.4666666666666666, 1.8181818181818181]","[0, 0, 6.0, 1.25, 2.875, 0.8372093023255814]","[0, 0, 4.576271186440678, 1.4491525423728813, 5.142857142857143, 0.9147286821705427]","[0, 0, 5.6722689075630255, 1.4369747899159664, 3.642857142857143, 0.9916666666666666]"
106,2018-08-02,20180802WOSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.8800000000000003, 1.28, 1.6363636363636365, 1.0416666666666667]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 3.552631578947368, 1.105263157894737, 6.5, 1.8095238095238095]","[0, 0, 4.23134328358209, 1.41044776119403, 2.066666666666667, 1.5952380952380951]","[0, 0, 4.752, 1.416, 2.5161290322580645, 6.25]","[1, 0, 6.612244897959184, 1.4326530612244897, 3.357142857142857, 4.537037037037037]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 6.394736842105263, 1.6973684210526316, 2.0833333333333335, 1.1014492753623188]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.328125, 1.734375, 1.2222222222222223, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 6.171428571428571, 1.6285714285714286, 3.0, 2.333333333333333]","[0, 0, 4.21875, 1.3806818181818183, 2.870967741935484, 5.866666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.847150259067358, 1.2590673575129534, 2.7435897435897436, 6.433333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.673076923076923, 1.6153846153846154, 1.5454545454545454, 1.0833333333333333]","[0, 1, 6.75, 1.8125, 1.8333333333333333, 0.9411764705882353]","[0, 0, 9.0, 1.85, 1.4666666666666666, 1.8181818181818181]","[0, 1, 5.837837837837839, 1.2162162162162162, 3.0, 0.8409090909090909]","[0, 1, 4.462809917355372, 1.462809917355372, 4.625, 0.9166666666666667]","[0, 1, 5.532786885245902, 1.4016393442622952, 3.7857142857142856, 0.991869918699187]"
