,date,game_key,이승현,김대우,심창민,임현준,황수범,안성무,안규현,이수민,박세웅,이케빈,최충연,김승현,최지광,장지훈,김시현,보니야,양창섭,최채흥,아델만,김용하,김태우,우규민,윤성환,박근홍,장원삼,김기태,한기주,백정현,장필준,정인욱,김동호,권오준
57,2018-06-02,20180602SSNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 1.7386363636363638, 1.0, 4.888888888888888]","[0, 1, 2.557894736842105, 0.8526315789473684, 3.4444444444444446, 1.1728395061728396]","[0, 0, 4.695652173913043, 0.9782608695652174, 3.5, 0.6666666666666667]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4299999999999997, 1.0499999999999998, 5.75, 1.1904761904761905]","[0, 1, 4.68, 1.84, 1.8333333333333333, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[0, 0, 4.525139664804469, 1.3743016759776536, 2.8947368421052633, 5.966666666666667]","[0, 0, 1.6363636363636365, 1.0909090909090908, 1.6666666666666667, 5.5]","[1, 0, 2.4545454545454546, 2.4545454545454546, 2.0, 3.6666666666666665]","[0, 0, 5.1923076923076925, 1.6318681318681318, 2.130434782608696, 5.515151515151515]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 2.0, 1.5, 1.0]","[0, 0, 6.666666666666666, 1.6851851851851851, 2.4375, 5.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.709302325581396, 1.4302325581395348, 2.3333333333333335, 5.733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.161764705882352, 1.5, 3.2, 1.0793650793650795]","[0, 0, 3.8571428571428568, 1.4047619047619047, 5.285714285714286, 5.25]","[0, 1, 3.6, 1.65, 2.1818181818181817, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.394736842105263, 1.5789473684210527, 3.3333333333333335, 0.9047619047619048]"
58,2018-06-03,20180603SSNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 1.7386363636363638, 1.0, 4.888888888888888]","[0, 1, 2.479591836734694, 0.8877551020408164, 3.5555555555555554, 1.1666666666666665]","[0, 1, 5.510204081632653, 1.0408163265306123, 3.5, 0.6805555555555555]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.9405940594059405, 1.1287128712871288, 5.75, 1.160919540229885]","[0, 0, 4.68, 1.84, 1.8333333333333333, 1.1904761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[0, 0, 4.525139664804469, 1.3743016759776536, 2.8947368421052633, 5.966666666666667]","[0, 0, 1.6363636363636365, 1.0909090909090908, 1.6666666666666667, 5.5]","[0, 0, 2.4545454545454546, 2.4545454545454546, 2.0, 3.6666666666666665]","[0, 0, 5.1923076923076925, 1.6318681318681318, 2.130434782608696, 5.515151515151515]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.0625, 1.875, 1.75, 0.9696969696969696]","[0, 0, 6.666666666666666, 1.6851851851851851, 2.4375, 5.4]","[0, 0, 0, 0, 0, 0]","[1, 0, 7.056818181818182, 1.7045454545454546, 2.1, 4.888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.1923076923076925, 1.5, 2.8333333333333335, 1.1818181818181819]","[0, 0, 3.8571428571428568, 1.4047619047619047, 5.285714285714286, 5.25]","[0, 0, 3.6, 1.65, 2.1818181818181817, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.394736842105263, 1.5789473684210527, 3.3333333333333335, 0.9047619047619048]"
59,2018-06-05,20180605SSSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 1.7386363636363638, 1.0, 4.888888888888888]","[0, 0, 2.479591836734694, 0.8877551020408164, 3.5555555555555554, 1.1666666666666665]","[0, 1, 5.510204081632653, 1.0408163265306123, 3.5, 0.6533333333333333]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9405940594059405, 1.1287128712871288, 5.75, 1.160919540229885]","[0, 1, 4.973684210526316, 1.973684210526316, 1.5714285714285714, 1.1515151515151514]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[1, 0, 4.59278350515464, 1.3917525773195876, 2.761904761904762, 5.878787878787879]","[0, 0, 1.6363636363636365, 1.0909090909090908, 1.6666666666666667, 5.5]","[0, 0, 2.4545454545454546, 2.4545454545454546, 2.0, 3.6666666666666665]","[0, 0, 5.1923076923076925, 1.6318681318681318, 2.130434782608696, 5.515151515151515]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.875, 1.75, 0.9696969696969696]","[0, 0, 6.666666666666666, 1.6851851851851851, 2.4375, 5.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.056818181818182, 1.7045454545454546, 2.1, 4.888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.1923076923076925, 1.5, 2.8333333333333335, 1.1818181818181819]","[0, 0, 3.8571428571428568, 1.4047619047619047, 5.285714285714286, 5.25]","[0, 0, 3.6, 1.65, 2.1818181818181817, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.926829268292683, 1.4634146341463414, 4.333333333333333, 0.9111111111111111]"
60,2018-06-06,20180606SSSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 1.7386363636363638, 1.0, 4.888888888888888]","[0, 0, 2.479591836734694, 0.8877551020408164, 3.5555555555555554, 1.1666666666666665]","[0, 0, 5.510204081632653, 1.0408163265306123, 3.5, 0.6533333333333333]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9405940594059405, 1.1287128712871288, 5.75, 1.160919540229885]","[0, 1, 5.1923076923076925, 2.0, 1.6428571428571428, 1.1304347826086956]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[0, 0, 4.59278350515464, 1.3917525773195876, 2.761904761904762, 5.878787878787879]","[0, 0, 1.6363636363636365, 1.0909090909090908, 1.6666666666666667, 5.5]","[0, 0, 2.4545454545454546, 2.4545454545454546, 2.0, 3.6666666666666665]","[1, 0, 4.655172413793104, 1.5369458128078817, 2.4347826086956523, 5.638888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.875, 1.75, 0.9696969696969696]","[0, 0, 6.666666666666666, 1.6851851851851851, 2.4375, 5.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.056818181818182, 1.7045454545454546, 2.1, 4.888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.0, 1.5185185185185186, 2.4285714285714284, 1.173913043478261]","[0, 0, 3.8571428571428568, 1.4047619047619047, 5.285714285714286, 5.25]","[0, 0, 3.6, 1.65, 2.1818181818181817, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.926829268292683, 1.4634146341463414, 4.333333333333333, 0.9111111111111111]"
61,2018-06-07,20180607SSSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 1.7386363636363638, 1.0, 4.888888888888888]","[0, 1, 2.9405940594059405, 0.9801980198019803, 3.6666666666666665, 1.160919540229885]","[0, 0, 5.510204081632653, 1.0408163265306123, 3.5, 0.6533333333333333]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0857142857142854, 1.1428571428571428, 5.333333333333333, 1.1666666666666667]","[0, 0, 5.1923076923076925, 2.0, 1.6428571428571428, 1.1304347826086956]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[0, 0, 4.59278350515464, 1.3917525773195876, 2.761904761904762, 5.878787878787879]","[0, 0, 1.6363636363636365, 1.0909090909090908, 1.6666666666666667, 5.5]","[0, 0, 2.4545454545454546, 2.4545454545454546, 2.0, 3.6666666666666665]","[0, 0, 4.655172413793104, 1.5369458128078817, 2.4347826086956523, 5.638888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.875, 1.75, 0.9696969696969696]","[0, 0, 6.666666666666666, 1.6851851851851851, 2.4375, 5.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.056818181818182, 1.7045454545454546, 2.1, 4.888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.5185185185185186, 2.4285714285714284, 1.173913043478261]","[1, 0, 3.4429530201342287, 1.2885906040268458, 5.857142857142857, 5.518518518518518]","[0, 1, 3.6818181818181817, 1.5909090909090908, 2.3636363636363638, 1.0476190476190477]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.926829268292683, 1.4634146341463414, 4.333333333333333, 0.9111111111111111]"
62,2018-06-08,20180608LGSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 1.7386363636363638, 1.0, 4.888888888888888]","[0, 0, 2.9405940594059405, 0.9801980198019803, 3.6666666666666665, 1.160919540229885]","[0, 1, 5.94, 1.0799999999999998, 2.8, 0.6410256410256411]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0857142857142854, 1.1428571428571428, 5.333333333333333, 1.1666666666666667]","[0, 0, 5.1923076923076925, 2.0, 1.6428571428571428, 1.1304347826086956]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[0, 0, 4.59278350515464, 1.3917525773195876, 2.761904761904762, 5.878787878787879]","[0, 0, 1.6363636363636365, 1.0909090909090908, 1.6666666666666667, 5.5]","[1, 0, 3.1153846153846154, 1.6153846153846154, 2.5, 4.333333333333333]","[0, 0, 4.655172413793104, 1.5369458128078817, 2.4347826086956523, 5.638888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.885714285714286, 2.25, 0.9722222222222222]","[0, 0, 6.666666666666666, 1.6851851851851851, 2.4375, 5.4]","[0, 1, 0, 0, 0, 0]","[0, 0, 7.056818181818182, 1.7045454545454546, 2.1, 4.888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.655172413793104, 1.4482758620689655, 2.857142857142857, 1.2083333333333333]","[0, 0, 3.4429530201342287, 1.2885906040268458, 5.857142857142857, 5.518518518518518]","[0, 0, 3.6818181818181817, 1.5909090909090908, 2.3636363636363638, 1.0476190476190477]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.522727272727273, 1.4318181818181819, 3.75, 0.9166666666666666]"
63,2018-06-09,20180609LGSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 1.7386363636363638, 1.0, 4.888888888888888]","[0, 0, 2.9405940594059405, 0.9801980198019803, 3.6666666666666665, 1.160919540229885]","[0, 0, 5.94, 1.0799999999999998, 2.8, 0.6410256410256411]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.1621621621621623, 1.162162162162162, 5.666666666666667, 1.1935483870967742]","[0, 1, 5.0, 1.962962962962963, 1.7857142857142858, 1.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[0, 0, 4.59278350515464, 1.3917525773195876, 2.761904761904762, 5.878787878787879]","[0, 0, 1.6363636363636365, 1.0909090909090908, 1.6666666666666667, 5.5]","[0, 0, 3.1153846153846154, 1.6153846153846154, 2.5, 4.333333333333333]","[0, 0, 4.655172413793104, 1.5369458128078817, 2.4347826086956523, 5.638888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.885714285714286, 2.25, 0.9722222222222222]","[0, 0, 6.666666666666666, 1.6851851851851851, 2.4375, 5.4]","[0, 1, 27.0, 4.5, 0.0, 0.6666666666666666]","[1, 0, 6.88235294117647, 1.7058823529411764, 1.7692307692307692, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.655172413793104, 1.4482758620689655, 2.857142857142857, 1.2083333333333333]","[0, 0, 3.4429530201342287, 1.2885906040268458, 5.857142857142857, 5.518518518518518]","[0, 1, 3.375, 1.4583333333333333, 2.6363636363636362, 1.0909090909090908]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.522727272727273, 1.4318181818181819, 3.75, 0.9166666666666666]"
64,2018-06-10,20180610LGSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 1.7386363636363638, 1.0, 4.888888888888888]","[0, 0, 2.9405940594059405, 0.9801980198019803, 3.6666666666666665, 1.160919540229885]","[0, 1, 5.60377358490566, 1.0188679245283019, 3.0, 0.654320987654321]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1621621621621623, 1.162162162162162, 5.666666666666667, 1.1935483870967742]","[0, 0, 5.0, 1.962962962962963, 1.7857142857142858, 1.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[1, 0, 4.712264150943396, 1.4150943396226414, 2.6666666666666665, 5.888888888888889]","[0, 0, 1.6363636363636365, 1.0909090909090908, 1.6666666666666667, 5.5]","[0, 0, 3.1153846153846154, 1.6153846153846154, 2.5, 4.333333333333333]","[0, 0, 4.655172413793104, 1.5369458128078817, 2.4347826086956523, 5.638888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.846153846153846, 1.8461538461538463, 2.75, 1.0]","[0, 0, 6.666666666666666, 1.6851851851851851, 2.4375, 5.4]","[0, 0, 27.0, 4.5, 0.0, 0.6666666666666666]","[0, 0, 6.88235294117647, 1.7058823529411764, 1.7692307692307692, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.655172413793104, 1.4482758620689655, 2.857142857142857, 1.2083333333333333]","[0, 0, 3.4429530201342287, 1.2885906040268458, 5.857142857142857, 5.518518518518518]","[0, 0, 3.375, 1.4583333333333333, 2.6363636363636362, 1.0909090909090908]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.522727272727273, 1.4318181818181819, 3.75, 0.9166666666666666]"
65,2018-06-12,20180612SSLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 1.7386363636363638, 1.0, 4.888888888888888]","[0, 1, 2.855769230769231, 0.9807692307692308, 3.888888888888889, 1.1555555555555554]","[0, 0, 5.60377358490566, 1.0188679245283019, 3.0, 0.654320987654321]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.460869565217391, 1.3304347826086955, 4.333333333333333, 1.1979166666666667]","[0, 0, 5.0, 1.962962962962963, 1.7857142857142858, 1.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[0, 0, 4.712264150943396, 1.4150943396226414, 2.6666666666666665, 5.888888888888889]","[0, 0, 1.6363636363636365, 1.0909090909090908, 1.6666666666666667, 5.5]","[0, 0, 3.1153846153846154, 1.6153846153846154, 2.5, 4.333333333333333]","[1, 0, 5.201834862385321, 1.555045871559633, 2.36, 5.58974358974359]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.846153846153846, 1.8461538461538463, 2.75, 1.0]","[0, 0, 6.666666666666666, 1.6851851851851851, 2.4375, 5.4]","[0, 0, 27.0, 4.5, 0.0, 0.6666666666666666]","[0, 0, 6.88235294117647, 1.7058823529411764, 1.7692307692307692, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.655172413793104, 1.4482758620689655, 2.857142857142857, 1.2083333333333333]","[0, 0, 3.4429530201342287, 1.2885906040268458, 5.857142857142857, 5.518518518518518]","[0, 1, 3.1153846153846154, 1.3461538461538463, 2.909090909090909, 1.1304347826086956]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.522727272727273, 1.4318181818181819, 3.75, 0.9166666666666666]"
66,2018-06-13,20180613SSLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 1.7386363636363638, 1.0, 4.888888888888888]","[0, 0, 2.855769230769231, 0.9807692307692308, 3.888888888888889, 1.1555555555555554]","[0, 1, 5.303571428571429, 1.0178571428571428, 2.6666666666666665, 0.6666666666666667]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.347457627118644, 1.3220338983050848, 4.5, 1.191919191919192]","[0, 1, 4.879518072289157, 1.9879518072289155, 1.9285714285714286, 1.1066666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[0, 0, 4.712264150943396, 1.4150943396226414, 2.6666666666666665, 5.888888888888889]","[0, 0, 1.6363636363636365, 1.0909090909090908, 1.6666666666666667, 5.5]","[0, 0, 3.1153846153846154, 1.6153846153846154, 2.5, 4.333333333333333]","[0, 0, 5.201834862385321, 1.555045871559633, 2.36, 5.58974358974359]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.7857142857142858, 2.75, 1.0]","[1, 0, 7.011049723756906, 1.6906077348066297, 2.411764705882353, 5.484848484848485]","[0, 1, 10.8, 3.0, 1.5, 0.8333333333333334]","[0, 0, 6.88235294117647, 1.7058823529411764, 1.7692307692307692, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.655172413793104, 1.4482758620689655, 2.857142857142857, 1.2083333333333333]","[0, 0, 3.4429530201342287, 1.2885906040268458, 5.857142857142857, 5.518518518518518]","[0, 1, 2.927710843373494, 1.3012048192771084, 3.090909090909091, 1.152777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.319148936170213, 1.4680851063829787, 3.2, 0.9215686274509803]"
67,2018-06-14,20180614SSLT0,"[0, 0, 0, 0, 0, 0]","[1, 0, 6.4020618556701026, 1.7319587628865978, 0.9285714285714286, 4.6190476190476195]","[0, 1, 2.7757009345794392, 0.9532710280373833, 3.888888888888889, 1.150537634408602]","[0, 0, 5.303571428571429, 1.0178571428571428, 2.6666666666666665, 0.6666666666666667]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.347457627118644, 1.3220338983050848, 4.5, 1.191919191919192]","[0, 0, 4.879518072289157, 1.9879518072289155, 1.9285714285714286, 1.1066666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[0, 0, 4.712264150943396, 1.4150943396226414, 2.6666666666666665, 5.888888888888889]","[0, 0, 1.6363636363636365, 1.0909090909090908, 1.6666666666666667, 5.5]","[0, 0, 3.1153846153846154, 1.6153846153846154, 2.5, 4.333333333333333]","[0, 0, 5.201834862385321, 1.555045871559633, 2.36, 5.58974358974359]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.2, 1.6666666666666667, 3.0, 1.0]","[0, 0, 7.011049723756906, 1.6906077348066297, 2.411764705882353, 5.484848484848485]","[0, 1, 6.75, 1.875, 3.0, 0.8888888888888888]","[0, 0, 6.88235294117647, 1.7058823529411764, 1.7692307692307692, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.655172413793104, 1.4482758620689655, 2.857142857142857, 1.2083333333333333]","[0, 0, 3.4429530201342287, 1.2885906040268458, 5.857142857142857, 5.518518518518518]","[0, 0, 2.927710843373494, 1.3012048192771084, 3.090909090909091, 1.152777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.352941176470588, 1.411764705882353, 3.6, 0.9444444444444444]"
68,2018-06-15,20180615SSWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.4020618556701026, 1.7319587628865978, 0.9285714285714286, 4.6190476190476195]","[0, 0, 2.7757009345794392, 0.9532710280373833, 3.888888888888889, 1.150537634408602]","[0, 1, 5.120689655172414, 1.1379310344827587, 1.7777777777777777, 0.6666666666666666]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.347457627118644, 1.3220338983050848, 4.5, 1.191919191919192]","[0, 1, 4.550561797752809, 1.8876404494382022, 2.0, 1.141025641025641]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[0, 0, 4.712264150943396, 1.4150943396226414, 2.6666666666666665, 5.888888888888889]","[0, 0, 1.6363636363636365, 1.0909090909090908, 1.6666666666666667, 5.5]","[0, 0, 3.1153846153846154, 1.6153846153846154, 2.5, 4.333333333333333]","[0, 0, 5.201834862385321, 1.555045871559633, 2.36, 5.58974358974359]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.2, 1.6666666666666667, 3.0, 1.0]","[0, 0, 7.011049723756906, 1.6906077348066297, 2.411764705882353, 5.484848484848485]","[0, 0, 6.75, 1.875, 3.0, 0.8888888888888888]","[0, 0, 6.88235294117647, 1.7058823529411764, 1.7692307692307692, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.308510638297872, 1.4042553191489362, 3.0, 1.2533333333333332]","[0, 0, 3.4429530201342287, 1.2885906040268458, 5.857142857142857, 5.518518518518518]","[0, 0, 2.927710843373494, 1.3012048192771084, 3.090909090909091, 1.152777777777778]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 1.411764705882353, 3.6, 0.9444444444444444]"
69,2018-06-16,20180616SSWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.4020618556701026, 1.7319587628865978, 0.9285714285714286, 4.6190476190476195]","[0, 0, 2.7757009345794392, 0.9532710280373833, 3.888888888888889, 1.150537634408602]","[0, 0, 5.120689655172414, 1.1379310344827587, 1.7777777777777777, 0.6666666666666666]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.347457627118644, 1.3220338983050848, 4.5, 1.191919191919192]","[0, 0, 4.550561797752809, 1.8876404494382022, 2.0, 1.141025641025641]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[1, 0, 4.51931330472103, 1.390557939914163, 2.8076923076923075, 5.9743589743589745]","[0, 0, 1.6363636363636365, 1.0909090909090908, 1.6666666666666667, 5.5]","[0, 0, 3.1153846153846154, 1.6153846153846154, 2.5, 4.333333333333333]","[0, 0, 5.201834862385321, 1.555045871559633, 2.36, 5.58974358974359]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.2, 1.6666666666666667, 3.0, 1.0]","[0, 0, 7.011049723756906, 1.6906077348066297, 2.411764705882353, 5.484848484848485]","[0, 1, 3.8571428571428568, 1.2857142857142856, 2.3333333333333335, 1.1666666666666667]","[0, 0, 6.88235294117647, 1.7058823529411764, 1.7692307692307692, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.308510638297872, 1.4042553191489362, 3.0, 1.2533333333333332]","[0, 0, 3.4429530201342287, 1.2885906040268458, 5.857142857142857, 5.518518518518518]","[0, 0, 2.927710843373494, 1.3012048192771084, 3.090909090909091, 1.152777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.0, 1.3333333333333333, 4.0, 0.9473684210526315]"
