,date,game_key,임기준,심동섭,홍건희,한승혁,박지훈,김윤동,김종훈,임기영,이윤학,고영창,박준표,이민우,황인준,박정수,문경찬,이종석,전상현,헥터,유승철,팻딘,정윤환,하준영,김유신,윤희영,이원빈,윤석민,곽정철,김세현,손영민,박경태,양현종,정용운,임창용
10,2018-04-06,20180406WOHT0,"[0, 0, 3.8571428571428568, 0.8571428571428571, 1, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.5, 0.6666666666666666, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.5, 4.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 0.44999999999999996, 7, 1.6666666666666667]","[0, 0, 0.0, 2.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.764705882352941, 1.588235294117647, 3.3333333333333335, 5.666666666666667]","[0, 1, 5.4, 2.4, 3.0, 1.6666666666666667]","[0, 0, 0.0, 0.6315789473684211, 3.0, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.6666666666666667, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2857142857142856, 0.5714285714285714, 6, 7.0]","[0, 0, 0.0, 1.4, 0.8, 5.0]","[0, 0, 0.0, 0.0, 2, 0.8888888888888888]"
11,2018-04-07,20180407WOHT0,"[0, 1, 3.375, 0.75, 1, 0.5333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.6875, 1.5, 0.75, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.5, 4.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 0.44999999999999996, 7, 1.6666666666666667]","[0, 0, 0.0, 2.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 3.3333333333333335, 5.666666666666667]","[0, 0, 5.4, 2.4, 3.0, 1.6666666666666667]","[0, 0, 0.0, 0.6315789473684211, 3.0, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.25, 1.75, 1.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.725, 1.05, 10.0, 6.666666666666667]","[0, 0, 0.0, 1.4, 0.8, 5.0]","[0, 1, 0.0, 0.27272727272727276, 3, 0.9166666666666666]"
12,2018-04-08,20180408WOHT0,"[0, 1, 2.7, 1.2, 1.0, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.4210526315789473, 1.4210526315789473, 0.6, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.5, 4.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 0.44999999999999996, 7, 1.6666666666666667]","[0, 0, 0.0, 2.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 3.3333333333333335, 5.666666666666667]","[0, 0, 5.4, 2.4, 3.0, 1.6666666666666667]","[1, 0, 3.8571428571428568, 1.2, 3.0, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.8, 1.6, 1.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.725, 1.05, 10.0, 6.666666666666667]","[0, 0, 0.0, 1.4, 0.8, 5.0]","[0, 1, 0.0, 0.25, 3, 0.8]"
13,2018-04-10,20180410HTHH0,"[0, 1, 2.4545454545454546, 1.090909090909091, 1.0, 0.5238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.25, 0.5, 6, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4210526315789473, 1.4210526315789473, 0.6, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.5, 4.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.869565217391304, 0.5217391304347826, 9, 1.5333333333333334]","[0, 0, 0.0, 2.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 3.3333333333333335, 5.666666666666667]","[0, 0, 5.4, 2.4, 3.0, 1.6666666666666667]","[0, 0, 3.8571428571428568, 1.2, 3.0, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.6, 1.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.725, 1.05, 10.0, 6.666666666666667]","[0, 0, 0.0, 1.4, 0.8, 5.0]","[0, 1, 0.0, 0.4, 3, 0.8333333333333334]"
14,2018-04-11,20180411HTHH0,"[0, 0, 2.4545454545454546, 1.090909090909091, 1.0, 0.5238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 6, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7, 1.7999999999999998, 0.5, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 12.857142857142856, 2.2857142857142856, 1.3333333333333333, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 0.5217391304347826, 9, 1.5333333333333334]","[0, 0, 0.0, 2.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 3.3333333333333335, 5.666666666666667]","[0, 1, 6.230769230769231, 2.307692307692308, 5.0, 1.4444444444444444]","[0, 0, 3.8571428571428568, 1.2, 3.0, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.6, 1.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.725, 1.05, 10.0, 6.666666666666667]","[1, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 0.0, 0.4, 3, 0.8333333333333334]"
15,2018-04-12,20180412HTHH0,"[0, 0, 2.4545454545454546, 1.090909090909091, 1.0, 0.5238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 6, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.7999999999999998, 0.5, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.857142857142856, 2.2857142857142856, 1.3333333333333333, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 0.5217391304347826, 9, 1.5333333333333334]","[0, 1, 3.5217391304347827, 1.6956521739130435, 2.6666666666666665, 1.9166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.418181818181818, 1.5272727272727273, 6.333333333333333, 6.111111111111111]","[0, 1, 5.4, 2.0, 5.0, 1.25]","[0, 0, 3.8571428571428568, 1.2, 3.0, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.6, 1.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.725, 1.05, 10.0, 6.666666666666667]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 0.0, 0.4, 3, 0.8333333333333334]"
16,2018-04-13,20180413LTHT0,"[0, 1, 4.5, 1.5, 0.5, 0.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 6, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.7999999999999998, 0.5, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.857142857142856, 2.2857142857142856, 1.3333333333333333, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.1923076923076925, 0.46153846153846156, 11, 1.4444444444444444]","[0, 0, 3.5217391304347827, 1.6956521739130435, 2.6666666666666665, 1.9166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.418181818181818, 1.5272727272727273, 6.333333333333333, 6.111111111111111]","[0, 0, 5.4, 2.0, 5.0, 1.25]","[0, 0, 3.8571428571428568, 1.2, 3.0, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.5, 1.5, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.7241379310344827, 1.1896551724137931, 8.0, 6.444444444444444]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 1, 0.0, 0.5, 5.0, 0.8571428571428571]"
17,2018-04-17,20180417LGHT0,"[0, 0, 4.5, 1.5, 0.5, 0.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 6, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.076923076923077, 1.6153846153846154, 0.8333333333333334, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.857142857142856, 2.2857142857142856, 1.3333333333333333, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.1923076923076925, 0.46153846153846156, 11, 1.4444444444444444]","[0, 0, 3.5217391304347827, 1.6956521739130435, 2.6666666666666665, 1.9166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.418181818181818, 1.5272727272727273, 6.333333333333333, 6.111111111111111]","[0, 0, 5.4, 2.0, 5.0, 1.25]","[1, 0, 3.5, 1.3333333333333333, 3.3333333333333335, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.1, 2.1, 2.0, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.1896551724137931, 8.0, 6.444444444444444]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 1, 2.7, 0.6, 5.0, 0.8333333333333334]"
18,2018-04-18,20180418LGHT0,"[0, 1, 4.5, 1.75, 0.3333333333333333, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 6, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.8620689655172413, 1.5517241379310345, 0.7142857142857143, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.857142857142856, 2.2857142857142856, 1.3333333333333333, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.785714285714286, 0.75, 5.5, 1.3333333333333335]","[0, 0, 3.5217391304347827, 1.6956521739130435, 2.6666666666666665, 1.9166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 7.081967213114755, 1.7704918032786887, 5.25, 5.083333333333333]","[0, 0, 5.4, 2.0, 5.0, 1.25]","[0, 0, 3.5, 1.3333333333333333, 3.3333333333333335, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.043478260869565, 2.0869565217391304, 2.25, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.1896551724137931, 8.0, 6.444444444444444]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 2.7, 0.6, 5.0, 0.8333333333333334]"
19,2018-04-19,20180419LGHT0,"[0, 0, 4.5, 1.75, 0.3333333333333333, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 6, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8620689655172413, 1.5517241379310345, 0.7142857142857143, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.857142857142856, 2.2857142857142856, 1.3333333333333333, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 0.75, 5.5, 1.3333333333333335]","[0, 0, 3.5217391304347827, 1.6956521739130435, 2.6666666666666665, 1.9166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.081967213114755, 1.7704918032786887, 5.25, 5.083333333333333]","[0, 0, 5.4, 2.0, 5.0, 1.25]","[0, 0, 3.5, 1.3333333333333333, 3.3333333333333335, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.043478260869565, 2.0869565217391304, 2.25, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.7341772151898733, 1.1012658227848102, 8.333333333333334, 6.583333333333333]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 2.7, 0.6, 5.0, 0.8333333333333334]"
20,2018-04-20,20180420HTOB0,"[0, 0, 4.5, 1.75, 0.3333333333333333, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.7241379310344827, 1.0344827586206897, 5.0, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8620689655172413, 1.5517241379310345, 0.7142857142857143, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 12.193548387096774, 2.129032258064516, 1.0, 3.4444444444444446]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 0.75, 5.5, 1.3333333333333335]","[0, 1, 8.027027027027028, 1.9459459459459458, 2.75, 2.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.081967213114755, 1.7704918032786887, 5.25, 5.083333333333333]","[0, 1, 4.263157894736842, 1.736842105263158, 3.5, 1.2666666666666666]","[0, 0, 3.5, 1.3333333333333333, 3.3333333333333335, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.043478260869565, 2.0869565217391304, 2.25, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7341772151898733, 1.1012658227848102, 8.333333333333334, 6.583333333333333]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 2.7, 0.6, 5.0, 0.8333333333333334]"
21,2018-04-21,20180421HTOB0,"[0, 1, 4.153846153846154, 1.8461538461538463, 0.5, 0.4333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.0344827586206897, 5.0, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.8, 1.5, 0.8571428571428571, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 11.117647058823529, 1.9411764705882353, 1.2, 2.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 0.75, 5.5, 1.3333333333333335]","[0, 0, 8.027027027027028, 1.9459459459459458, 2.75, 2.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.081967213114755, 1.7704918032786887, 5.25, 5.083333333333333]","[0, 0, 4.263157894736842, 1.736842105263158, 3.5, 1.2666666666666666]","[0, 0, 3.5, 1.3333333333333333, 3.3333333333333335, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.043478260869565, 2.0869565217391304, 2.25, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7341772151898733, 1.1012658227848102, 8.333333333333334, 6.583333333333333]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 2.7, 0.6, 5.0, 0.8333333333333334]"
22,2018-04-22,20180422HTOB0,"[0, 0, 4.153846153846154, 1.8461538461538463, 0.5, 0.4333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.0344827586206897, 5.0, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.5, 0.8571428571428571, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.117647058823529, 1.9411764705882353, 1.2, 2.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.0625, 0.75, 6.5, 1.3333333333333333]","[0, 0, 8.027027027027028, 1.9459459459459458, 2.75, 2.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.081967213114755, 1.7704918032786887, 5.25, 5.083333333333333]","[0, 1, 3.375, 1.625, 4.5, 1.3333333333333333]","[1, 0, 3.375, 1.375, 2.6666666666666665, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.043478260869565, 2.0869565217391304, 2.25, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7341772151898733, 1.1012658227848102, 8.333333333333334, 6.583333333333333]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 2.7, 0.6, 5.0, 0.8333333333333334]"
23,2018-04-25,20180425HHHT0,"[0, 0, 4.153846153846154, 1.8461538461538463, 0.5, 0.4333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.0344827586206897, 5.0, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.5, 0.8571428571428571, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.692307692307692, 1.6923076923076923, 2.0, 2.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 0.75, 6.5, 1.3333333333333333]","[0, 0, 8.027027027027028, 1.9459459459459458, 2.75, 2.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.468354430379747, 1.7848101265822787, 3.6666666666666665, 5.266666666666667]","[0, 0, 3.375, 1.625, 4.5, 1.3333333333333333]","[0, 0, 3.375, 1.375, 2.6666666666666665, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.230769230769231, 1.8461538461538463, 2.5, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7341772151898733, 1.1012658227848102, 8.333333333333334, 6.583333333333333]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 2.7, 0.6, 5.0, 0.8333333333333334]"
24,2018-04-26,20180426HHHT0,"[0, 0, 4.153846153846154, 1.8461538461538463, 0.5, 0.4333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.0344827586206897, 5.0, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.5, 0.8571428571428571, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.692307692307692, 1.6923076923076923, 2.0, 2.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 0.75, 6.5, 1.3333333333333333]","[0, 0, 8.027027027027028, 1.9459459459459458, 2.75, 2.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.468354430379747, 1.7848101265822787, 3.6666666666666665, 5.266666666666667]","[0, 0, 3.375, 1.625, 4.5, 1.3333333333333333]","[0, 0, 3.375, 1.375, 2.6666666666666665, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.8461538461538463, 2.5, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.80188679245283, 1.0754716981132075, 8.0, 7.066666666666667]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 2.7, 0.6, 5.0, 0.8333333333333334]"
25,2018-04-27,20180427HTKT0,"[0, 0, 4.153846153846154, 1.8461538461538463, 0.5, 0.4333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.428571428571428, 1.5, 2.5, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.5, 0.8571428571428571, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.0, 1.5714285714285714, 2.0, 2.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 0.75, 6.5, 1.3333333333333333]","[0, 0, 8.027027027027028, 1.9459459459459458, 2.75, 2.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.468354430379747, 1.7848101265822787, 3.6666666666666665, 5.266666666666667]","[0, 1, 4.0, 1.6666666666666667, 5.0, 1.2857142857142858]","[0, 0, 3.375, 1.375, 2.6666666666666665, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.8461538461538463, 2.5, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.80188679245283, 1.0754716981132075, 8.0, 7.066666666666667]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 1, 2.3478260869565215, 0.6521739130434783, 3.5, 0.8518518518518519]"
