,date,game_key,김용주,니퍼트,고영표,심재민,류희운,강장산,홍성무,김민수,엄상백,정성곤,주권,김재윤,피어밴드,배제성,박세진,김태오,김도영,이정현,이종혁,최건,김민,신병률,박재영,한두솔,박주현,홍성용,금민철,윤근영,이상화,고창성,배우열,김사율
10,2018-04-05,20180405KTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.25, 2.5, 5.0, 4.0]","[0, 1, 9.0, 1.5, 6.0, 1.3333333333333333]","[0, 0, 0.0, 0.75, 4, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.6666666666666666, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 21.0, 3.3333333333333335, 4.0, 3.0]","[0, 0, 23.142857142857142, 2.571428571428571, 3.0, 0.7777777777777778]","[0, 0, 3.6, 1.8, 5.0, 5.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.2, 4, 1.6666666666666667]","[0, 0, 3.6, 1.6, 4.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.375, 1.125, 2.0, 0.8888888888888888]","[0, 1, 0.0, 0.21428571428571427, 2, 1.5555555555555556]","[0, 0, 3.0, 1.6666666666666667, 2.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 0.0, 1.6666666666666667]"
11,2018-04-07,20180407HHKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.25, 2.5, 5.0, 4.0]","[0, 0, 9.0, 1.5, 6.0, 1.3333333333333333]","[0, 0, 0.0, 0.75, 4, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.6666666666666666, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 21.0, 3.3333333333333335, 4.0, 3.0]","[0, 1, 16.2, 2.1, 2.0, 0.8333333333333334]","[1, 0, 4.5, 1.9, 2.2, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.5, 2, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.2, 4, 1.6666666666666667]","[0, 0, 3.6, 1.6, 4.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.125, 2.0, 0.8888888888888888]","[0, 0, 0.0, 0.21428571428571427, 2, 1.5555555555555556]","[0, 0, 3.0, 1.6666666666666667, 2.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 0.0, 1.6666666666666667]"
12,2018-04-08,20180408HHKT0,"[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[1, 0, 8.379310344827587, 2.1724137931034484, 6.5, 4.833333333333333]","[0, 1, 7.7142857142857135, 1.2857142857142856, 7.0, 1.1666666666666667]","[0, 0, 0.0, 0.75, 4, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7, 1.5, 0.5, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 21.0, 3.3333333333333335, 4.0, 3.0]","[0, 0, 16.2, 2.1, 2.0, 0.8333333333333334]","[0, 0, 4.5, 1.9, 2.2, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.5, 2, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.263157894736842, 1.105263157894737, 5.0, 1.5833333333333333]","[0, 0, 3.6, 1.6, 4.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.9285714285714284, 0.8571428571428571, 3.0, 1.1666666666666667]","[0, 1, 3.176470588235294, 0.8823529411764706, 1.5, 1.4166666666666667]","[0, 0, 3.0, 1.6666666666666667, 2.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 0.0, 1.6666666666666667]"
13,2018-04-10,20180410KTNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.379310344827587, 2.1724137931034484, 6.5, 4.833333333333333]","[0, 0, 7.7142857142857135, 1.2857142857142856, 7.0, 1.1666666666666667]","[0, 1, 6.5675675675675675, 1.3783783783783783, 4.0, 4.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.2, 1.6, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 21.0, 3.3333333333333335, 4.0, 3.0]","[0, 1, 12.461538461538462, 2.076923076923077, 3.0, 0.8666666666666666]","[0, 0, 4.5, 1.9, 2.2, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.5, 2, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.105263157894737, 5.0, 1.5833333333333333]","[1, 0, 2.25, 1.3333333333333333, 2.25, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 0.8571428571428571, 3.0, 1.1666666666666667]","[0, 0, 3.176470588235294, 0.8823529411764706, 1.5, 1.4166666666666667]","[0, 0, 3.0, 1.6666666666666667, 2.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 0.0, 1.6666666666666667]"
14,2018-04-11,20180411KTNC0,"[0, 0, 0, 0, 0, 0]","[1, 0, 0.0, 2.0, 0, 1.0]","[0, 0, 8.379310344827587, 2.1724137931034484, 6.5, 4.833333333333333]","[0, 1, 6.75, 1.5, 4.5, 1.0666666666666667]","[0, 0, 6.5675675675675675, 1.3783783783783783, 4.0, 4.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 1.6, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 21.0, 3.3333333333333335, 4.0, 3.0]","[0, 0, 12.461538461538462, 2.076923076923077, 3.0, 0.8666666666666666]","[0, 0, 4.5, 1.9, 2.2, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.5, 2, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.684210526315789, 1.4210526315789473, 1.6666666666666667, 1.2666666666666666]","[0, 0, 2.25, 1.3333333333333333, 2.25, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 0.8571428571428571, 3.0, 1.1666666666666667]","[0, 1, 3.0, 1.0, 2.0, 1.2]","[0, 0, 3.0, 1.6666666666666667, 2.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 0.0, 1.6666666666666667]"
15,2018-04-12,20180412KTNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 0, 1.0]","[0, 0, 8.379310344827587, 2.1724137931034484, 6.5, 4.833333333333333]","[0, 0, 6.75, 1.5, 4.5, 1.0666666666666667]","[0, 1, 6.075, 1.3499999999999999, 3.3333333333333335, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 1.6, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 21.0, 3.3333333333333335, 4.0, 3.0]","[0, 1, 10.125, 1.6875, 4.0, 0.8888888888888888]","[0, 0, 4.5, 1.9, 2.2, 5.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.6875, 0.75, 6.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.5, 2, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.684210526315789, 1.4210526315789473, 1.6666666666666667, 1.2666666666666666]","[0, 0, 2.25, 1.3333333333333333, 2.25, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.4, 2.0, 1.0]","[0, 0, 3.0, 1.0, 2.0, 1.2]","[0, 0, 3.0, 1.6666666666666667, 2.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 0.0, 1.6666666666666667]"
16,2018-04-13,20180413KTLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 0, 1.0]","[0, 0, 8.379310344827587, 2.1724137931034484, 6.5, 4.833333333333333]","[0, 0, 6.75, 1.5, 4.5, 1.0666666666666667]","[0, 0, 6.075, 1.3499999999999999, 3.3333333333333335, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 1.6, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 21.0, 3.3333333333333335, 4.0, 3.0]","[0, 0, 10.125, 1.6875, 4.0, 0.8888888888888888]","[1, 0, 3.7058823529411766, 1.4705882352941178, 3.0, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.75, 6.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.5, 2, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.684210526315789, 1.4210526315789473, 1.6666666666666667, 1.2666666666666666]","[0, 0, 2.25, 1.3333333333333333, 2.25, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.4, 2.0, 1.0]","[0, 0, 3.0, 1.0, 2.0, 1.2]","[0, 0, 3.0, 1.6666666666666667, 2.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 0.0, 1.6666666666666667]"
17,2018-04-14,20180414KTLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 0, 1.0]","[1, 0, 6.8936170212765955, 1.8510638297872342, 4.75, 5.222222222222222]","[0, 0, 6.75, 1.5, 4.5, 1.0666666666666667]","[0, 1, 5.522727272727273, 1.2272727272727273, 3.6666666666666665, 2.933333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 1.6, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 21.0, 3.3333333333333335, 4.0, 3.0]","[0, 0, 10.125, 1.6875, 4.0, 0.8888888888888888]","[0, 0, 3.7058823529411766, 1.4705882352941178, 3.0, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.75, 6.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.6666666666666666, 3, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.909090909090909, 1.2272727272727273, 2.0, 1.222222222222222]","[0, 0, 2.25, 1.3333333333333333, 2.25, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.4, 2.0, 1.0]","[0, 0, 3.0, 1.0, 2.0, 1.2]","[0, 0, 3.0, 1.6666666666666667, 2.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 0.0, 1.6666666666666667]"
18,2018-04-15,20180415KTLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 0, 1.0]","[0, 0, 6.8936170212765955, 1.8510638297872342, 4.75, 5.222222222222222]","[0, 1, 4.909090909090909, 1.2272727272727273, 5.5, 1.222222222222222]","[0, 0, 5.522727272727273, 1.2272727272727273, 3.6666666666666665, 2.933333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.0, 1.3333333333333333, 1.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 21.0, 3.3333333333333335, 4.0, 3.0]","[0, 1, 8.526315789473683, 1.4210526315789473, 4.5, 0.9047619047619048]","[0, 0, 3.7058823529411766, 1.4705882352941178, 3.0, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.75, 6.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.6666666666666666, 3, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.2272727272727273, 2.0, 1.222222222222222]","[1, 0, 3.0, 1.2222222222222223, 2.8, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.3333333333333333, 2.5, 1.0]","[0, 1, 2.571428571428571, 0.8571428571428571, 3.0, 1.1666666666666667]","[0, 0, 3.0, 1.6666666666666667, 2.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 0.0, 1.6666666666666667]"
19,2018-04-17,20180417SKKT0,"[0, 0, 0, 0, 0, 0]","[1, 0, 6.0, 1.5, 5.0, 3.0]","[0, 0, 6.8936170212765955, 1.8510638297872342, 4.75, 5.222222222222222]","[0, 1, 5.4, 1.3199999999999998, 2.75, 1.1904761904761905]","[0, 1, 5.869565217391304, 1.3043478260869565, 4.0, 2.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.3333333333333333, 1.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 21.0, 3.3333333333333335, 4.0, 3.0]","[0, 1, 9.0, 1.4285714285714286, 4.5, 0.875]","[0, 0, 3.7058823529411766, 1.4705882352941178, 3.0, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.75, 6.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.6666666666666666, 3, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.32, 1.2, 2.6666666666666665, 1.1904761904761905]","[0, 0, 3.0, 1.2222222222222223, 2.8, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.3333333333333333, 2.5, 1.0]","[0, 0, 2.571428571428571, 0.8571428571428571, 3.0, 1.1666666666666667]","[0, 0, 3.0, 1.6666666666666667, 2.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 0.0, 1.6666666666666667]"
20,2018-04-18,20180418SKKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.5, 5.0, 3.0]","[0, 0, 6.8936170212765955, 1.8510638297872342, 4.75, 5.222222222222222]","[0, 0, 5.4, 1.3199999999999998, 2.75, 1.1904761904761905]","[0, 0, 5.869565217391304, 1.3043478260869565, 4.0, 2.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.3333333333333333, 1.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 21.0, 3.3333333333333335, 4.0, 3.0]","[0, 0, 9.0, 1.4285714285714286, 4.5, 0.875]","[0, 0, 3.7058823529411766, 1.4705882352941178, 3.0, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.4545454545454546, 1.0, 3.6666666666666665, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.25, 1.0, 3, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.821428571428571, 1.3928571428571428, 2.25, 1.1666666666666667]","[0, 0, 3.0, 1.2222222222222223, 2.8, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.3333333333333333, 2.5, 1.0]","[0, 0, 2.571428571428571, 0.8571428571428571, 3.0, 1.1666666666666667]","[0, 0, 3.0, 1.6666666666666667, 2.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 0.0, 1.6666666666666667]"
21,2018-04-19,20180419SKKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.5, 5.0, 3.0]","[0, 0, 6.8936170212765955, 1.8510638297872342, 4.75, 5.222222222222222]","[0, 1, 5.785714285714286, 1.2857142857142856, 3.0, 1.1666666666666667]","[0, 0, 5.869565217391304, 1.3043478260869565, 4.0, 2.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.684210526315789, 1.5789473684210527, 1.3333333333333333, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 21.0, 3.3333333333333335, 4.0, 3.0]","[0, 0, 9.0, 1.4285714285714286, 4.5, 0.875]","[1, 0, 3.6, 1.16, 3.4285714285714284, 6.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 1.0, 3.6666666666666665, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 3, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.3928571428571428, 2.25, 1.1666666666666667]","[0, 0, 3.0, 1.2222222222222223, 2.8, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.5217391304347827, 1.0434782608695652, 4.0, 1.0952380952380953]","[0, 0, 2.571428571428571, 0.8571428571428571, 3.0, 1.1666666666666667]","[0, 0, 3.0, 1.6666666666666667, 2.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 0.0, 1.6666666666666667]"
22,2018-04-20,20180420KTSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.5, 5.0, 3.0]","[1, 0, 7.7142857142857135, 1.8095238095238095, 5.0, 5.25]","[0, 1, 5.586206896551724, 1.2413793103448276, 3.0, 1.074074074074074]","[0, 0, 5.869565217391304, 1.3043478260869565, 4.0, 2.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.684210526315789, 1.5789473684210527, 1.3333333333333333, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 21.0, 3.3333333333333335, 4.0, 3.0]","[0, 1, 9.0, 1.5, 5.0, 0.8888888888888888]","[0, 0, 3.6, 1.16, 3.4285714285714284, 6.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 1.0, 3.6666666666666665, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 3, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.3928571428571428, 2.25, 1.1666666666666667]","[0, 0, 3.0, 1.2222222222222223, 2.8, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.1153846153846154, 0.9230769230769231, 5.5, 1.0833333333333333]","[0, 0, 2.571428571428571, 0.8571428571428571, 3.0, 1.1666666666666667]","[0, 0, 3.0, 1.6666666666666667, 2.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 0.0, 1.6666666666666667]"
23,2018-04-21,20180421KTSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.5, 5.0, 3.0]","[0, 0, 7.7142857142857135, 1.8095238095238095, 5.0, 5.25]","[0, 0, 5.586206896551724, 1.2413793103448276, 3.0, 1.074074074074074]","[0, 0, 5.869565217391304, 1.3043478260869565, 4.0, 2.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.684210526315789, 1.5789473684210527, 1.3333333333333333, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 21.0, 3.3333333333333335, 4.0, 3.0]","[0, 0, 9.0, 1.5, 5.0, 0.8888888888888888]","[0, 0, 3.6, 1.16, 3.4285714285714284, 6.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 1.0, 3.6666666666666665, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.3478260869565215, 1.0434782608695652, 4, 1.9166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.21875, 1.3125, 2.5, 1.1851851851851851]","[1, 0, 4.5, 1.5, 2.2857142857142856, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1153846153846154, 0.9230769230769231, 5.5, 1.0833333333333333]","[0, 1, 4.909090909090909, 1.3636363636363638, 3.0, 1.0476190476190477]","[0, 0, 3.0, 1.6666666666666667, 2.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 0.0, 1.6666666666666667]"
24,2018-04-22,20180422KTSS0,"[0, 0, 0, 0, 0, 0]","[1, 0, 7.838709677419355, 2.032258064516129, 4.0, 3.4444444444444446]","[0, 0, 7.7142857142857135, 1.8095238095238095, 5.0, 5.25]","[0, 1, 5.7272727272727275, 1.2727272727272727, 3.0, 1.1]","[0, 0, 5.869565217391304, 1.3043478260869565, 4.0, 2.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.7142857142857135, 1.8571428571428572, 1.3333333333333333, 0.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 21.0, 3.3333333333333335, 4.0, 3.0]","[0, 0, 9.0, 1.5, 5.0, 0.8888888888888888]","[0, 0, 3.6, 1.16, 3.4285714285714284, 6.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 1.0, 3.6666666666666665, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3478260869565215, 1.0434782608695652, 4, 1.9166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.5, 1.1851851851851851]","[0, 0, 4.5, 1.5, 2.2857142857142856, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.892857142857143, 0.8571428571428571, 5.5, 1.0370370370370372]","[0, 0, 4.909090909090909, 1.3636363636363638, 3.0, 1.0476190476190477]","[0, 0, 3.0, 1.6666666666666667, 2.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 0.0, 1.6666666666666667]"
