,date,game_key,장민익,임진우,이현호,강동연,김정후,변진수,함덕주,박종기,한주성,윤수호,린드블럼,유재유,고봉재,이영하,김명신,최원준,박치국,김민규,박성모,배창현,신현수,정우석,곽빈,후랭코프,정철원,박신지,현도훈,김승회,장원준,최대성,이현승,이용찬,김강률,홍상삼,성영훈,유희관,허준혁
54,2018-06-02,20180602OBHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.2692307692307694, 1.0909090909090908, 1.4444444444444444]","[0, 0, 6.967741935483871, 1.3548387096774193, 4.0, 1.2916666666666667]","[0, 0, 2.602409638554217, 1.5542168674698795, 1.631578947368421, 1.1066666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9018691588785046, 1.0093457943925235, 5.142857142857143, 6.484848484848484]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.132231404958678, 1.56198347107438, 1.9411764705882353, 2.5208333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7, 1.2333333333333334, 3.5555555555555554, 1.0344827586206897]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.875, 1.8333333333333333, 1.6923076923076923, 0.96]","[1, 0, 3.318435754189944, 1.1564245810055866, 1.9, 5.424242424242424]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 1.0, 3.8333333333333335]","[0, 0, 3.75, 1.4166666666666667, 5.0, 0.9230769230769231]","[0, 0, 7.7142857142857135, 1.6386554621848741, 1.9375, 4.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 1.75, 1.75, 0.6153846153846154]","[0, 0, 1.3235294117647058, 0.9117647058823529, 3.5, 5.666666666666667]","[0, 0, 5.178082191780821, 1.4383561643835616, 3.5, 1.0579710144927537]","[0, 1, 0.0, 1.3125, 0.8, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.59375, 1.828125, 4.285714285714286, 4.7407407407407405]","[0, 0, 0, 0, 0, 0]"
55,2018-06-03,20180603OBHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.2692307692307694, 1.0909090909090908, 1.4444444444444444]","[0, 0, 6.967741935483871, 1.3548387096774193, 4.0, 1.2916666666666667]","[0, 1, 2.426966292134831, 1.4831460674157302, 1.8421052631578947, 1.141025641025641]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9018691588785046, 1.0093457943925235, 5.142857142857143, 6.484848484848484]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.616, 1.608, 1.75, 2.4509803921568625]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.6129032258064515, 1.1935483870967742, 3.7777777777777777, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.808219178082192, 1.8493150684931507, 1.6923076923076923, 0.9358974358974359]","[0, 0, 3.318435754189944, 1.1564245810055866, 1.9, 5.424242424242424]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 1.0, 3.8333333333333335]","[0, 1, 4.263157894736842, 1.5, 5.0, 0.9047619047619048]","[0, 0, 7.7142857142857135, 1.6386554621848741, 1.9375, 4.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.0, 1.6666666666666667, 1.4, 0.6428571428571429]","[0, 0, 1.3235294117647058, 0.9117647058823529, 3.5, 5.666666666666667]","[0, 1, 5.4, 1.44, 3.0, 1.0416666666666667]","[0, 0, 0.0, 1.3125, 0.8, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.59375, 1.828125, 4.285714285714286, 4.7407407407407405]","[0, 0, 0, 0, 0, 0]"
56,2018-06-05,20180605OBWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.2692307692307694, 1.0909090909090908, 1.4444444444444444]","[0, 1, 7.59375, 1.5, 4.0, 1.1851851851851851]","[0, 0, 2.426966292134831, 1.4831460674157302, 1.8421052631578947, 1.141025641025641]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9018691588785046, 1.0093457943925235, 5.142857142857143, 6.484848484848484]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.616, 1.608, 1.75, 2.4509803921568625]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 1.1935483870967742, 3.7777777777777777, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.808219178082192, 1.8493150684931507, 1.6923076923076923, 0.9358974358974359]","[0, 0, 3.318435754189944, 1.1564245810055866, 1.9, 5.424242424242424]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 1.0, 3.8333333333333335]","[0, 1, 3.6, 1.4, 3.3333333333333335, 1.0]","[0, 0, 7.7142857142857135, 1.6386554621848741, 1.9375, 4.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.785714285714286, 1.7142857142857142, 1.4, 0.6222222222222222]","[1, 0, 1.75609756097561, 0.926829268292683, 3.2857142857142856, 5.857142857142857]","[0, 0, 5.4, 1.44, 3.0, 1.0416666666666667]","[0, 1, 0.0, 1.2631578947368423, 1.0, 0.7037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.59375, 1.828125, 4.285714285714286, 4.7407407407407405]","[0, 0, 0, 0, 0, 0]"
57,2018-06-06,20180606OBWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.2692307692307694, 1.0909090909090908, 1.4444444444444444]","[0, 0, 7.59375, 1.5, 4.0, 1.1851851851851851]","[0, 1, 2.3225806451612905, 1.5483870967741935, 1.85, 1.1481481481481481]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9018691588785046, 1.0093457943925235, 5.142857142857143, 6.484848484848484]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.616, 1.608, 1.75, 2.4509803921568625]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.783505154639175, 1.2989690721649483, 3.090909090909091, 1.0430107526881722]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.808219178082192, 1.8493150684931507, 1.6923076923076923, 0.9358974358974359]","[0, 0, 3.318435754189944, 1.1564245810055866, 1.9, 5.424242424242424]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 1.0, 3.8333333333333335]","[0, 0, 3.6, 1.4, 3.3333333333333335, 1.0]","[0, 0, 7.7142857142857135, 1.6386554621848741, 1.9375, 4.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.7142857142857142, 1.4, 0.6222222222222222]","[0, 0, 1.75609756097561, 0.926829268292683, 3.2857142857142856, 5.857142857142857]","[0, 1, 5.961038961038961, 1.4805194805194803, 2.875, 1.0266666666666666]","[0, 0, 0.0, 1.2631578947368423, 1.0, 0.7037037037037037]","[0, 0, 0, 0, 0, 0]","[1, 0, 7.125, 1.75, 3.6666666666666665, 4.8]","[0, 0, 0, 0, 0, 0]"
58,2018-06-07,20180607OBWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.2692307692307694, 1.0909090909090908, 1.4444444444444444]","[0, 0, 7.59375, 1.5, 4.0, 1.1851851851851851]","[0, 1, 2.25, 1.5, 1.9, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.9094827586206895, 1.0086206896551724, 4.588235294117647, 6.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.616, 1.608, 1.75, 2.4509803921568625]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.783505154639175, 1.2989690721649483, 3.090909090909091, 1.0430107526881722]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.808219178082192, 1.8493150684931507, 1.6923076923076923, 0.9358974358974359]","[0, 0, 3.318435754189944, 1.1564245810055866, 1.9, 5.424242424242424]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 1.0, 3.8333333333333335]","[0, 0, 3.6, 1.4, 3.3333333333333335, 1.0]","[0, 0, 7.7142857142857135, 1.6386554621848741, 1.9375, 4.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.7142857142857142, 1.4, 0.6222222222222222]","[0, 0, 1.75609756097561, 0.926829268292683, 3.2857142857142856, 5.857142857142857]","[0, 0, 5.961038961038961, 1.4805194805194803, 2.875, 1.0266666666666666]","[0, 0, 0.0, 1.2631578947368423, 1.0, 0.7037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.125, 1.75, 3.6666666666666665, 4.8]","[0, 0, 0, 0, 0, 0]"
59,2018-06-08,20180608NCOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.2692307692307694, 1.0909090909090908, 1.4444444444444444]","[0, 0, 7.59375, 1.5, 4.0, 1.1851851851851851]","[0, 0, 2.25, 1.5, 1.9, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9094827586206895, 1.0086206896551724, 4.588235294117647, 6.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.616, 1.608, 1.75, 2.4509803921568625]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.97, 1.3199999999999998, 3.1818181818181817, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.808219178082192, 1.8493150684931507, 1.6923076923076923, 0.9358974358974359]","[1, 0, 3.015228426395939, 1.1421319796954315, 1.84375, 5.472222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 1.0, 3.8333333333333335]","[0, 0, 3.6, 1.4, 3.3333333333333335, 1.0]","[0, 0, 7.7142857142857135, 1.6386554621848741, 1.9375, 4.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.7142857142857142, 1.4, 0.6222222222222222]","[0, 0, 1.75609756097561, 0.926829268292683, 3.2857142857142856, 5.857142857142857]","[0, 1, 5.7375, 1.5, 2.7777777777777777, 1.0256410256410258]","[0, 0, 0.0, 1.2631578947368423, 1.0, 0.7037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.125, 1.75, 3.6666666666666665, 4.8]","[0, 0, 0, 0, 0, 0]"
60,2018-06-09,20180609NCOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.2692307692307694, 1.0909090909090908, 1.4444444444444444]","[0, 0, 7.59375, 1.5, 4.0, 1.1851851851851851]","[0, 1, 2.181818181818182, 1.4545454545454546, 1.95, 1.1379310344827587]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9094827586206895, 1.0086206896551724, 4.588235294117647, 6.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.447761194029851, 1.6567164179104479, 1.7142857142857142, 2.4814814814814814]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.8285714285714287, 1.3142857142857143, 3.3636363636363638, 1.0606060606060606]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.808219178082192, 1.8493150684931507, 1.6923076923076923, 0.9358974358974359]","[0, 0, 3.015228426395939, 1.1421319796954315, 1.84375, 5.472222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 1.0, 3.8333333333333335]","[0, 1, 3.9375000000000004, 1.4375, 3.6666666666666665, 1.0]","[0, 0, 7.7142857142857135, 1.6386554621848741, 1.9375, 4.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.7142857142857142, 1.4, 0.6222222222222222]","[0, 0, 1.75609756097561, 0.926829268292683, 3.2857142857142856, 5.857142857142857]","[0, 0, 5.7375, 1.5, 2.7777777777777777, 1.0256410256410258]","[0, 0, 0.0, 1.2631578947368423, 1.0, 0.7037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.125, 1.75, 3.6666666666666665, 4.8]","[0, 0, 0, 0, 0, 0]"
61,2018-06-10,20180610NCOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.2692307692307694, 1.0909090909090908, 1.4444444444444444]","[0, 0, 7.59375, 1.5, 4.0, 1.1851851851851851]","[0, 0, 2.181818181818182, 1.4545454545454546, 1.95, 1.1379310344827587]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9094827586206895, 1.0086206896551724, 4.588235294117647, 6.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.447761194029851, 1.6567164179104479, 1.7142857142857142, 2.4814814814814814]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8285714285714287, 1.3142857142857143, 3.3636363636363638, 1.0606060606060606]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.808219178082192, 1.8493150684931507, 1.6923076923076923, 0.9358974358974359]","[0, 0, 3.015228426395939, 1.1421319796954315, 1.84375, 5.472222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 1.0, 3.8333333333333335]","[0, 1, 3.7058823529411766, 1.3529411764705883, 4.333333333333333, 1.0]","[0, 0, 7.7142857142857135, 1.6386554621848741, 1.9375, 4.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.3, 1.9, 1.4, 0.625]","[1, 0, 2.739130434782609, 1.0434782608695652, 2.7, 5.75]","[0, 1, 5.464285714285714, 1.4642857142857142, 2.5, 1.037037037037037]","[0, 0, 0.0, 1.2631578947368423, 1.0, 0.7037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.125, 1.75, 3.6666666666666665, 4.8]","[0, 0, 0, 0, 0, 0]"
62,2018-06-12,20180612KTOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.2692307692307694, 1.0909090909090908, 1.4444444444444444]","[0, 0, 7.59375, 1.5, 4.0, 1.1851851851851851]","[0, 1, 2.0970873786407767, 1.4563106796116503, 1.8181818181818181, 1.1444444444444446]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9094827586206895, 1.0086206896551724, 4.588235294117647, 6.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.447761194029851, 1.6567164179104479, 1.7142857142857142, 2.4814814814814814]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7, 1.2545454545454546, 3.5454545454545454, 1.0784313725490196]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.808219178082192, 1.8493150684931507, 1.6923076923076923, 0.9358974358974359]","[0, 0, 3.015228426395939, 1.1421319796954315, 1.84375, 5.472222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 1.0, 3.8333333333333335]","[0, 0, 3.7058823529411766, 1.3529411764705883, 4.333333333333333, 1.0]","[0, 0, 7.7142857142857135, 1.6386554621848741, 1.9375, 4.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.7272727272727275, 1.8181818181818181, 1.4, 0.6470588235294118]","[0, 0, 2.739130434782609, 1.0434782608695652, 2.7, 5.75]","[0, 0, 5.464285714285714, 1.4642857142857142, 2.5, 1.037037037037037]","[0, 0, 0.0, 1.2631578947368423, 1.0, 0.7037037037037037]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.666666666666666, 1.6851851851851851, 3.6, 4.909090909090909]","[0, 0, 0, 0, 0, 0]"
63,2018-06-13,20180613KTOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.2692307692307694, 1.0909090909090908, 1.4444444444444444]","[0, 0, 7.59375, 1.5, 4.0, 1.1851851851851851]","[0, 1, 2.0571428571428574, 1.4285714285714286, 1.8636363636363635, 1.1290322580645162]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.63671875, 0.97265625, 5.352941176470588, 6.564102564102564]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.447761194029851, 1.6567164179104479, 1.7142857142857142, 2.4814814814814814]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.2545454545454546, 3.5454545454545454, 1.0784313725490196]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.808219178082192, 1.8493150684931507, 1.6923076923076923, 0.9358974358974359]","[0, 0, 3.015228426395939, 1.1421319796954315, 1.84375, 5.472222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 1.0, 3.8333333333333335]","[0, 0, 3.7058823529411766, 1.3529411764705883, 4.333333333333333, 1.0]","[0, 0, 7.7142857142857135, 1.6386554621848741, 1.9375, 4.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.885714285714286, 1.3333333333333333, 0.6481481481481481]","[0, 0, 2.739130434782609, 1.0434782608695652, 2.7, 5.75]","[0, 1, 5.464285714285714, 1.5, 2.272727272727273, 1.0]","[0, 0, 0.0, 1.2631578947368423, 1.0, 0.7037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.666666666666666, 1.6851851851851851, 3.6, 4.909090909090909]","[0, 0, 0, 0, 0, 0]"
64,2018-06-14,20180614KTOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.2692307692307694, 1.0909090909090908, 1.4444444444444444]","[0, 0, 7.59375, 1.5, 4.0, 1.1851851851851851]","[0, 0, 2.0571428571428574, 1.4285714285714286, 1.8636363636363635, 1.1290322580645162]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.63671875, 0.97265625, 5.352941176470588, 6.564102564102564]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.447761194029851, 1.6567164179104479, 1.7142857142857142, 2.4814814814814814]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.6517857142857144, 1.2857142857142856, 3.5454545454545454, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.808219178082192, 1.8493150684931507, 1.6923076923076923, 0.9358974358974359]","[0, 0, 3.015228426395939, 1.1421319796954315, 1.84375, 5.472222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 1.0, 3.8333333333333335]","[0, 1, 3.5, 1.3333333333333333, 4.333333333333333, 1.0]","[1, 0, 9.14516129032258, 1.7903225806451613, 1.6842105263157894, 4.592592592592593]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.885714285714286, 1.3333333333333333, 0.6481481481481481]","[0, 0, 2.739130434782609, 1.0434782608695652, 2.7, 5.75]","[0, 1, 5.275862068965518, 1.4827586206896552, 2.5454545454545454, 1.0]","[0, 0, 0.0, 1.2631578947368423, 1.0, 0.7037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.666666666666666, 1.6851851851851851, 3.6, 4.909090909090909]","[0, 0, 0, 0, 0, 0]"
65,2018-06-15,20180615OBHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.2692307692307694, 1.0909090909090908, 1.4444444444444444]","[0, 0, 7.59375, 1.5, 4.0, 1.1851851851851851]","[0, 0, 2.0571428571428574, 1.4285714285714286, 1.8636363636363635, 1.1290322580645162]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.63671875, 0.97265625, 5.352941176470588, 6.564102564102564]","[0, 1, 4.5, 1.5, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.798657718120805, 1.6711409395973156, 1.4615384615384615, 2.614035087719298]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6517857142857144, 1.2857142857142856, 3.5454545454545454, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.760000000000001, 1.92, 1.5714285714285714, 0.9259259259259259]","[1, 0, 2.8883720930232557, 1.1302325581395347, 2.0303030303030303, 5.512820512820513]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 1.0, 3.8333333333333335]","[0, 0, 3.5, 1.3333333333333333, 4.333333333333333, 1.0]","[0, 0, 9.14516129032258, 1.7903225806451613, 1.6842105263157894, 4.592592592592593]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.885714285714286, 1.3333333333333333, 0.6481481481481481]","[0, 0, 2.739130434782609, 1.0434782608695652, 2.7, 5.75]","[0, 0, 5.275862068965518, 1.4827586206896552, 2.5454545454545454, 1.0]","[0, 0, 0.0, 1.2631578947368423, 1.0, 0.7037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.666666666666666, 1.6851851851851851, 3.6, 4.909090909090909]","[0, 0, 0, 0, 0, 0]"
