,date,game_key,최원재,채선관,조근종,고영표,심재민,류희운,안상빈,강장산,홍성무,엄상백,이창재,정성곤,주권,김재윤,조무근,피어밴드,배제성,박세진,김도영,로치,조병욱,이정현,이종혁,최대성,홍성용,윤근영,이상화,배우열,김사율
64,2017-06-16,20170616HHKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.25, 1.0972222222222223, 7.222222222222222, 6.0]","[0, 1, 3.220183486238532, 1.3211009174311925, 2.6923076923076925, 1.252873563218391]","[0, 0, 9.0, 1.9230769230769231, 0.8, 2.6]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.4375, 1.875, 1.3333333333333333, 1.0666666666666667]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.0]","[0, 0, 3.802816901408451, 1.4788732394366197, 1.5, 0.9861111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.381355932203391, 1.830508474576271, 1.8333333333333333, 3.277777777777778]","[1, 0, 7.297297297297297, 1.837837837837838, 1.1428571428571428, 3.7]","[0, 0, 2.5, 1.0, 3.0, 0.9]","[0, 0, 5.785714285714286, 1.0714285714285714, 2.0, 0.6666666666666667]","[0, 0, 1.6651982378854626, 0.8986784140969163, 8.0, 6.878787878787879]","[0, 1, 3.951219512195122, 1.4634146341463414, 1.2307692307692308, 1.8222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.545918367346939, 1.5306122448979593, 1.95, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.967741935483871, 1.4516129032258063, 2.5, 0.9393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4230769230769231, 3.5, 0.9285714285714286]","[0, 1, 10.323529411764705, 2.4705882352941173, 2.0, 1.1333333333333333]","[0, 0, 1.8, 1.6, 2.0, 5.0]"
65,2017-06-17,20170617HHKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.25, 1.0972222222222223, 7.222222222222222, 6.0]","[0, 0, 3.220183486238532, 1.3211009174311925, 2.6923076923076925, 1.252873563218391]","[0, 0, 9.0, 1.9230769230769231, 0.8, 2.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.4375, 1.875, 1.3333333333333333, 1.0666666666666667]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.0]","[0, 0, 3.802816901408451, 1.4788732394366197, 1.5, 0.9861111111111112]","[0, 0, 0, 0, 0, 0]","[1, 0, 9.338345864661653, 1.8045112781954886, 1.5333333333333334, 3.4102564102564106]","[0, 0, 7.297297297297297, 1.837837837837838, 1.1428571428571428, 3.7]","[0, 0, 2.5, 1.0, 3.0, 0.9]","[0, 0, 5.785714285714286, 1.0714285714285714, 2.0, 0.6666666666666667]","[0, 0, 1.6651982378854626, 0.8986784140969163, 8.0, 6.878787878787879]","[0, 1, 4.879518072289157, 1.5180722891566265, 1.2307692307692308, 1.7291666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.545918367346939, 1.5306122448979593, 1.95, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.967741935483871, 1.4516129032258063, 2.5, 0.9393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4230769230769231, 3.5, 0.9285714285714286]","[0, 1, 13.5, 2.8235294117647056, 2.0, 1.0303030303030303]","[0, 0, 1.8, 1.6, 2.0, 5.0]"
66,2017-06-18,20170618HHKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.25, 1.0972222222222223, 7.222222222222222, 6.0]","[0, 1, 3.106194690265487, 1.2743362831858407, 2.6923076923076925, 1.2555555555555555]","[0, 1, 6.88235294117647, 1.588235294117647, 0.8181818181818182, 2.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.4375, 1.875, 1.3333333333333333, 1.0666666666666667]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.0]","[0, 0, 3.802816901408451, 1.4788732394366197, 1.5, 0.9861111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.338345864661653, 1.8045112781954886, 1.5333333333333334, 3.4102564102564106]","[0, 0, 7.297297297297297, 1.837837837837838, 1.1428571428571428, 3.7]","[0, 1, 2.3684210526315788, 0.9473684210526315, 3.5, 0.9047619047619048]","[0, 0, 5.785714285714286, 1.0714285714285714, 2.0, 0.6666666666666667]","[0, 0, 1.6651982378854626, 0.8986784140969163, 8.0, 6.878787878787879]","[0, 0, 4.879518072289157, 1.5180722891566265, 1.2307692307692308, 1.7291666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.545918367346939, 1.5306122448979593, 1.95, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.967741935483871, 1.4516129032258063, 2.5, 0.9393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.903614457831325, 1.3734939759036144, 3.4285714285714284, 0.9540229885057472]","[0, 0, 13.5, 2.8235294117647056, 2.0, 1.0303030303030303]","[1, 0, 3.272727272727273, 1.5454545454545454, 4.0, 5.5]"
67,2017-06-20,20170620LTKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.743243243243244, 1.1756756756756757, 7.666666666666667, 5.6923076923076925]","[0, 0, 3.106194690265487, 1.2743362831858407, 2.6923076923076925, 1.2555555555555555]","[0, 0, 6.88235294117647, 1.588235294117647, 0.8181818181818182, 2.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.043478260869565, 1.826086956521739, 1.25, 1.277777777777778]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.0]","[0, 0, 3.802816901408451, 1.4788732394366197, 1.5, 0.9861111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.338345864661653, 1.8045112781954886, 1.5333333333333334, 3.4102564102564106]","[0, 0, 7.297297297297297, 1.837837837837838, 1.1428571428571428, 3.7]","[0, 0, 2.3684210526315788, 0.9473684210526315, 3.5, 0.9047619047619048]","[0, 0, 5.785714285714286, 1.0714285714285714, 2.0, 0.6666666666666667]","[0, 0, 1.6651982378854626, 0.8986784140969163, 8.0, 6.878787878787879]","[0, 0, 4.879518072289157, 1.5180722891566265, 1.2307692307692308, 1.7291666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.545918367346939, 1.5306122448979593, 1.95, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.837837837837839, 1.3783783783783783, 2.3333333333333335, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.903614457831325, 1.3734939759036144, 3.4285714285714284, 0.9540229885057472]","[0, 1, 11.853658536585366, 2.4878048780487805, 2.6, 1.1388888888888888]","[0, 0, 3.272727272727273, 1.5454545454545454, 4.0, 5.5]"
68,2017-06-21,20170621LTKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.743243243243244, 1.1756756756756757, 7.666666666666667, 5.6923076923076925]","[0, 0, 3.106194690265487, 1.2743362831858407, 2.6923076923076925, 1.2555555555555555]","[0, 0, 6.88235294117647, 1.588235294117647, 0.8181818181818182, 2.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.043478260869565, 1.826086956521739, 1.25, 1.277777777777778]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.0]","[0, 0, 3.802816901408451, 1.4788732394366197, 1.5, 0.9861111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.338345864661653, 1.8045112781954886, 1.5333333333333334, 3.4102564102564106]","[0, 1, 8.307692307692308, 1.9743589743589745, 1.0625, 3.5454545454545454]","[0, 0, 2.3684210526315788, 0.9473684210526315, 3.5, 0.9047619047619048]","[0, 0, 5.785714285714286, 1.0714285714285714, 2.0, 0.6666666666666667]","[1, 0, 1.873469387755102, 0.9428571428571428, 6.181818181818182, 6.805555555555556]","[0, 0, 4.879518072289157, 1.5180722891566265, 1.2307692307692308, 1.7291666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.545918367346939, 1.5306122448979593, 1.95, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.3499999999999999, 2.0, 1.0256410256410258]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.2, 1.3666666666666667, 3.5714285714285716, 1.0]","[0, 0, 11.853658536585366, 2.4878048780487805, 2.6, 1.1388888888888888]","[0, 0, 3.272727272727273, 1.5454545454545454, 4.0, 5.5]"
69,2017-06-22,20170622LTKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.743243243243244, 1.1756756756756757, 7.666666666666667, 5.6923076923076925]","[0, 1, 3.0521739130434784, 1.2521739130434781, 2.769230769230769, 1.2365591397849462]","[1, 0, 7.2, 1.7, 0.8333333333333334, 2.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.043478260869565, 1.826086956521739, 1.25, 1.277777777777778]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.0]","[0, 0, 3.802816901408451, 1.4788732394366197, 1.5, 0.9861111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.338345864661653, 1.8045112781954886, 1.5333333333333334, 3.4102564102564106]","[0, 1, 8.1, 1.925, 1.125, 3.3333333333333335]","[0, 1, 2.7, 0.95, 4.0, 0.9090909090909091]","[0, 0, 5.785714285714286, 1.0714285714285714, 2.0, 0.6666666666666667]","[0, 0, 1.873469387755102, 0.9428571428571428, 6.181818181818182, 6.805555555555556]","[0, 0, 4.879518072289157, 1.5180722891566265, 1.2307692307692308, 1.7291666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.545918367346939, 1.5306122448979593, 1.95, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.3499999999999999, 2.0, 1.0256410256410258]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.064516129032258, 1.3870967741935485, 3.125, 1.0]","[0, 0, 11.853658536585366, 2.4878048780487805, 2.6, 1.1388888888888888]","[0, 0, 3.272727272727273, 1.5454545454545454, 4.0, 5.5]"
70,2017-06-23,20170623KTSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.743243243243244, 1.1756756756756757, 7.666666666666667, 5.6923076923076925]","[0, 0, 3.0521739130434784, 1.2521739130434781, 2.769230769230769, 1.2365591397849462]","[0, 0, 7.2, 1.7, 0.8333333333333334, 2.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.043478260869565, 1.826086956521739, 1.25, 1.277777777777778]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.0]","[0, 0, 3.802816901408451, 1.4788732394366197, 1.5, 0.9861111111111112]","[0, 0, 0, 0, 0, 0]","[1, 0, 9.119205298013245, 1.728476821192053, 1.875, 3.5952380952380953]","[0, 0, 8.1, 1.925, 1.125, 3.3333333333333335]","[0, 0, 2.7, 0.95, 4.0, 0.9090909090909091]","[0, 0, 5.785714285714286, 1.0714285714285714, 2.0, 0.6666666666666667]","[0, 0, 1.873469387755102, 0.9428571428571428, 6.181818181818182, 6.805555555555556]","[0, 0, 4.879518072289157, 1.5180722891566265, 1.2307692307692308, 1.7291666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.545918367346939, 1.5306122448979593, 1.95, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.3499999999999999, 2.0, 1.0256410256410258]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.064516129032258, 1.3870967741935485, 3.125, 1.0]","[0, 1, 12.063829787234042, 2.5531914893617023, 2.5, 1.205128205128205]","[0, 0, 3.272727272727273, 1.5454545454545454, 4.0, 5.5]"
71,2017-06-24,20170624KTSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.743243243243244, 1.1756756756756757, 7.666666666666667, 5.6923076923076925]","[0, 0, 3.0521739130434784, 1.2521739130434781, 2.769230769230769, 1.2365591397849462]","[0, 0, 7.2, 1.7, 0.8333333333333334, 2.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.043478260869565, 1.826086956521739, 1.25, 1.277777777777778]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.0]","[0, 0, 3.802816901408451, 1.4788732394366197, 1.5, 0.9861111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.119205298013245, 1.728476821192053, 1.875, 3.5952380952380953]","[0, 1, 7.967213114754098, 1.918032786885246, 1.25, 3.128205128205128]","[0, 0, 2.7, 0.95, 4.0, 0.9090909090909091]","[0, 0, 5.785714285714286, 1.0714285714285714, 2.0, 0.6666666666666667]","[0, 0, 1.873469387755102, 0.9428571428571428, 6.181818181818182, 6.805555555555556]","[1, 0, 5.7176470588235295, 1.6588235294117648, 1.2857142857142858, 1.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.545918367346939, 1.5306122448979593, 1.95, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.3499999999999999, 2.0, 1.0256410256410258]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.9375000000000004, 1.375, 3.125, 1.0]","[0, 0, 12.063829787234042, 2.5531914893617023, 2.5, 1.205128205128205]","[0, 0, 3.272727272727273, 1.5454545454545454, 4.0, 5.5]"
72,2017-06-25,20170625KTSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.743243243243244, 1.1756756756756757, 7.666666666666667, 5.6923076923076925]","[0, 1, 2.9495798319327733, 1.2100840336134455, 3.0, 1.2395833333333333]","[0, 0, 7.2, 1.7, 0.8333333333333334, 2.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.043478260869565, 1.826086956521739, 1.25, 1.277777777777778]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.0]","[0, 0, 3.802816901408451, 1.4788732394366197, 1.5, 0.9861111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.119205298013245, 1.728476821192053, 1.875, 3.5952380952380953]","[0, 0, 7.967213114754098, 1.918032786885246, 1.25, 3.128205128205128]","[0, 0, 2.7, 0.95, 4.0, 0.9090909090909091]","[0, 0, 5.785714285714286, 1.0714285714285714, 2.0, 0.6666666666666667]","[0, 0, 1.873469387755102, 0.9428571428571428, 6.181818181818182, 6.805555555555556]","[0, 0, 5.7176470588235295, 1.6588235294117648, 1.2857142857142858, 1.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.66822429906542, 1.5280373831775702, 2.1, 5.944444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.3499999999999999, 2.0, 1.0256410256410258]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.818181818181818, 1.3333333333333333, 3.25, 1.0]","[0, 0, 12.063829787234042, 2.5531914893617023, 2.5, 1.205128205128205]","[0, 0, 3.272727272727273, 1.5454545454545454, 4.0, 5.5]"
73,2017-06-27,20170627KTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.743243243243244, 1.1756756756756757, 7.666666666666667, 5.6923076923076925]","[0, 0, 2.9495798319327733, 1.2100840336134455, 3.0, 1.2395833333333333]","[0, 0, 7.2, 1.7, 0.8333333333333334, 2.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.230769230769231, 1.8461538461538463, 1.0, 1.238095238095238]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.0]","[0, 0, 3.802816901408451, 1.4788732394366197, 1.5, 0.9861111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.119205298013245, 1.728476821192053, 1.875, 3.5952380952380953]","[0, 0, 7.967213114754098, 1.918032786885246, 1.25, 3.128205128205128]","[0, 0, 2.7, 0.95, 4.0, 0.9090909090909091]","[0, 0, 5.785714285714286, 1.0714285714285714, 2.0, 0.6666666666666667]","[1, 0, 2.3884615384615384, 1.0153846153846153, 5.6923076923076925, 6.666666666666667]","[0, 0, 5.7176470588235295, 1.6588235294117648, 1.2857142857142858, 1.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.66822429906542, 1.5280373831775702, 2.1, 5.944444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.3499999999999999, 2.0, 1.0256410256410258]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.818181818181818, 1.3333333333333333, 3.25, 1.0]","[0, 0, 12.063829787234042, 2.5531914893617023, 2.5, 1.205128205128205]","[0, 0, 3.272727272727273, 1.5454545454545454, 4.0, 5.5]"
74,2017-06-28,20170628KTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.240506329113924, 1.2278481012658229, 8.0, 5.642857142857143]","[0, 1, 3.098360655737705, 1.2049180327868854, 3.0, 1.2323232323232323]","[0, 0, 7.2, 1.7, 0.8333333333333334, 2.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.8461538461538463, 1.0, 1.238095238095238]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.0]","[0, 0, 3.802816901408451, 1.4788732394366197, 1.5, 0.9861111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.119205298013245, 1.728476821192053, 1.875, 3.5952380952380953]","[0, 0, 7.967213114754098, 1.918032786885246, 1.25, 3.128205128205128]","[0, 1, 2.571428571428571, 0.9523809523809523, 4.25, 0.9130434782608695]","[0, 0, 5.785714285714286, 1.0714285714285714, 2.0, 0.6666666666666667]","[0, 0, 2.3884615384615384, 1.0153846153846153, 5.6923076923076925, 6.666666666666667]","[0, 0, 5.7176470588235295, 1.6588235294117648, 1.2857142857142858, 1.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.66822429906542, 1.5280373831775702, 2.1, 5.944444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.3499999999999999, 2.0, 1.0256410256410258]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6, 1.2571428571428571, 3.5, 1.0294117647058822]","[0, 0, 12.063829787234042, 2.5531914893617023, 2.5, 1.205128205128205]","[0, 0, 3.272727272727273, 1.5454545454545454, 4.0, 5.5]"
75,2017-06-29,20170629KTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.240506329113924, 1.2278481012658229, 8.0, 5.642857142857143]","[0, 1, 3.0483870967741935, 1.2580645161290323, 3.076923076923077, 1.215686274509804]","[1, 0, 6.840000000000001, 1.68, 0.8666666666666667, 3.125]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.0625, 1.59375, 1.6, 1.3333333333333333]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.0]","[0, 0, 3.802816901408451, 1.4788732394366197, 1.5, 0.9861111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.119205298013245, 1.728476821192053, 1.875, 3.5952380952380953]","[0, 1, 7.534883720930233, 1.8372093023255813, 1.375, 3.0714285714285716]","[0, 0, 2.571428571428571, 0.9523809523809523, 4.25, 0.9130434782608695]","[0, 0, 5.785714285714286, 1.0714285714285714, 2.0, 0.6666666666666667]","[0, 0, 2.3884615384615384, 1.0153846153846153, 5.6923076923076925, 6.666666666666667]","[0, 0, 5.7176470588235295, 1.6588235294117648, 1.2857142857142858, 1.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.66822429906542, 1.5280373831775702, 2.1, 5.944444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.3499999999999999, 2.0, 1.0256410256410258]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.2571428571428571, 3.5, 1.0294117647058822]","[0, 1, 10.5, 2.3333333333333335, 3.1666666666666665, 1.2857142857142858]","[0, 0, 3.272727272727273, 1.5454545454545454, 4.0, 5.5]"
76,2017-06-30,20170630WOKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.240506329113924, 1.2278481012658229, 8.0, 5.642857142857143]","[0, 0, 3.0483870967741935, 1.2580645161290323, 3.076923076923077, 1.215686274509804]","[0, 0, 6.840000000000001, 1.68, 0.8666666666666667, 3.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.59375, 1.6, 1.3333333333333333]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.0]","[0, 0, 3.802816901408451, 1.4788732394366197, 1.5, 0.9861111111111112]","[0, 0, 0, 0, 0, 0]","[1, 0, 8.839285714285714, 1.6964285714285714, 1.5714285714285714, 3.7333333333333334]","[0, 0, 7.534883720930233, 1.8372093023255813, 1.375, 3.0714285714285716]","[0, 0, 2.571428571428571, 0.9523809523809523, 4.25, 0.9130434782608695]","[0, 0, 5.785714285714286, 1.0714285714285714, 2.0, 0.6666666666666667]","[0, 0, 2.3884615384615384, 1.0153846153846153, 5.6923076923076925, 6.666666666666667]","[0, 0, 5.7176470588235295, 1.6588235294117648, 1.2857142857142858, 1.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.66822429906542, 1.5280373831775702, 2.1, 5.944444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.3499999999999999, 2.0, 1.0256410256410258]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.2571428571428571, 3.5, 1.0294117647058822]","[0, 0, 10.5, 2.3333333333333335, 3.1666666666666665, 1.2857142857142858]","[0, 0, 3.272727272727273, 1.5454545454545454, 4.0, 5.5]"
77,2017-07-02,20170702WOKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.240506329113924, 1.2278481012658229, 8.0, 5.642857142857143]","[0, 0, 3.0483870967741935, 1.2580645161290323, 3.076923076923077, 1.215686274509804]","[0, 0, 6.840000000000001, 1.68, 0.8666666666666667, 3.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.59375, 1.6, 1.3333333333333333]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.0]","[0, 0, 3.802816901408451, 1.4788732394366197, 1.5, 0.9861111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.839285714285714, 1.6964285714285714, 1.5714285714285714, 3.7333333333333334]","[0, 0, 7.534883720930233, 1.8372093023255813, 1.375, 3.0714285714285716]","[0, 0, 2.571428571428571, 0.9523809523809523, 4.25, 0.9130434782608695]","[0, 0, 5.785714285714286, 1.0714285714285714, 2.0, 0.6666666666666667]","[0, 0, 2.3884615384615384, 1.0153846153846153, 5.6923076923076925, 6.666666666666667]","[0, 0, 5.7176470588235295, 1.6588235294117648, 1.2857142857142858, 1.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.716157205240174, 1.5589519650655024, 2.090909090909091, 5.871794871794871]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.3499999999999999, 2.0, 1.0256410256410258]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.2571428571428571, 3.5, 1.0294117647058822]","[0, 0, 10.5, 2.3333333333333335, 3.1666666666666665, 1.2857142857142858]","[0, 0, 3.272727272727273, 1.5454545454545454, 4.0, 5.5]"
