,date,game_key,이재학,이민호,이형범,최금강,해커,장현식,임정호,윤호솔,배재환,윤수호,류재인,구창모,최성영,박준영,정수민,김호민,강병무,맨쉽,김진호,김태현,소이현,김선규,김진성,원종현,박민석,임창민,민태호,강윤구,박상혁
57,2017-06-08,20170608LTNC0,"[0, 0, 6.657534246575342, 1.808219178082192, 3.2857142857142856, 4.055555555555555]","[0, 0, 4.295454545454545, 1.465909090909091, 2.5384615384615383, 1.7254901960784312]","[0, 0, 0.0, 0.8999999999999999, 1.3333333333333333, 1.6666666666666667]","[0, 0, 5.815384615384616, 1.546153846153846, 1.1578947368421053, 3.3333333333333335]","[0, 0, 2.8421052631578947, 1.0894736842105264, 4.375, 6.333333333333334]","[0, 0, 6.75, 2.013157894736842, 1.0344827586206897, 2.814814814814815]","[0, 0, 2.6341463414634148, 1.1707317073170733, 6.333333333333333, 0.5061728395061729]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 5.4, 1.5, 1.7333333333333334, 1.2]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.170212765957447, 1.702127659574468, 2.3333333333333335, 3.9166666666666665]","[0, 1, 27.0, 7.5, 0.5, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 0.8999999999999999, 3.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.9642857142857142, 3.090909090909091, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0258620689655173, 0.9310344827586208, 4.166666666666667, 1.380952380952381]","[0, 0, 2.724770642201835, 1.2110091743119265, 2.727272727272727, 1.252873563218391]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.975609756097561, 0.9878048780487805, 4.285714285714286, 1.0512820512820513]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 5.2682926829268295, 2.1219512195121952, 1.2222222222222223, 1.9523809523809523]","[0, 0, 0, 0, 0, 0]"
58,2017-06-09,20170609KTNC0,"[0, 0, 6.657534246575342, 1.808219178082192, 3.2857142857142856, 4.055555555555555]","[0, 1, 4.0212765957446805, 1.4680851063829787, 2.4285714285714284, 1.7407407407407407]","[0, 0, 0.0, 0.8999999999999999, 1.3333333333333333, 1.6666666666666667]","[0, 0, 5.815384615384616, 1.546153846153846, 1.1578947368421053, 3.3333333333333335]","[1, 0, 2.815165876777251, 1.080568720379147, 4.333333333333333, 6.393939393939394]","[0, 1, 5.965116279069767, 1.8837209302325582, 1.1290322580645162, 2.8666666666666667]","[0, 0, 2.6341463414634148, 1.1707317073170733, 6.333333333333333, 0.5061728395061729]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 5.4, 1.5, 1.7333333333333334, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.170212765957447, 1.702127659574468, 2.3333333333333335, 3.9166666666666665]","[0, 0, 27.0, 7.5, 0.5, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 0.8999999999999999, 3.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.9642857142857142, 3.090909090909091, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0258620689655173, 0.9310344827586208, 4.166666666666667, 1.380952380952381]","[0, 1, 2.6052631578947367, 1.1842105263157894, 3.0, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.9058823529411764, 0.9882352941176471, 4.285714285714286, 1.0493827160493827]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 5.2682926829268295, 2.1219512195121952, 1.2222222222222223, 1.9523809523809523]","[0, 0, 0, 0, 0, 0]"
59,2017-06-10,20170610KTNC0,"[1, 0, 6.906976744186046, 1.7790697674418603, 3.5, 4.095238095238096]","[0, 1, 3.8571428571428568, 1.4387755102040818, 2.5, 1.7192982456140349]","[0, 0, 0.0, 0.8999999999999999, 1.3333333333333333, 1.6666666666666667]","[0, 0, 5.815384615384616, 1.546153846153846, 1.1578947368421053, 3.3333333333333335]","[0, 0, 2.815165876777251, 1.080568720379147, 4.333333333333333, 6.393939393939394]","[0, 0, 5.965116279069767, 1.8837209302325582, 1.1290322580645162, 2.8666666666666667]","[0, 0, 2.6341463414634148, 1.1707317073170733, 6.333333333333333, 0.5061728395061729]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 5.4, 1.5, 1.7333333333333334, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.170212765957447, 1.702127659574468, 2.3333333333333335, 3.9166666666666665]","[0, 0, 27.0, 7.5, 0.5, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 0.8999999999999999, 3.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.9642857142857142, 3.090909090909091, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0258620689655173, 0.9310344827586208, 4.166666666666667, 1.380952380952381]","[0, 1, 2.745762711864407, 1.1694915254237288, 2.9166666666666665, 1.2688172043010753]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9058823529411764, 0.9882352941176471, 4.285714285714286, 1.0493827160493827]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 5.2682926829268295, 2.1219512195121952, 1.2222222222222223, 1.9523809523809523]","[0, 0, 0, 0, 0, 0]"
60,2017-06-11,20170611KTNC0,"[0, 0, 6.906976744186046, 1.7790697674418603, 3.5, 4.095238095238096]","[0, 0, 3.8571428571428568, 1.4387755102040818, 2.5, 1.7192982456140349]","[1, 0, 0.4576271186440678, 1.0169491525423728, 1.1111111111111112, 1.787878787878788]","[0, 0, 5.815384615384616, 1.546153846153846, 1.1578947368421053, 3.3333333333333335]","[0, 0, 2.815165876777251, 1.080568720379147, 4.333333333333333, 6.393939393939394]","[0, 1, 5.764044943820225, 1.8539325842696628, 1.125, 2.6969696969696972]","[0, 0, 2.6341463414634148, 1.1707317073170733, 6.333333333333333, 0.5061728395061729]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 5.4, 1.5, 1.7333333333333334, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.170212765957447, 1.702127659574468, 2.3333333333333335, 3.9166666666666665]","[0, 0, 27.0, 7.5, 0.5, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 0.8999999999999999, 3.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.9642857142857142, 3.090909090909091, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.9495798319327733, 0.9327731092436975, 4.25, 1.367816091954023]","[0, 0, 2.745762711864407, 1.1694915254237288, 2.9166666666666665, 1.2688172043010753]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9058823529411764, 0.9882352941176471, 4.285714285714286, 1.0493827160493827]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 5.2682926829268295, 2.1219512195121952, 1.2222222222222223, 1.9523809523809523]","[0, 0, 0, 0, 0, 0]"
61,2017-06-13,20170613NCWO0,"[0, 0, 6.906976744186046, 1.7790697674418603, 3.5, 4.095238095238096]","[0, 1, 3.6346153846153846, 1.3557692307692308, 2.5714285714285716, 1.7333333333333332]","[0, 0, 0.4576271186440678, 1.0169491525423728, 1.1111111111111112, 1.787878787878788]","[1, 0, 5.772413793103449, 1.5310344827586206, 1.2105263157894737, 3.4523809523809526]","[0, 0, 2.815165876777251, 1.080568720379147, 4.333333333333333, 6.393939393939394]","[0, 1, 5.576086956521739, 1.826086956521739, 1.15625, 2.555555555555556]","[0, 1, 2.4, 1.2, 6.666666666666667, 0.5357142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 5.4, 1.5, 1.7333333333333334, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.170212765957447, 1.702127659574468, 2.3333333333333335, 3.9166666666666665]","[0, 1, 6.75, 2.25, 0.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 0.8999999999999999, 3.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.9642857142857142, 3.090909090909091, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9495798319327733, 0.9327731092436975, 4.25, 1.367816091954023]","[0, 1, 2.745762711864407, 1.194915254237288, 2.6923076923076925, 1.2291666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9058823529411764, 0.9882352941176471, 4.285714285714286, 1.0493827160493827]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 5.2682926829268295, 2.1219512195121952, 1.2222222222222223, 1.9523809523809523]","[0, 0, 0, 0, 0, 0]"
62,2017-06-14,20170614NCWO0,"[0, 0, 6.906976744186046, 1.7790697674418603, 3.5, 4.095238095238096]","[0, 0, 3.6346153846153846, 1.3557692307692308, 2.5714285714285716, 1.7333333333333332]","[0, 0, 0.4576271186440678, 1.0169491525423728, 1.1111111111111112, 1.787878787878788]","[0, 1, 6.657534246575342, 1.6438356164383563, 1.0454545454545454, 3.2444444444444445]","[0, 0, 2.815165876777251, 1.080568720379147, 4.333333333333333, 6.393939393939394]","[0, 0, 5.576086956521739, 1.826086956521739, 1.15625, 2.555555555555556]","[0, 1, 2.25, 1.1875, 5.25, 0.5517241379310345]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 5.4, 1.5, 1.7333333333333334, 1.2]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.5, 1.5740740740740742, 2.44, 4.153846153846154]","[0, 1, 4.909090909090909, 1.6363636363636365, 0.5, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 0.8999999999999999, 3.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.9642857142857142, 3.090909090909091, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.8306451612903225, 0.9193548387096774, 4.5, 1.3777777777777778]","[0, 0, 2.745762711864407, 1.194915254237288, 2.6923076923076925, 1.2291666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9058823529411764, 0.9882352941176471, 4.285714285714286, 1.0493827160493827]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 5.2682926829268295, 2.1219512195121952, 1.2222222222222223, 1.9523809523809523]","[0, 0, 0, 0, 0, 0]"
63,2017-06-15,20170615NCWO0,"[0, 0, 6.906976744186046, 1.7790697674418603, 3.5, 4.095238095238096]","[0, 1, 3.467889908256881, 1.3211009174311925, 2.642857142857143, 1.7301587301587302]","[0, 0, 0.4576271186440678, 1.0169491525423728, 1.1111111111111112, 1.787878787878788]","[0, 0, 6.657534246575342, 1.6438356164383563, 1.0454545454545454, 3.2444444444444445]","[1, 0, 2.9867256637168142, 1.088495575221239, 4.3, 6.277777777777778]","[0, 0, 5.576086956521739, 1.826086956521739, 1.15625, 2.555555555555556]","[0, 0, 2.25, 1.1875, 5.25, 0.5517241379310345]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 5.4, 1.5, 1.7333333333333334, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5740740740740742, 2.44, 4.153846153846154]","[0, 0, 4.909090909090909, 1.6363636363636365, 0.5, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 0.8999999999999999, 3.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.9642857142857142, 3.090909090909091, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8306451612903225, 0.9193548387096774, 4.5, 1.3777777777777778]","[0, 1, 2.6557377049180326, 1.1557377049180328, 2.769230769230769, 1.2323232323232323]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.0543478260869565, 0.9456521739130435, 4.857142857142857, 1.0952380952380953]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 5.2682926829268295, 2.1219512195121952, 1.2222222222222223, 1.9523809523809523]","[0, 0, 0, 0, 0, 0]"
64,2017-06-16,20170616NCOB0,"[1, 0, 5.803738317757009, 1.6542056074766356, 2.75, 4.458333333333333]","[0, 0, 3.467889908256881, 1.3211009174311925, 2.642857142857143, 1.7301587301587302]","[0, 0, 0.4576271186440678, 1.0169491525423728, 1.1111111111111112, 1.787878787878788]","[0, 1, 6.979591836734694, 1.6938775510204083, 1.0454545454545454, 3.0625]","[0, 0, 2.9867256637168142, 1.088495575221239, 4.3, 6.277777777777778]","[0, 0, 5.576086956521739, 1.826086956521739, 1.15625, 2.555555555555556]","[0, 1, 2.204081632653061, 1.2244897959183674, 4.4, 0.5444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 5.4, 1.5, 1.7333333333333334, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5740740740740742, 2.44, 4.153846153846154]","[0, 0, 4.909090909090909, 1.6363636363636365, 0.5, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 0.8999999999999999, 3.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.9642857142857142, 3.090909090909091, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.9302325581395348, 0.9069767441860465, 4.5, 1.3870967741935485]","[0, 1, 2.53125, 1.1015625, 3.0, 1.2549019607843137]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0543478260869565, 0.9456521739130435, 4.857142857142857, 1.0952380952380953]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 5.2682926829268295, 2.1219512195121952, 1.2222222222222223, 1.9523809523809523]","[0, 0, 0, 0, 0, 0]"
65,2017-06-17,20170617NCOB0,"[0, 0, 5.803738317757009, 1.6542056074766356, 2.75, 4.458333333333333]","[0, 0, 3.467889908256881, 1.3211009174311925, 2.642857142857143, 1.7301587301587302]","[1, 0, 0.34615384615384615, 1.0384615384615385, 1.4, 2.1666666666666665]","[0, 1, 7.114864864864864, 1.7229729729729728, 1.0454545454545454, 2.901960784313726]","[0, 0, 2.9867256637168142, 1.088495575221239, 4.3, 6.277777777777778]","[0, 0, 5.576086956521739, 1.826086956521739, 1.15625, 2.555555555555556]","[0, 0, 2.204081632653061, 1.2244897959183674, 4.4, 0.5444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 5.4, 1.5, 1.7333333333333334, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5740740740740742, 2.44, 4.153846153846154]","[0, 1, 6.75, 1.6875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 0.8999999999999999, 3.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.9642857142857142, 3.090909090909091, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9302325581395348, 0.9069767441860465, 4.5, 1.3870967741935485]","[0, 0, 2.53125, 1.1015625, 3.0, 1.2549019607843137]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0543478260869565, 0.9456521739130435, 4.857142857142857, 1.0952380952380953]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 5.2682926829268295, 2.1219512195121952, 1.2222222222222223, 1.9523809523809523]","[0, 0, 0, 0, 0, 0]"
66,2017-06-18,20170618NCOB0,"[0, 0, 5.803738317757009, 1.6542056074766356, 2.75, 4.458333333333333]","[0, 1, 3.8571428571428568, 1.3928571428571428, 2.466666666666667, 1.696969696969697]","[0, 0, 0.34615384615384615, 1.0384615384615385, 1.4, 2.1666666666666665]","[0, 0, 7.114864864864864, 1.7229729729729728, 1.0454545454545454, 2.901960784313726]","[0, 0, 2.9867256637168142, 1.088495575221239, 4.3, 6.277777777777778]","[1, 0, 4.980582524271845, 1.7184466019417475, 1.2941176470588236, 2.6410256410256414]","[0, 0, 2.204081632653061, 1.2244897959183674, 4.4, 0.5444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 5.4, 1.5, 1.7333333333333334, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5740740740740742, 2.44, 4.153846153846154]","[0, 0, 6.75, 1.6875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 0.8999999999999999, 3.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.9642857142857142, 3.090909090909091, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.885496183206107, 0.9389312977099237, 4.5, 1.3645833333333333]","[0, 0, 2.53125, 1.1015625, 3.0, 1.2549019607843137]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.2736842105263158, 0.9789473684210526, 4.857142857142857, 1.0919540229885059]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 5.2682926829268295, 2.1219512195121952, 1.2222222222222223, 1.9523809523809523]","[0, 0, 0, 0, 0, 0]"
67,2017-06-20,20170620NCSK0,"[0, 0, 5.803738317757009, 1.6542056074766356, 2.75, 4.458333333333333]","[0, 0, 3.8571428571428568, 1.3928571428571428, 2.466666666666667, 1.696969696969697]","[1, 0, 2.304878048780488, 1.2804878048780488, 1.1666666666666667, 2.1025641025641026]","[0, 1, 7.394904458598726, 1.7770700636942673, 1.0, 2.9074074074074074]","[0, 0, 2.9867256637168142, 1.088495575221239, 4.3, 6.277777777777778]","[0, 0, 4.980582524271845, 1.7184466019417475, 1.2941176470588236, 2.6410256410256414]","[0, 0, 2.204081632653061, 1.2244897959183674, 4.4, 0.5444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 5.4, 1.5, 1.7333333333333334, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5740740740740742, 2.44, 4.153846153846154]","[0, 0, 6.75, 1.6875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 0.8999999999999999, 3.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.9642857142857142, 3.090909090909091, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.885496183206107, 0.9389312977099237, 4.5, 1.3645833333333333]","[0, 0, 2.53125, 1.1015625, 3.0, 1.2549019607843137]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2736842105263158, 0.9789473684210526, 4.857142857142857, 1.0919540229885059]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 1, 6.319148936170213, 2.170212765957447, 1.0833333333333333, 1.9583333333333333]","[0, 0, 0, 0, 0, 0]"
68,2017-06-21,20170621NCSK0,"[0, 0, 5.803738317757009, 1.6542056074766356, 2.75, 4.458333333333333]","[0, 0, 3.8571428571428568, 1.3928571428571428, 2.466666666666667, 1.696969696969697]","[0, 0, 2.304878048780488, 1.2804878048780488, 1.1666666666666667, 2.1025641025641026]","[0, 0, 7.394904458598726, 1.7770700636942673, 1.0, 2.9074074074074074]","[1, 0, 3.2090163934426226, 1.1065573770491803, 4.0, 6.256410256410256]","[0, 0, 4.980582524271845, 1.7184466019417475, 1.2941176470588236, 2.6410256410256414]","[0, 0, 2.204081632653061, 1.2244897959183674, 4.4, 0.5444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 5.4, 1.5, 1.7333333333333334, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5740740740740742, 2.44, 4.153846153846154]","[0, 0, 6.75, 1.6875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 0.8999999999999999, 3.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.9642857142857142, 3.090909090909091, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.885496183206107, 0.9389312977099237, 4.5, 1.3645833333333333]","[0, 0, 2.53125, 1.1015625, 3.0, 1.2549019607843137]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2736842105263158, 0.9789473684210526, 4.857142857142857, 1.0919540229885059]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 6.319148936170213, 2.170212765957447, 1.0833333333333333, 1.9583333333333333]","[0, 0, 0, 0, 0, 0]"
69,2017-06-22,20170622NCSK0,"[1, 0, 5.4, 1.56, 2.533333333333333, 4.62962962962963]","[0, 0, 3.8571428571428568, 1.3928571428571428, 2.466666666666667, 1.696969696969697]","[0, 0, 2.304878048780488, 1.2804878048780488, 1.1666666666666667, 2.1025641025641026]","[0, 0, 7.394904458598726, 1.7770700636942673, 1.0, 2.9074074074074074]","[0, 0, 3.2090163934426226, 1.1065573770491803, 4.0, 6.256410256410256]","[0, 0, 4.980582524271845, 1.7184466019417475, 1.2941176470588236, 2.6410256410256414]","[0, 1, 3.2399999999999998, 1.3199999999999998, 4.6, 0.5376344086021506]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 5.4, 1.5, 1.7333333333333334, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5740740740740742, 2.44, 4.153846153846154]","[0, 0, 6.75, 1.6875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.0, 2.0, 0.75, 1.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.9642857142857142, 3.090909090909091, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.885496183206107, 0.9389312977099237, 4.5, 1.3645833333333333]","[0, 1, 2.43609022556391, 1.1052631578947367, 3.076923076923077, 1.2666666666666668]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2736842105263158, 0.9789473684210526, 4.857142857142857, 1.0919540229885059]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 6.319148936170213, 2.170212765957447, 1.0833333333333333, 1.9583333333333333]","[0, 0, 0, 0, 0, 0]"
70,2017-06-23,20170623HTNC0,"[0, 0, 5.4, 1.56, 2.533333333333333, 4.62962962962963]","[0, 0, 3.8571428571428568, 1.3928571428571428, 2.466666666666667, 1.696969696969697]","[0, 0, 2.304878048780488, 1.2804878048780488, 1.1666666666666667, 2.1025641025641026]","[0, 0, 7.394904458598726, 1.7770700636942673, 1.0, 2.9074074074074074]","[0, 0, 3.2090163934426226, 1.1065573770491803, 4.0, 6.256410256410256]","[0, 0, 4.980582524271845, 1.7184466019417475, 1.2941176470588236, 2.6410256410256414]","[0, 0, 3.2399999999999998, 1.3199999999999998, 4.6, 0.5376344086021506]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 5.4, 1.5, 1.7333333333333334, 1.2]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.655172413793104, 1.603448275862069, 2.68, 4.142857142857143]","[0, 0, 6.75, 1.6875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.75, 1.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.9642857142857142, 3.090909090909091, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.451127819548872, 1.037593984962406, 4.3076923076923075, 1.3434343434343434]","[0, 1, 2.417910447761194, 1.0970149253731345, 3.1538461538461537, 1.2407407407407407]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.204081632653061, 0.9489795918367347, 4.857142857142857, 1.0888888888888888]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 6.319148936170213, 2.170212765957447, 1.0833333333333333, 1.9583333333333333]","[0, 0, 0, 0, 0, 0]"
