,date,game_key,김대유,박종훈,문광은,이상백,이정담,서진용,정영일,임치영,문승원,세든,김정빈,조영우,이건욱,박민호,김정민,조한욱,박세웅,켈리,유상화,허웅,김찬호,라라,정동윤,김주한,이승호,채병용,전병두,김승회,임준혁,윤희상,신재웅,박정배,전유수,원용묵,박희수,김광현,윤석주,김태훈
51,2016-06-03,20160603SKOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.588235294117648, 1.588235294117647, 1.375, 5.1]","[0, 0, 5.4, 2.4, 2.0, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4210526315789473, 0.6315789473684211, 2.0, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.207792207792208, 1.5974025974025974, 1.0666666666666667, 5.133333333333334]","[0, 0, 4.115853658536586, 1.298780487804878, 2.857142857142857, 6.0740740740740735]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2388059701492535, 1.4328358208955225, 2.0, 1.1166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4793814432989687, 1.2989690721649483, 2.2, 6.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.1153846153846154, 1.2692307692307692, 2.4, 1.04]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.319148936170213, 1.4042553191489362, 2.2, 1.0444444444444445]","[0, 0, 0, 0, 0, 0]","[1, 0, 15.1875, 2.4375, 0.6666666666666666, 2.6666666666666665]","[0, 1, 6.3, 1.7, 1.2, 0.45454545454545453]","[0, 0, 3.626865671641791, 1.164179104477612, 1.0, 0.9710144927536232]","[0, 1, 5.311475409836065, 1.819672131147541, 2.2857142857142856, 1.3555555555555554]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.43548387096774194, 1.064516129032258, 1.4166666666666667, 1.1481481481481481]","[0, 0, 2.8781725888324874, 1.1573604060913705, 2.789473684210526, 6.566666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 2.142857142857143, 0.5, 0.7777777777777778]"
52,2016-06-04,20160604SKOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.588235294117648, 1.588235294117647, 1.375, 5.1]","[0, 0, 5.4, 2.4, 2.0, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4210526315789473, 0.6315789473684211, 2.0, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.207792207792208, 1.5974025974025974, 1.0666666666666667, 5.133333333333334]","[1, 0, 4.821428571428571, 1.3928571428571428, 2.857142857142857, 5.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2388059701492535, 1.4328358208955225, 2.0, 1.1166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4793814432989687, 1.2989690721649483, 2.2, 6.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1153846153846154, 1.2692307692307692, 2.4, 1.04]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.319148936170213, 1.4042553191489362, 2.2, 1.0444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.1875, 2.4375, 0.6666666666666666, 2.6666666666666665]","[0, 0, 6.3, 1.7, 1.2, 0.45454545454545453]","[0, 0, 3.626865671641791, 1.164179104477612, 1.0, 0.9710144927536232]","[0, 0, 5.311475409836065, 1.819672131147541, 2.2857142857142856, 1.3555555555555554]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.43548387096774194, 1.064516129032258, 1.4166666666666667, 1.1481481481481481]","[0, 0, 2.8781725888324874, 1.1573604060913705, 2.789473684210526, 6.566666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 2.142857142857143, 0.5, 0.7777777777777778]"
53,2016-06-05,20160605SKOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.588235294117648, 1.588235294117647, 1.375, 5.1]","[0, 0, 5.4, 2.4, 2.0, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4210526315789473, 0.6315789473684211, 2.0, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.207792207792208, 1.5974025974025974, 1.0666666666666667, 5.133333333333334]","[0, 0, 4.821428571428571, 1.3928571428571428, 2.857142857142857, 5.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2388059701492535, 1.4328358208955225, 2.0, 1.1166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4793814432989687, 1.2989690721649483, 2.2, 6.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.9634146341463414, 1.2073170731707317, 2.5, 1.0512820512820513]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.319148936170213, 1.4042553191489362, 2.2, 1.0444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.1875, 2.4375, 0.6666666666666666, 2.6666666666666665]","[0, 1, 6.096774193548387, 1.6451612903225805, 1.2, 0.44927536231884063]","[0, 0, 3.626865671641791, 1.164179104477612, 1.0, 0.9710144927536232]","[0, 0, 5.311475409836065, 1.819672131147541, 2.2857142857142856, 1.3555555555555554]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.43548387096774194, 1.064516129032258, 1.4166666666666667, 1.1481481481481481]","[1, 0, 3.13953488372093, 1.2, 2.7142857142857144, 6.515151515151516]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 2.142857142857143, 0.5, 0.7777777777777778]"
54,2016-06-07,20160607LTSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.588235294117648, 1.588235294117647, 1.375, 5.1]","[0, 0, 5.4, 2.4, 2.0, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4210526315789473, 0.6315789473684211, 2.0, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.207792207792208, 1.5974025974025974, 1.0666666666666667, 5.133333333333334]","[0, 0, 4.821428571428571, 1.3928571428571428, 2.857142857142857, 5.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2388059701492535, 1.4328358208955225, 2.0, 1.1166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.265116279069767, 1.269767441860465, 2.6, 6.515151515151516]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.6, 3.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.253012048192771, 1.2650602409638554, 2.272727272727273, 1.0246913580246915]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.319148936170213, 1.4042553191489362, 2.2, 1.0444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.1875, 2.4375, 0.6666666666666666, 2.6666666666666665]","[0, 1, 5.7272727272727275, 1.7272727272727273, 1.0, 0.4583333333333333]","[0, 1, 3.9130434782608696, 1.2173913043478262, 1.0, 0.9583333333333334]","[0, 1, 5.225806451612903, 1.8387096774193548, 2.2857142857142856, 1.2916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.43548387096774194, 1.064516129032258, 1.4166666666666667, 1.1481481481481481]","[0, 0, 3.13953488372093, 1.2, 2.7142857142857144, 6.515151515151516]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 2.142857142857143, 0.5, 0.7777777777777778]"
55,2016-06-08,20160608LTSK0,"[0, 0, 0, 0, 0, 0]","[1, 0, 4.5, 1.6428571428571428, 1.2857142857142858, 5.090909090909091]","[0, 0, 5.4, 2.4, 2.0, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4210526315789473, 0.6315789473684211, 2.0, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.207792207792208, 1.5974025974025974, 1.0666666666666667, 5.133333333333334]","[0, 0, 4.821428571428571, 1.3928571428571428, 2.857142857142857, 5.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2388059701492535, 1.4328358208955225, 2.0, 1.1166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.265116279069767, 1.269767441860465, 2.6, 6.515151515151516]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.6, 3.0, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.253012048192771, 1.2650602409638554, 2.272727272727273, 1.0246913580246915]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.4799999999999995, 1.44, 2.4, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.1875, 2.4375, 0.6666666666666666, 2.6666666666666665]","[0, 1, 5.7272727272727275, 1.8181818181818181, 1.0, 0.44]","[0, 1, 4.563380281690141, 1.352112676056338, 0.8, 0.9466666666666668]","[0, 0, 5.225806451612903, 1.8387096774193548, 2.2857142857142856, 1.2916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.43548387096774194, 1.064516129032258, 1.4166666666666667, 1.1481481481481481]","[0, 0, 3.13953488372093, 1.2, 2.7142857142857144, 6.515151515151516]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 2.142857142857143, 0.5, 0.7777777777777778]"
56,2016-06-09,20160609LTSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6428571428571428, 1.2857142857142858, 5.090909090909091]","[0, 0, 5.4, 2.4, 2.0, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4210526315789473, 0.6315789473684211, 2.0, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.207792207792208, 1.5974025974025974, 1.0666666666666667, 5.133333333333334]","[1, 0, 5.033898305084746, 1.4915254237288136, 2.625, 5.363636363636363]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2388059701492535, 1.4328358208955225, 2.0, 1.1166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.265116279069767, 1.269767441860465, 2.6, 6.515151515151516]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.6666666666666666, 2.0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.535714285714286, 1.3214285714285714, 1.9230769230769231, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.4799999999999995, 1.44, 2.4, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.1875, 2.4375, 0.6666666666666666, 2.6666666666666665]","[0, 0, 5.7272727272727275, 1.8181818181818181, 1.0, 0.44]","[0, 0, 4.563380281690141, 1.352112676056338, 0.8, 0.9466666666666668]","[0, 1, 4.764705882352941, 1.8088235294117647, 2.0, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.4090909090909091, 1.0454545454545454, 1.4166666666666667, 1.1578947368421053]","[0, 0, 3.13953488372093, 1.2, 2.7142857142857144, 6.515151515151516]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 2.142857142857143, 0.5, 0.7777777777777778]"
57,2016-06-10,20160610NCSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6428571428571428, 1.2857142857142858, 5.090909090909091]","[0, 0, 5.4, 2.4, 2.0, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 0.8571428571428571, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.207792207792208, 1.5974025974025974, 1.0666666666666667, 5.133333333333334]","[0, 0, 5.033898305084746, 1.4915254237288136, 2.625, 5.363636363636363]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2388059701492535, 1.4328358208955225, 2.0, 1.1166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.265116279069767, 1.269767441860465, 2.6, 6.515151515151516]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.6666666666666666, 2.0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.535714285714286, 1.3214285714285714, 1.9230769230769231, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.113207547169812, 1.4150943396226414, 2.4, 1.0392156862745099]","[0, 0, 0, 0, 0, 0]","[1, 0, 10.451612903225806, 2.129032258064516, 0.6666666666666666, 3.4444444444444446]","[0, 0, 5.7272727272727275, 1.8181818181818181, 1.0, 0.44]","[0, 1, 4.32, 1.32, 0.9, 0.9615384615384616]","[0, 1, 4.563380281690141, 1.7746478873239435, 1.8, 1.3148148148148149]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.375, 1.0416666666666667, 1.2857142857142858, 1.2]","[0, 0, 3.13953488372093, 1.2, 2.7142857142857144, 6.515151515151516]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 2.142857142857143, 0.5, 0.7777777777777778]"
58,2016-06-11,20160611NCSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6428571428571428, 1.2857142857142858, 5.090909090909091]","[0, 0, 5.4, 2.4, 2.0, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 0.8571428571428571, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.207792207792208, 1.5974025974025974, 1.0666666666666667, 5.133333333333334]","[0, 0, 5.033898305084746, 1.4915254237288136, 2.625, 5.363636363636363]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2388059701492535, 1.4328358208955225, 2.0, 1.1166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.265116279069767, 1.269767441860465, 2.6, 6.515151515151516]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.6666666666666666, 2.0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.4137931034482762, 1.3793103448275863, 1.7333333333333334, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.113207547169812, 1.4150943396226414, 2.4, 1.0392156862745099]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.451612903225806, 2.129032258064516, 0.6666666666666666, 3.4444444444444446]","[0, 0, 5.7272727272727275, 1.8181818181818181, 1.0, 0.44]","[0, 0, 4.32, 1.32, 0.9, 0.9615384615384616]","[0, 0, 4.563380281690141, 1.7746478873239435, 1.8, 1.3148148148148149]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.375, 1.0416666666666667, 1.2857142857142858, 1.2]","[1, 0, 3.244635193133047, 1.2103004291845494, 2.9523809523809526, 6.472222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 2.142857142857143, 0.5, 0.7777777777777778]"
59,2016-06-12,20160612NCSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6428571428571428, 1.2857142857142858, 5.090909090909091]","[0, 0, 5.4, 2.4, 2.0, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.5217391304347827, 0.7826086956521738, 1.0, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.207792207792208, 1.5974025974025974, 1.0666666666666667, 5.133333333333334]","[0, 0, 5.033898305084746, 1.4915254237288136, 2.625, 5.363636363636363]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2388059701492535, 1.4328358208955225, 2.0, 1.1166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.639130434782609, 1.3434782608695652, 2.375, 6.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.125, 0.875, 2.3333333333333335, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4137931034482762, 1.3793103448275863, 1.7333333333333334, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.113207547169812, 1.4150943396226414, 2.4, 1.0392156862745099]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.451612903225806, 2.129032258064516, 0.6666666666666666, 3.4444444444444446]","[0, 0, 5.7272727272727275, 1.8181818181818181, 1.0, 0.44]","[0, 1, 4.153846153846154, 1.3076923076923077, 0.9090909090909091, 0.9629629629629629]","[0, 1, 4.378378378378379, 1.8243243243243243, 1.5833333333333333, 1.2982456140350878]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.375, 1.0416666666666667, 1.2857142857142858, 1.2]","[0, 0, 3.244635193133047, 1.2103004291845494, 2.9523809523809526, 6.472222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 2.142857142857143, 0.5, 0.7777777777777778]"
60,2016-06-14,20160614SKSS0,"[0, 0, 0, 0, 0, 0]","[1, 0, 4.452127659574468, 1.5957446808510638, 1.2820512820512822, 5.222222222222222]","[0, 0, 5.4, 2.4, 2.0, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5217391304347827, 0.7826086956521738, 1.0, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.207792207792208, 1.5974025974025974, 1.0666666666666667, 5.133333333333334]","[0, 0, 5.033898305084746, 1.4915254237288136, 2.625, 5.363636363636363]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2388059701492535, 1.4328358208955225, 2.0, 1.1166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.639130434782609, 1.3434782608695652, 2.375, 6.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 0.875, 2.3333333333333335, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 1.303030303030303, 1.9375, 1.1]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.113207547169812, 1.4150943396226414, 2.4, 1.0392156862745099]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.451612903225806, 2.129032258064516, 0.6666666666666666, 3.4444444444444446]","[0, 0, 5.7272727272727275, 1.8181818181818181, 1.0, 0.44]","[0, 0, 4.153846153846154, 1.3076923076923077, 0.9090909090909091, 0.9629629629629629]","[0, 0, 4.378378378378379, 1.8243243243243243, 1.5833333333333333, 1.2982456140350878]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.875, 1.125, 1.2857142857142858, 1.1428571428571428]","[0, 0, 3.244635193133047, 1.2103004291845494, 2.9523809523809526, 6.472222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 2.142857142857143, 0.5, 0.7777777777777778]"
61,2016-06-15,20160615SKSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.452127659574468, 1.5957446808510638, 1.2820512820512822, 5.222222222222222]","[0, 0, 5.4, 2.4, 2.0, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.8571428571428571, 0.0, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.1153846153846154, 0.6923076923076924, 1.0, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.829545454545455, 1.6704545454545454, 1.125, 4.888888888888888]","[0, 0, 5.033898305084746, 1.4915254237288136, 2.625, 5.363636363636363]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2388059701492535, 1.4328358208955225, 2.0, 1.1166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.639130434782609, 1.3434782608695652, 2.375, 6.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.08, 1.0799999999999998, 2.3333333333333335, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.303030303030303, 1.9375, 1.1]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.5, 1.5, 2.4, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.451612903225806, 2.129032258064516, 0.6666666666666666, 3.4444444444444446]","[0, 0, 5.7272727272727275, 1.8181818181818181, 1.0, 0.44]","[0, 0, 4.153846153846154, 1.3076923076923077, 0.9090909090909091, 0.9629629629629629]","[0, 0, 4.378378378378379, 1.8243243243243243, 1.5833333333333333, 1.2982456140350878]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.875, 1.125, 1.2857142857142858, 1.1428571428571428]","[0, 0, 3.244635193133047, 1.2103004291845494, 2.9523809523809526, 6.472222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 2.142857142857143, 0.5, 0.7777777777777778]"
62,2016-06-16,20160616SKSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.452127659574468, 1.5957446808510638, 1.2820512820512822, 5.222222222222222]","[0, 0, 5.4, 2.4, 2.0, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8571428571428571, 0.0, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1153846153846154, 0.6923076923076924, 1.0, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.829545454545455, 1.6704545454545454, 1.125, 4.888888888888888]","[0, 0, 5.033898305084746, 1.4915254237288136, 2.625, 5.363636363636363]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2388059701492535, 1.4328358208955225, 2.0, 1.1166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.639130434782609, 1.3434782608695652, 2.375, 6.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.08, 1.0799999999999998, 2.3333333333333335, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.303030303030303, 1.9375, 1.1]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.5, 1.5, 2.4, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 7.163265306122449, 1.959183673469388, 1.25, 4.083333333333333]","[0, 0, 5.7272727272727275, 1.8181818181818181, 1.0, 0.44]","[0, 1, 5.0625, 1.3875, 1.0, 0.9523809523809524]","[0, 1, 5.328947368421053, 1.9342105263157896, 1.6666666666666667, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.875, 1.125, 1.2857142857142858, 1.1428571428571428]","[0, 0, 3.244635193133047, 1.2103004291845494, 2.9523809523809526, 6.472222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 2.142857142857143, 0.5, 0.7777777777777778]"
