,date,game_key,이현호,강동연,박정준,윤명준,변진수,이동원,이형범,함덕주,박종기,윤수호,린드블럼,유재유,이영하,최원준,박치국,김민규,후랭코프,박신지,김호준,전창민,이교훈,이재민,배영수,권혁,김승회,장원준,최대성,이현승,이용찬,김강률,홍상삼,유희관,허준혁
57,2019-05-31,20190531OBKT0,"[0, 0, 3.494117647058824, 1.3764705882352941, 2.5, 2.361111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4400000000000002, 1.36, 1.5555555555555556, 0.9259259259259259]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.625, 1.375, 1.2857142857142858, 0.8]","[0, 0, 3.6610169491525424, 1.4745762711864405, 0.9285714285714286, 0.855072463768116]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7419354838709677, 0.9539170506912443, 6.0, 6.575757575757575]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3684210526315788, 1.2105263157894737, 0.8275862068965517, 6.333333333333333]","[0, 0, 3.0, 2.0, 0.5, 1.0]","[0, 1, 6.352941176470588, 1.588235294117647, 3.4, 0.8395061728395062]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3540372670807455, 1.2484472049689441, 3.6923076923076925, 5.962962962962963]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.573529411764706, 1.1470588235294117, 1.0, 1.4166666666666667]","[0, 1, 4.354838709677419, 1.064516129032258, 5.0, 0.7380952380952381]","[0, 0, 3.155844155844156, 1.3636363636363635, 1.7272727272727273, 0.9166666666666667]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[1, 0, 3.1239669421487606, 1.3884297520661155, 3.5833333333333335, 5.761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.277456647398844, 1.2832369942196533, 2.0, 5.766666666666667]","[0, 0, 0, 0, 0, 0]"
58,2019-06-01,20190601OBKT0,"[0, 0, 3.494117647058824, 1.3764705882352941, 2.5, 2.361111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4400000000000002, 1.36, 1.5555555555555556, 0.9259259259259259]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.625, 1.375, 1.2857142857142858, 0.8]","[0, 1, 4.05, 1.55, 0.9285714285714286, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7419354838709677, 0.9539170506912443, 6.0, 6.575757575757575]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.2736842105263158, 1.2, 0.967741935483871, 6.333333333333334]","[0, 1, 2.25, 2.0, 0.6666666666666666, 1.0]","[0, 0, 6.352941176470588, 1.588235294117647, 3.4, 0.8395061728395062]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3540372670807455, 1.2484472049689441, 3.6923076923076925, 5.962962962962963]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.573529411764706, 1.1470588235294117, 1.0, 1.4166666666666667]","[0, 0, 4.354838709677419, 1.064516129032258, 5.0, 0.7380952380952381]","[0, 0, 3.155844155844156, 1.3636363636363635, 1.7272727272727273, 0.9166666666666667]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[0, 0, 3.1239669421487606, 1.3884297520661155, 3.5833333333333335, 5.761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.277456647398844, 1.2832369942196533, 2.0, 5.766666666666667]","[0, 0, 0, 0, 0, 0]"
59,2019-06-02,20190602OBKT0,"[0, 0, 3.494117647058824, 1.3764705882352941, 2.5, 2.361111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4400000000000002, 1.36, 1.5555555555555556, 0.9259259259259259]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.5540540540540544, 1.3783783783783783, 1.125, 0.7956989247311829]","[0, 0, 4.05, 1.55, 0.9285714285714286, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.6085106382978724, 0.9319148936170213, 6.0, 6.527777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2736842105263158, 1.2, 0.967741935483871, 6.333333333333334]","[0, 0, 2.25, 2.0, 0.6666666666666666, 1.0]","[0, 0, 6.352941176470588, 1.588235294117647, 3.4, 0.8395061728395062]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3540372670807455, 1.2484472049689441, 3.6923076923076925, 5.962962962962963]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.573529411764706, 1.1470588235294117, 1.0, 1.4166666666666667]","[0, 1, 5.0625, 1.125, 6.0, 0.711111111111111]","[0, 0, 3.155844155844156, 1.3636363636363635, 1.7272727272727273, 0.9166666666666667]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[0, 0, 3.1239669421487606, 1.3884297520661155, 3.5833333333333335, 5.761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.277456647398844, 1.2832369942196533, 2.0, 5.766666666666667]","[0, 0, 0, 0, 0, 0]"
60,2019-06-04,20190604OBHT0,"[0, 0, 3.494117647058824, 1.3764705882352941, 2.5, 2.361111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.3846153846153846, 1.4230769230769231, 1.4, 0.9285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5540540540540544, 1.3783783783783783, 1.125, 0.7956989247311829]","[0, 0, 4.05, 1.55, 0.9285714285714286, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6085106382978724, 0.9319148936170213, 6.0, 6.527777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2736842105263158, 1.2, 0.967741935483871, 6.333333333333334]","[0, 0, 2.25, 2.0, 0.6666666666666666, 1.0]","[0, 1, 6.464788732394366, 1.5633802816901408, 3.4, 0.8452380952380952]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3540372670807455, 1.2484472049689441, 3.6923076923076925, 5.962962962962963]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.573529411764706, 1.1470588235294117, 1.0, 1.4166666666666667]","[0, 1, 4.909090909090909, 1.0909090909090908, 6.0, 0.6875]","[0, 1, 2.927710843373494, 1.4096385542168675, 1.9090909090909092, 0.9540229885057472]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[0, 0, 3.1239669421487606, 1.3884297520661155, 3.5833333333333335, 5.761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.907692307692308, 1.2307692307692308, 2.230769230769231, 5.909090909090909]","[0, 0, 0, 0, 0, 0]"
61,2019-06-05,20190605OBHT0,"[1, 0, 3.2399999999999998, 1.41, 2.375, 2.5641025641025643]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3846153846153846, 1.4230769230769231, 1.4, 0.9285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.3625, 1.275, 1.375, 0.8333333333333334]","[0, 0, 4.05, 1.55, 0.9285714285714286, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6085106382978724, 0.9319148936170213, 6.0, 6.527777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2736842105263158, 1.2, 0.967741935483871, 6.333333333333334]","[0, 1, 1.2857142857142856, 1.2857142857142858, 2.3333333333333335, 1.4]","[0, 1, 6.375, 1.5833333333333333, 3.4, 0.8275862068965517]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3540372670807455, 1.2484472049689441, 3.6923076923076925, 5.962962962962963]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.4225352112676055, 1.1408450704225352, 1.0, 1.3921568627450982]","[0, 1, 4.628571428571429, 1.0285714285714287, 7.0, 0.6862745098039216]","[0, 1, 2.8255813953488373, 1.4302325581395348, 2.1818181818181817, 0.9555555555555556]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[0, 0, 3.1239669421487606, 1.3884297520661155, 3.5833333333333335, 5.761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.907692307692308, 1.2307692307692308, 2.230769230769231, 5.909090909090909]","[0, 0, 0, 0, 0, 0]"
62,2019-06-06,20190606OBHT0,"[0, 0, 3.2399999999999998, 1.41, 2.375, 2.5641025641025643]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3846153846153846, 1.4230769230769231, 1.4, 0.9285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3625, 1.275, 1.375, 0.8333333333333334]","[0, 1, 3.8571428571428568, 1.5238095238095237, 0.8666666666666667, 0.84]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6085106382978724, 0.9319148936170213, 6.0, 6.527777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2736842105263158, 1.2, 0.967741935483871, 6.333333333333334]","[0, 0, 1.2857142857142856, 1.2857142857142858, 2.3333333333333335, 1.4]","[0, 0, 6.375, 1.5833333333333333, 3.4, 0.8275862068965517]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3540372670807455, 1.2484472049689441, 3.6923076923076925, 5.962962962962963]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.375, 1.1666666666666667, 1.0, 1.3333333333333333]","[0, 0, 4.628571428571429, 1.0285714285714287, 7.0, 0.6862745098039216]","[0, 0, 2.8255813953488373, 1.4302325581395348, 2.1818181818181817, 0.9555555555555556]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[1, 0, 2.852112676056338, 1.288732394366197, 3.5, 5.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.907692307692308, 1.2307692307692308, 2.230769230769231, 5.909090909090909]","[0, 0, 0, 0, 0, 0]"
63,2019-06-07,20190607WOOB0,"[0, 0, 3.2399999999999998, 1.41, 2.375, 2.5641025641025643]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.3333333333333333, 1.4074074074074074, 1.5, 0.9310344827586207]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3625, 1.275, 1.375, 0.8333333333333334]","[0, 0, 3.8571428571428568, 1.5238095238095237, 0.8666666666666667, 0.84]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6085106382978724, 0.9319148936170213, 6.0, 6.527777777777778]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.876237623762376, 1.410891089108911, 0.8571428571428571, 6.121212121212121]","[0, 0, 1.2857142857142856, 1.2857142857142858, 2.3333333333333335, 1.4]","[0, 0, 6.375, 1.5833333333333333, 3.4, 0.8275862068965517]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3540372670807455, 1.2484472049689441, 3.6923076923076925, 5.962962962962963]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.1666666666666667, 1.0, 1.3333333333333333]","[0, 1, 4.5, 1.0833333333333333, 4.0, 0.6666666666666666]","[0, 1, 2.730337078651685, 1.3820224719101124, 2.272727272727273, 0.956989247311828]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[0, 0, 2.852112676056338, 1.288732394366197, 3.5, 5.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.907692307692308, 1.2307692307692308, 2.230769230769231, 5.909090909090909]","[0, 0, 0, 0, 0, 0]"
64,2019-06-08,20190608WOOB0,"[0, 0, 3.2399999999999998, 1.41, 2.375, 2.5641025641025643]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3333333333333333, 1.4074074074074074, 1.5, 0.9310344827586207]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.2771084337349397, 1.2289156626506024, 1.375, 0.8383838383838385]","[0, 0, 3.8571428571428568, 1.5238095238095237, 0.8666666666666667, 0.84]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.9058823529411764, 0.9647058823529412, 5.266666666666667, 6.538461538461538]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.876237623762376, 1.410891089108911, 0.8571428571428571, 6.121212121212121]","[0, 0, 1.2857142857142856, 1.2857142857142858, 2.3333333333333335, 1.4]","[0, 0, 6.375, 1.5833333333333333, 3.4, 0.8275862068965517]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3540372670807455, 1.2484472049689441, 3.6923076923076925, 5.962962962962963]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.1666666666666667, 1.0, 1.3333333333333333]","[0, 1, 4.153846153846154, 1.0769230769230769, 4.0, 0.6842105263157895]","[0, 1, 2.641304347826087, 1.3369565217391304, 2.3636363636363638, 0.9583333333333334]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[0, 0, 2.852112676056338, 1.288732394366197, 3.5, 5.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.907692307692308, 1.2307692307692308, 2.230769230769231, 5.909090909090909]","[0, 0, 0, 0, 0, 0]"
65,2019-06-09,20190609WOOB0,"[0, 0, 3.2399999999999998, 1.41, 2.375, 2.5641025641025643]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.2857142857142856, 1.3928571428571428, 1.6, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2771084337349397, 1.2289156626506024, 1.375, 0.8383838383838385]","[0, 0, 3.8571428571428568, 1.5238095238095237, 0.8666666666666667, 0.84]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9058823529411764, 0.9647058823529412, 5.266666666666667, 6.538461538461538]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.876237623762376, 1.410891089108911, 0.8571428571428571, 6.121212121212121]","[0, 0, 1.2857142857142856, 1.2857142857142858, 2.3333333333333335, 1.4]","[0, 1, 6.287671232876712, 1.5616438356164384, 3.6, 0.8111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3540372670807455, 1.2484472049689441, 3.6923076923076925, 5.962962962962963]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.1666666666666667, 1.0, 1.3333333333333333]","[0, 0, 4.153846153846154, 1.0769230769230769, 4.0, 0.6842105263157895]","[0, 0, 2.641304347826087, 1.3369565217391304, 2.3636363636363638, 0.9583333333333334]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[0, 0, 2.852112676056338, 1.288732394366197, 3.5, 5.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.785714285714286, 1.5, 2.5, 4.666666666666667]","[1, 0, 2.915492957746479, 1.295774647887324, 2.066666666666667, 5.916666666666667]","[0, 0, 0, 0, 0, 0]"
66,2019-06-11,20190611OBHH0,"[1, 0, 4.0754716981132075, 1.5283018867924527, 1.9090909090909092, 2.523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2857142857142856, 1.3928571428571428, 1.6, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2771084337349397, 1.2289156626506024, 1.375, 0.8383838383838385]","[0, 1, 4.029850746268656, 1.4776119402985075, 0.875, 0.8589743589743589]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9058823529411764, 0.9647058823529412, 5.266666666666667, 6.538461538461538]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.876237623762376, 1.410891089108911, 0.8571428571428571, 6.121212121212121]","[0, 1, 0.8181818181818182, 1.0909090909090908, 3.3333333333333335, 1.8333333333333333]","[0, 0, 6.287671232876712, 1.5616438356164384, 3.6, 0.8111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3540372670807455, 1.2484472049689441, 3.6923076923076925, 5.962962962962963]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.1666666666666667, 1.0, 1.3333333333333333]","[0, 1, 4.153846153846154, 1.1538461538461537, 4.0, 0.65]","[0, 1, 2.783505154639175, 1.2989690721649483, 2.3636363636363638, 0.9797979797979799]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[0, 0, 2.852112676056338, 1.288732394366197, 3.5, 5.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.5, 2.5, 4.666666666666667]","[0, 0, 2.915492957746479, 1.295774647887324, 2.066666666666667, 5.916666666666667]","[0, 0, 0, 0, 0, 0]"
67,2019-06-12,20190612OBHH0,"[0, 0, 4.0754716981132075, 1.5283018867924527, 1.9090909090909092, 2.523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.9285714285714284, 1.5, 1.6, 0.9032258064516129]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.25, 1.25, 1.2222222222222223, 0.8235294117647058]","[0, 1, 3.9130434782608696, 1.4782608695652173, 0.875, 0.8518518518518519]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9058823529411764, 0.9647058823529412, 5.266666666666667, 6.538461538461538]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.876237623762376, 1.410891089108911, 0.8571428571428571, 6.121212121212121]","[0, 0, 0.8181818181818182, 1.0909090909090908, 3.3333333333333335, 1.8333333333333333]","[0, 1, 6.0394736842105265, 1.5, 3.8, 0.8172043010752688]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3540372670807455, 1.2484472049689441, 3.6923076923076925, 5.962962962962963]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.1666666666666667, 1.0, 1.3333333333333333]","[0, 1, 5.142857142857142, 1.2142857142857142, 2.6666666666666665, 0.6666666666666666]","[0, 1, 2.7, 1.26, 2.4545454545454546, 0.9803921568627452]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[1, 0, 3.78343949044586, 1.375796178343949, 3.2666666666666666, 5.814814814814815]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.5, 2.5, 4.666666666666667]","[0, 0, 2.915492957746479, 1.295774647887324, 2.066666666666667, 5.916666666666667]","[0, 0, 0, 0, 0, 0]"
68,2019-06-13,20190613OBHH0,"[0, 0, 4.0754716981132075, 1.5283018867924527, 1.9090909090909092, 2.523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.8620689655172413, 1.4482758620689655, 1.6, 0.90625]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.1724137931034484, 1.2413793103448276, 1.3333333333333333, 0.8285714285714286]","[0, 1, 3.9130434782608696, 1.565217391304348, 0.8235294117647058, 0.8214285714285714]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9058823529411764, 0.9647058823529412, 5.266666666666667, 6.538461538461538]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.6818181818181817, 1.3772727272727274, 1.0285714285714285, 6.111111111111111]","[0, 0, 0.8181818181818182, 1.0909090909090908, 3.3333333333333335, 1.8333333333333333]","[0, 1, 5.810126582278481, 1.4430379746835444, 4.2, 0.8229166666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3540372670807455, 1.2484472049689441, 3.6923076923076925, 5.962962962962963]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.1666666666666667, 1.0, 1.3333333333333333]","[0, 0, 5.142857142857142, 1.2142857142857142, 2.6666666666666665, 0.6666666666666666]","[0, 0, 2.7, 1.26, 2.4545454545454546, 0.9803921568627452]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[0, 0, 3.78343949044586, 1.375796178343949, 3.2666666666666666, 5.814814814814815]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.5, 2.5, 4.666666666666667]","[0, 0, 2.915492957746479, 1.295774647887324, 2.066666666666667, 5.916666666666667]","[0, 0, 0, 0, 0, 0]"
69,2019-06-14,20190614LGOB0,"[0, 0, 4.0754716981132075, 1.5283018867924527, 1.9090909090909092, 2.523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.8620689655172413, 1.4827586206896552, 1.4545454545454546, 0.8787878787878788]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.1, 1.2, 1.4444444444444444, 0.8333333333333334]","[0, 0, 3.9130434782608696, 1.565217391304348, 0.8235294117647058, 0.8214285714285714]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.152173913043478, 0.9782608695652174, 5.6, 6.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.3772727272727274, 1.0285714285714285, 6.111111111111111]","[0, 0, 0.8181818181818182, 1.0909090909090908, 3.3333333333333335, 1.8333333333333333]","[0, 0, 5.810126582278481, 1.4430379746835444, 4.2, 0.8229166666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3540372670807455, 1.2484472049689441, 3.6923076923076925, 5.962962962962963]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.1666666666666667, 1.0, 1.3333333333333333]","[0, 1, 4.8, 1.1333333333333333, 3.0, 0.6818181818181818]","[0, 1, 2.547169811320755, 1.2452830188679245, 2.3333333333333335, 1.0095238095238095]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[0, 0, 3.78343949044586, 1.375796178343949, 3.2666666666666666, 5.814814814814815]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.5, 2.5, 4.666666666666667]","[0, 0, 2.915492957746479, 1.295774647887324, 2.066666666666667, 5.916666666666667]","[0, 0, 0, 0, 0, 0]"
