,date,game_key,문성현,양현,윤영삼,김동준,한현희,신재영,조상우,조덕길,손동욱,이상민,이영준,하영민,최원태,임규빈,김선기,서의태,이찬석,브리검,양기현,김재웅,이승호,김성민,안우진,박주성,요키시,조영건,윤정현,오주원,이보근,김상수
93,2019-07-13,20190713WOSK0,"[0, 0, 0, 0, 0, 0]","[0, 1, 1.4210526315789473, 1.1842105263157896, 3.3333333333333335, 1.2666666666666666]","[0, 0, 3.762295081967213, 1.278688524590164, 3.4444444444444446, 1.1296296296296295]","[0, 0, 4.943661971830986, 1.436619718309859, 1.9444444444444444, 2.6296296296296298]","[0, 0, 3.6923076923076925, 1.358974358974359, 2.3125, 0.9285714285714286]","[0, 0, 3.8571428571428568, 1.3928571428571428, 3.4, 2.0740740740740744]","[0, 0, 3.75, 1.3333333333333333, 6.2, 1.0909090909090908]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.5409836065573774, 1.3770491803278688, 3.75, 1.0166666666666666]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.263157894736842, 1.3421052631578947, 2.9130434782608696, 5.541666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2, 1.2444444444444445, 2.5185185185185186, 5.625]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.666666666666666, 1.4567901234567902, 1.84375, 5.785714285714286]","[0, 0, 1.8782608695652174, 1.0434782608695652, 3.0, 1.1274509803921569]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 3.0176470588235293, 1.076470588235294, 3.72, 6.296296296296296]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 1.2980769230769231, 0.951923076923077, 4.833333333333333, 0.9629629629629629]","[0, 0, 9.45, 1.95, 3.6666666666666665, 0.888888888888889]","[0, 0, 2.8285714285714287, 1.4285714285714286, 2.6, 0.8333333333333334]"
94,2019-07-14,20190714WOSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.4210526315789473, 1.1842105263157896, 3.3333333333333335, 1.2666666666666666]","[0, 1, 3.701612903225806, 1.3064516129032258, 3.4444444444444446, 1.1171171171171173]","[0, 0, 4.943661971830986, 1.436619718309859, 1.9444444444444444, 2.6296296296296298]","[0, 0, 3.6923076923076925, 1.358974358974359, 2.3125, 0.9285714285714286]","[0, 0, 3.8571428571428568, 1.3928571428571428, 3.4, 2.0740740740740744]","[0, 0, 3.75, 1.3333333333333333, 6.2, 1.0909090909090908]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5409836065573774, 1.3770491803278688, 3.75, 1.0166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.3421052631578947, 2.9130434782608696, 5.541666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2, 1.2444444444444445, 2.5185185185185186, 5.625]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.666666666666666, 1.4567901234567902, 1.84375, 5.785714285714286]","[0, 0, 1.8782608695652174, 1.0434782608695652, 3.0, 1.1274509803921569]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[1, 0, 3.0921787709497206, 1.0893854748603353, 3.5555555555555554, 6.280701754385965]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 1.2980769230769231, 0.951923076923077, 4.833333333333333, 0.9629629629629629]","[0, 1, 8.790697674418606, 1.8837209302325582, 3.6666666666666665, 0.8958333333333334]","[0, 0, 2.8285714285714287, 1.4285714285714286, 2.6, 0.8333333333333334]"
95,2019-07-16,20190716SSWO0,"[0, 0, 0, 0, 0, 0]","[0, 1, 1.3170731707317074, 1.1707317073170733, 2.5, 1.2424242424242424]","[0, 0, 3.701612903225806, 1.3064516129032258, 3.4444444444444446, 1.1171171171171173]","[0, 0, 4.943661971830986, 1.436619718309859, 1.9444444444444444, 2.6296296296296298]","[0, 0, 3.6923076923076925, 1.358974358974359, 2.3125, 0.9285714285714286]","[0, 0, 3.8571428571428568, 1.3928571428571428, 3.4, 2.0740740740740744]","[0, 1, 3.6, 1.28, 6.6, 1.0869565217391304]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.272727272727273, 1.3636363636363635, 3.75, 1.0476190476190477]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.3421052631578947, 2.9130434782608696, 5.541666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2, 1.2444444444444445, 2.5185185185185186, 5.625]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.666666666666666, 1.4567901234567902, 1.84375, 5.785714285714286]","[0, 1, 1.8305084745762712, 1.042372881355932, 3.1, 1.1238095238095238]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 3.0921787709497206, 1.0893854748603353, 3.5555555555555554, 6.280701754385965]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 1.2980769230769231, 0.951923076923077, 4.833333333333333, 0.9629629629629629]","[0, 0, 8.790697674418606, 1.8837209302325582, 3.6666666666666665, 0.8958333333333334]","[0, 0, 2.8285714285714287, 1.4285714285714286, 2.6, 0.8333333333333334]"
96,2019-07-17,20190717SSWO0,"[0, 0, 0, 0, 0, 0]","[0, 1, 1.2272727272727273, 1.2272727272727273, 2.2, 1.222222222222222]","[0, 1, 3.642857142857143, 1.2857142857142858, 3.5555555555555554, 1.105263157894737]","[0, 1, 4.808219178082192, 1.4178082191780823, 1.9444444444444444, 2.56140350877193]","[0, 0, 3.6923076923076925, 1.358974358974359, 2.3125, 0.9285714285714286]","[1, 0, 3.0422535211267605, 1.3098591549295775, 3.1666666666666665, 2.3666666666666667]","[0, 0, 3.6, 1.28, 6.6, 1.0869565217391304]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.130434782608696, 1.3043478260869565, 3.75, 1.0454545454545454]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.3421052631578947, 2.9130434782608696, 5.541666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2, 1.2444444444444445, 2.5185185185185186, 5.625]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.666666666666666, 1.4567901234567902, 1.84375, 5.785714285714286]","[0, 0, 1.8305084745762712, 1.042372881355932, 3.1, 1.1238095238095238]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 3.0921787709497206, 1.0893854748603353, 3.5555555555555554, 6.280701754385965]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 1.2980769230769231, 0.951923076923077, 4.833333333333333, 0.9629629629629629]","[0, 1, 9.818181818181818, 1.9772727272727273, 4.0, 0.8627450980392156]","[0, 0, 2.8285714285714287, 1.4285714285714286, 2.6, 0.8333333333333334]"
97,2019-07-18,20190718SSWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.2272727272727273, 1.2272727272727273, 2.2, 1.222222222222222]","[0, 0, 3.642857142857143, 1.2857142857142858, 3.5555555555555554, 1.105263157894737]","[0, 0, 4.808219178082192, 1.4178082191780823, 1.9444444444444444, 2.56140350877193]","[0, 0, 3.6923076923076925, 1.358974358974359, 2.3125, 0.9285714285714286]","[0, 0, 3.0422535211267605, 1.3098591549295775, 3.1666666666666665, 2.3666666666666667]","[0, 1, 3.4615384615384612, 1.2307692307692308, 6.8, 1.0833333333333333]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.130434782608696, 1.3043478260869565, 3.75, 1.0454545454545454]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.3421052631578947, 2.9130434782608696, 5.541666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.09375, 1.25, 2.3666666666666667, 5.647058823529412]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.666666666666666, 1.4567901234567902, 1.84375, 5.785714285714286]","[0, 0, 1.8305084745762712, 1.042372881355932, 3.1, 1.1238095238095238]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 3.0921787709497206, 1.0893854748603353, 3.5555555555555554, 6.280701754385965]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 1, 1.2616822429906542, 0.9252336448598132, 4.833333333333333, 0.9639639639639639]","[0, 0, 9.818181818181818, 1.9772727272727273, 4.0, 0.8627450980392156]","[0, 1, 2.80188679245283, 1.4433962264150944, 2.4375, 0.8217054263565892]"
98,2019-07-26,20190726NCWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.2272727272727273, 1.2272727272727273, 2.2, 1.222222222222222]","[0, 0, 3.642857142857143, 1.2857142857142858, 3.5555555555555554, 1.105263157894737]","[0, 0, 4.808219178082192, 1.4178082191780823, 1.9444444444444444, 2.56140350877193]","[0, 0, 3.6923076923076925, 1.358974358974359, 2.3125, 0.9285714285714286]","[0, 0, 3.0422535211267605, 1.3098591549295775, 3.1666666666666665, 2.3666666666666667]","[0, 1, 3.333333333333333, 1.1851851851851851, 6.8, 1.08]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.130434782608696, 1.3043478260869565, 3.75, 1.0454545454545454]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.3421052631578947, 2.9130434782608696, 5.541666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.9117647058823533, 1.2352941176470589, 2.303030303030303, 5.666666666666667]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.666666666666666, 1.4567901234567902, 1.84375, 5.785714285714286]","[0, 0, 1.8305084745762712, 1.042372881355932, 3.1, 1.1238095238095238]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 3.0921787709497206, 1.0893854748603353, 3.5555555555555554, 6.280701754385965]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 1, 1.2272727272727273, 0.9545454545454546, 4.833333333333333, 0.9649122807017543]","[0, 0, 9.818181818181818, 1.9772727272727273, 4.0, 0.8627450980392156]","[0, 1, 2.724770642201835, 1.4311926605504586, 2.3529411764705883, 0.8257575757575758]"
99,2019-07-27,20190727NCWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.2272727272727273, 1.2272727272727273, 2.2, 1.222222222222222]","[0, 0, 3.642857142857143, 1.2857142857142858, 3.5555555555555554, 1.105263157894737]","[0, 0, 4.808219178082192, 1.4178082191780823, 1.9444444444444444, 2.56140350877193]","[0, 1, 3.8249999999999997, 1.35, 2.3125, 0.9302325581395349]","[0, 0, 3.0422535211267605, 1.3098591549295775, 3.1666666666666665, 2.3666666666666667]","[0, 0, 3.333333333333333, 1.1851851851851851, 6.8, 1.08]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.130434782608696, 1.3043478260869565, 3.75, 1.0454545454545454]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.308510638297872, 1.372340425531915, 2.76, 5.529411764705882]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9117647058823533, 1.2352941176470589, 2.303030303030303, 5.666666666666667]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.666666666666666, 1.4567901234567902, 1.84375, 5.785714285714286]","[0, 0, 1.8305084745762712, 1.042372881355932, 3.1, 1.1238095238095238]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 3.0921787709497206, 1.0893854748603353, 3.5555555555555554, 6.280701754385965]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 1, 1.9636363636363636, 1.0090909090909093, 4.833333333333333, 0.9401709401709402]","[0, 0, 9.818181818181818, 1.9772727272727273, 4.0, 0.8627450980392156]","[0, 1, 2.6517857142857144, 1.419642857142857, 2.2777777777777777, 0.8296296296296297]"
100,2019-07-28,20190728NCWO0,"[0, 0, 0, 0, 0, 0]","[0, 1, 1.7234042553191489, 1.2127659574468086, 2.4, 1.205128205128205]","[0, 1, 3.477272727272727, 1.25, 3.5555555555555554, 1.1282051282051282]","[0, 1, 4.7114093959731544, 1.429530201342282, 1.9444444444444444, 2.4833333333333334]","[0, 0, 3.8249999999999997, 1.35, 2.3125, 0.9302325581395349]","[0, 0, 3.0422535211267605, 1.3098591549295775, 3.1666666666666665, 2.3666666666666667]","[0, 0, 3.333333333333333, 1.1851851851851851, 6.8, 1.08]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.2837837837837838, 1.2972972972972971, 3.75, 1.0724637681159421]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.308510638297872, 1.372340425531915, 2.76, 5.529411764705882]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9117647058823533, 1.2352941176470589, 2.303030303030303, 5.666666666666667]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.655172413793104, 1.4367816091954022, 1.9375, 5.8]","[0, 1, 1.7851239669421488, 1.0165289256198347, 3.2, 1.1203703703703705]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 3.0921787709497206, 1.0893854748603353, 3.5555555555555554, 6.280701754385965]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 1.9636363636363636, 1.0090909090909093, 4.833333333333333, 0.9401709401709402]","[0, 1, 10.340425531914894, 2.042553191489362, 4.0, 0.8703703703703703]","[0, 0, 2.6517857142857144, 1.419642857142857, 2.2777777777777777, 0.8296296296296297]"
101,2019-07-30,20190730WOLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.7234042553191489, 1.2127659574468086, 2.4, 1.205128205128205]","[0, 0, 3.477272727272727, 1.25, 3.5555555555555554, 1.1282051282051282]","[0, 0, 4.7114093959731544, 1.429530201342282, 1.9444444444444444, 2.4833333333333334]","[0, 1, 3.731707317073171, 1.3170731707317074, 2.3125, 0.9318181818181818]","[0, 0, 3.0422535211267605, 1.3098591549295775, 3.1666666666666665, 2.3666666666666667]","[0, 1, 3.214285714285714, 1.1785714285714286, 7.0, 1.0769230769230769]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2837837837837838, 1.2972972972972971, 3.75, 1.0724637681159421]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.308510638297872, 1.372340425531915, 2.76, 5.529411764705882]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9117647058823533, 1.2352941176470589, 2.303030303030303, 5.666666666666667]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.655172413793104, 1.4367816091954022, 1.9375, 5.8]","[0, 0, 1.7851239669421488, 1.0165289256198347, 3.2, 1.1203703703703705]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[1, 0, 3.063324538258575, 1.0686015831134565, 3.6785714285714284, 6.316666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 1, 1.911504424778761, 1.0353982300884956, 4.833333333333333, 0.9416666666666667]","[0, 0, 10.340425531914894, 2.042553191489362, 4.0, 0.8703703703703703]","[0, 1, 2.582608695652174, 1.408695652173913, 2.3333333333333335, 0.8333333333333334]"
102,2019-07-31,20190731WOLG0,"[0, 0, 0, 0, 0, 0]","[0, 1, 1.6199999999999999, 1.14, 2.6, 1.1904761904761905]","[0, 1, 3.6, 1.2666666666666666, 3.888888888888889, 1.125]","[0, 1, 4.973684210526316, 1.480263157894737, 1.8421052631578947, 2.4126984126984126]","[0, 0, 3.731707317073171, 1.3170731707317074, 2.3125, 0.9318181818181818]","[0, 0, 3.0422535211267605, 1.3098591549295775, 3.1666666666666665, 2.3666666666666667]","[0, 0, 3.214285714285714, 1.1785714285714286, 7.0, 1.0769230769230769]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2837837837837838, 1.2972972972972971, 3.75, 1.0724637681159421]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.308510638297872, 1.372340425531915, 2.76, 5.529411764705882]","[0, 0, 0, 0, 0, 0]","[1, 0, 0.0, 0.4, 3, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9117647058823533, 1.2352941176470589, 2.303030303030303, 5.666666666666667]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.655172413793104, 1.4367816091954022, 1.9375, 5.8]","[0, 0, 1.7851239669421488, 1.0165289256198347, 3.2, 1.1203703703703705]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 3.063324538258575, 1.0686015831134565, 3.6785714285714284, 6.316666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 1.911504424778761, 1.0353982300884956, 4.833333333333333, 0.9416666666666667]","[0, 0, 10.340425531914894, 2.042553191489362, 4.0, 0.8703703703703703]","[0, 0, 2.582608695652174, 1.408695652173913, 2.3333333333333335, 0.8333333333333334]"
103,2019-08-01,20190801WOLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.6199999999999999, 1.14, 2.6, 1.1904761904761905]","[0, 0, 3.6, 1.2666666666666666, 3.888888888888889, 1.125]","[0, 0, 4.973684210526316, 1.480263157894737, 1.8421052631578947, 2.4126984126984126]","[0, 1, 3.642857142857143, 1.3333333333333333, 2.111111111111111, 0.9333333333333333]","[0, 0, 3.0422535211267605, 1.3098591549295775, 3.1666666666666665, 2.3666666666666667]","[0, 1, 3.103448275862069, 1.1379310344827587, 7.0, 1.0740740740740742]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2837837837837838, 1.2972972972972971, 3.75, 1.0724637681159421]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.308510638297872, 1.372340425531915, 2.76, 5.529411764705882]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.4, 3, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.8073394495412844, 1.1926605504587156, 2.3529411764705883, 5.7368421052631575]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.655172413793104, 1.4367816091954022, 1.9375, 5.8]","[0, 1, 1.7419354838709677, 0.9919354838709676, 3.3, 1.1171171171171173]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 3.063324538258575, 1.0686015831134565, 3.6785714285714284, 6.316666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 1.911504424778761, 1.0353982300884956, 4.833333333333333, 0.9416666666666667]","[0, 0, 10.340425531914894, 2.042553191489362, 4.0, 0.8703703703703703]","[0, 1, 2.516949152542373, 1.423728813559322, 2.3157894736842106, 0.8368794326241136]"
104,2019-08-03,20190803KTWO0,"[0, 0, 0, 0, 0, 0]","[0, 1, 1.528301886792453, 1.1320754716981132, 2.1666666666666665, 1.1777777777777778]","[0, 1, 3.5217391304347827, 1.2608695652173914, 3.888888888888889, 1.1219512195121952]","[0, 0, 4.973684210526316, 1.480263157894737, 1.8421052631578947, 2.4126984126984126]","[0, 0, 3.642857142857143, 1.3333333333333333, 2.111111111111111, 0.9333333333333333]","[0, 0, 3.0422535211267605, 1.3098591549295775, 3.1666666666666665, 2.3666666666666667]","[0, 0, 3.103448275862069, 1.1379310344827587, 7.0, 1.0740740740740742]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2837837837837838, 1.2972972972972971, 3.75, 1.0724637681159421]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.14, 1.36, 2.6296296296296298, 5.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.4, 3, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8073394495412844, 1.1926605504587156, 2.3529411764705883, 5.7368421052631575]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.655172413793104, 1.4367816091954022, 1.9375, 5.8]","[0, 0, 1.7419354838709677, 0.9919354838709676, 3.3, 1.1171171171171173]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 3.063324538258575, 1.0686015831134565, 3.6785714285714284, 6.316666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 1.911504424778761, 1.0353982300884956, 4.833333333333333, 0.9416666666666667]","[0, 0, 10.340425531914894, 2.042553191489362, 4.0, 0.8703703703703703]","[0, 0, 2.516949152542373, 1.423728813559322, 2.3157894736842106, 0.8368794326241136]"
105,2019-08-04,20190804KTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.528301886792453, 1.1320754716981132, 2.1666666666666665, 1.1777777777777778]","[0, 0, 3.5217391304347827, 1.2608695652173914, 3.888888888888889, 1.1219512195121952]","[0, 1, 4.877419354838709, 1.4709677419354839, 1.894736842105263, 2.348484848484848]","[0, 1, 3.826771653543307, 1.3700787401574803, 2.1666666666666665, 0.9202898550724639]","[0, 0, 3.0422535211267605, 1.3098591549295775, 3.1666666666666665, 2.3666666666666667]","[0, 1, 3.068181818181818, 1.125, 7.0, 1.0476190476190477]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2837837837837838, 1.2972972972972971, 3.75, 1.0724637681159421]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.14, 1.36, 2.6296296296296298, 5.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.4, 3, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8073394495412844, 1.1926605504587156, 2.3529411764705883, 5.7368421052631575]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.8, 1.488888888888889, 1.911764705882353, 5.625]","[0, 0, 1.7419354838709677, 0.9919354838709676, 3.3, 1.1171171171171173]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 3.063324538258575, 1.0686015831134565, 3.6785714285714284, 6.316666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 1, 1.8620689655172413, 1.0086206896551724, 4.833333333333333, 0.9430894308943089]","[0, 0, 10.340425531914894, 2.042553191489362, 4.0, 0.8703703703703703]","[0, 1, 3.375, 1.5, 2.25, 0.8333333333333334]"
