,date,game_key,박종훈,서진용,최진호,정영일,신동훈,소사,문승원,조영우,이승진,박민호,김택형,이재관,이케빈,김주한,이원준,산체스,김정우,조성훈,하재훈,백승건,최재성,채병용,정재원,윤희상,신재웅,박정배,박희수,김광현,백청훈,강지광,김태훈
94,2019-07-17,20190717LGSK0,"[1, 0, 3.1986062717770034, 1.4216027874564459, 2.161290322580645, 5.314814814814815]","[0, 1, 2.759124087591241, 1.1386861313868615, 4.833333333333333, 0.9513888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.9818181818181819, 1.2222222222222223, 0.9649122807017543]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.114285714285715, 1.2285714285714286, 4.666666666666667, 5.833333333333333]","[0, 0, 4.444444444444445, 1.2345679012345678, 3.5, 5.785714285714286]","[0, 0, 7.043478260869565, 1.9565217391304348, 1.75, 1.9166666666666667]","[0, 0, 7.9411764705882355, 1.6470588235294117, 1.3333333333333333, 1.1333333333333333]","[0, 0, 2.7613636363636367, 1.2954545454545454, 1.75, 1.0476190476190477]","[0, 0, 5.311475409836065, 1.918032786885246, 1.3, 0.9242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 0.9230769230769231, 3.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.235668789808917, 1.0987261146496814, 3.2758620689655173, 6.1568627450980395]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3170731707317074, 1.0975609756097562, 2.35, 0.9761904761904762]","[0, 0, 1.6875, 1.21875, 1.3333333333333333, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 0.84, 2.0, 1.0416666666666667]","[0, 1, 8.0, 1.3888888888888888, 4.0, 1.0588235294117647]","[0, 0, 0.0, 1.0263157894736843, 1.5, 0.9047619047619048]","[0, 0, 2.6531791907514455, 1.3265895953757225, 4.461538461538462, 6.070175438596491]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 1, 3.1875, 1.1875, 2.6666666666666665, 1.0212765957446808]"
95,2019-07-18,20190718LGSK0,"[0, 0, 3.1986062717770034, 1.4216027874564459, 2.161290322580645, 5.314814814814815]","[0, 0, 2.759124087591241, 1.1386861313868615, 4.833333333333333, 0.9513888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.9818181818181819, 1.2222222222222223, 0.9649122807017543]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.114285714285715, 1.2285714285714286, 4.666666666666667, 5.833333333333333]","[0, 0, 4.444444444444445, 1.2345679012345678, 3.5, 5.785714285714286]","[0, 1, 7.269230769230769, 2.076923076923077, 2.0, 1.7333333333333332]","[0, 0, 7.9411764705882355, 1.6470588235294117, 1.3333333333333333, 1.1333333333333333]","[0, 1, 2.730337078651685, 1.348314606741573, 1.5555555555555556, 1.0229885057471264]","[0, 0, 5.311475409836065, 1.918032786885246, 1.3, 0.9242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.7142857142857135, 1.2857142857142856, 3.0, 0.9333333333333333]","[1, 0, 0, 0, 0, 0]","[0, 0, 2.235668789808917, 1.0987261146496814, 3.2758620689655173, 6.1568627450980395]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3170731707317074, 1.0975609756097562, 2.35, 0.9761904761904762]","[0, 1, 1.5428571428571427, 1.2, 1.1428571428571428, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 0.84, 2.0, 1.0416666666666667]","[0, 1, 7.578947368421052, 1.3157894736842106, 4.5, 1.0555555555555556]","[0, 1, 0.0, 1.0769230769230769, 1.2, 0.8666666666666667]","[0, 0, 2.6531791907514455, 1.3265895953757225, 4.461538461538462, 6.070175438596491]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 0, 3.1875, 1.1875, 2.6666666666666665, 1.0212765957446808]"
96,2019-07-26,20190726SKLT0,"[0, 0, 3.1986062717770034, 1.4216027874564459, 2.161290322580645, 5.314814814814815]","[0, 0, 2.759124087591241, 1.1386861313868615, 4.833333333333333, 0.9513888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.9818181818181819, 1.2222222222222223, 0.9649122807017543]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.114285714285715, 1.2285714285714286, 4.666666666666667, 5.833333333333333]","[0, 0, 4.444444444444445, 1.2345679012345678, 3.5, 5.785714285714286]","[0, 0, 7.269230769230769, 2.076923076923077, 2.0, 1.7333333333333332]","[0, 0, 7.9411764705882355, 1.6470588235294117, 1.3333333333333333, 1.1333333333333333]","[0, 1, 2.6129032258064515, 1.2903225806451613, 1.7777777777777777, 1.0333333333333334]","[0, 0, 5.311475409836065, 1.918032786885246, 1.3, 0.9242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 3.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.235668789808917, 1.0987261146496814, 3.2758620689655173, 6.1568627450980395]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.7142857142857142, 1.1666666666666667, 2.238095238095238, 0.9767441860465116]","[0, 0, 1.5428571428571427, 1.2, 1.1428571428571428, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 0.84, 2.0, 1.0416666666666667]","[0, 1, 8.844827586206897, 1.4482758620689655, 4.5, 1.0175438596491226]","[0, 1, 0.0, 1.0714285714285714, 1.2, 0.875]","[1, 0, 2.6557377049180326, 1.3114754098360655, 4.481481481481482, 6.1]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 0, 3.1875, 1.1875, 2.6666666666666665, 1.0212765957446808]"
97,2019-07-27,20190727SKLT0,"[0, 0, 3.1986062717770034, 1.4216027874564459, 2.161290322580645, 5.314814814814815]","[0, 1, 2.6808510638297873, 1.1063829787234043, 4.916666666666667, 0.9591836734693877]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.9818181818181819, 1.2222222222222223, 0.9649122807017543]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.642857142857143, 1.1428571428571428, 5.1, 6.0]","[0, 0, 4.444444444444445, 1.2345679012345678, 3.5, 5.785714285714286]","[0, 0, 7.269230769230769, 2.076923076923077, 2.0, 1.7333333333333332]","[0, 0, 7.9411764705882355, 1.6470588235294117, 1.3333333333333333, 1.1333333333333333]","[0, 0, 2.6129032258064515, 1.2903225806451613, 1.7777777777777777, 1.0333333333333334]","[0, 0, 5.311475409836065, 1.918032786885246, 1.3, 0.9242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 3.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.235668789808917, 1.0987261146496814, 3.2758620689655173, 6.1568627450980395]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7142857142857142, 1.1666666666666667, 2.238095238095238, 0.9767441860465116]","[0, 0, 1.5428571428571427, 1.2, 1.1428571428571428, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 0.84, 2.0, 1.0416666666666667]","[0, 0, 8.844827586206897, 1.4482758620689655, 4.5, 1.0175438596491226]","[0, 1, 0.627906976744186, 1.1860465116279069, 1.2, 0.8431372549019608]","[0, 0, 2.6557377049180326, 1.3114754098360655, 4.481481481481482, 6.1]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 1, 3.0805369127516777, 1.1879194630872483, 2.888888888888889, 1.034722222222222]"
98,2019-07-28,20190728SKLT0,"[0, 0, 3.1986062717770034, 1.4216027874564459, 2.161290322580645, 5.314814814814815]","[0, 0, 2.6808510638297873, 1.1063829787234043, 4.916666666666667, 0.9591836734693877]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.9818181818181819, 1.2222222222222223, 0.9649122807017543]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.642857142857143, 1.1428571428571428, 5.1, 6.0]","[0, 0, 4.444444444444445, 1.2345679012345678, 3.5, 5.785714285714286]","[0, 0, 7.269230769230769, 2.076923076923077, 2.0, 1.7333333333333332]","[0, 0, 7.9411764705882355, 1.6470588235294117, 1.3333333333333333, 1.1333333333333333]","[0, 0, 2.6129032258064515, 1.2903225806451613, 1.7777777777777777, 1.0333333333333334]","[0, 0, 5.311475409836065, 1.918032786885246, 1.3, 0.9242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 3.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.2771084337349397, 1.1114457831325302, 3.161290322580645, 6.148148148148149]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.6875, 1.171875, 2.2857142857142856, 0.9696969696969696]","[0, 0, 1.5428571428571427, 1.2, 1.1428571428571428, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 0.84, 2.0, 1.0416666666666667]","[0, 0, 8.844827586206897, 1.4482758620689655, 4.5, 1.0175438596491226]","[0, 0, 0.627906976744186, 1.1860465116279069, 1.2, 0.8431372549019608]","[0, 0, 2.6557377049180326, 1.3114754098360655, 4.481481481481482, 6.1]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 1, 3.0197368421052633, 1.1842105263157896, 2.8421052631578947, 1.034013605442177]"
99,2019-07-30,20190730HTSK0,"[1, 0, 3.0397350993377485, 1.400662251655629, 2.21875, 5.298245614035088]","[0, 0, 2.6808510638297873, 1.1063829787234043, 4.916666666666667, 0.9591836734693877]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.9818181818181819, 1.2222222222222223, 0.9649122807017543]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.642857142857143, 1.1428571428571428, 5.1, 6.0]","[0, 0, 4.444444444444445, 1.2345679012345678, 3.5, 5.785714285714286]","[0, 0, 7.269230769230769, 2.076923076923077, 2.0, 1.7333333333333332]","[0, 0, 7.9411764705882355, 1.6470588235294117, 1.3333333333333333, 1.1333333333333333]","[0, 1, 2.557894736842105, 1.2947368421052632, 1.6, 1.021505376344086]","[0, 0, 5.311475409836065, 1.918032786885246, 1.3, 0.9242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.352941176470588, 1.2352941176470587, 5.0, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2771084337349397, 1.1114457831325302, 3.161290322580645, 6.148148148148149]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 1.171875, 2.2857142857142856, 0.9696969696969696]","[0, 0, 1.5428571428571427, 1.2, 1.1428571428571428, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 0.84, 2.0, 1.0416666666666667]","[0, 0, 8.844827586206897, 1.4482758620689655, 4.5, 1.0175438596491226]","[0, 1, 0.5869565217391304, 1.108695652173913, 1.4, 0.8518518518518519]","[0, 0, 2.6557377049180326, 1.3114754098360655, 4.481481481481482, 6.1]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 0, 3.0197368421052633, 1.1842105263157896, 2.8421052631578947, 1.034013605442177]"
100,2019-07-31,20190731HTSK0,"[0, 0, 3.0397350993377485, 1.400662251655629, 2.21875, 5.298245614035088]","[0, 0, 2.6808510638297873, 1.1063829787234043, 4.916666666666667, 0.9591836734693877]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.9818181818181819, 1.2222222222222223, 0.9649122807017543]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.642857142857143, 1.1428571428571428, 5.1, 6.0]","[1, 0, 4.586872586872587, 1.2741312741312742, 3.238095238095238, 5.7555555555555555]","[0, 0, 7.269230769230769, 2.076923076923077, 2.0, 1.7333333333333332]","[0, 1, 8.5, 1.7222222222222223, 1.0833333333333333, 1.125]","[0, 1, 2.4299999999999997, 1.26, 1.6, 1.0416666666666667]","[0, 0, 5.311475409836065, 1.918032786885246, 1.3, 0.9242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 1.2352941176470587, 5.0, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2771084337349397, 1.1114457831325302, 3.161290322580645, 6.148148148148149]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 1.171875, 2.2857142857142856, 0.9696969696969696]","[0, 1, 2.4, 1.2666666666666666, 1.5, 1.3636363636363635]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 0.84, 2.0, 1.0416666666666667]","[0, 0, 8.844827586206897, 1.4482758620689655, 4.5, 1.0175438596491226]","[0, 1, 0.5744680851063829, 1.2127659574468086, 1.0, 0.8245614035087719]","[0, 0, 2.6557377049180326, 1.3114754098360655, 4.481481481481482, 6.1]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 0, 3.0197368421052633, 1.1842105263157896, 2.8421052631578947, 1.034013605442177]"
101,2019-08-01,20190801HTSK0,"[0, 0, 3.0397350993377485, 1.400662251655629, 2.21875, 5.298245614035088]","[0, 0, 2.6808510638297873, 1.1063829787234043, 4.916666666666667, 0.9591836734693877]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.327586206896552, 1.0344827586206897, 1.3, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.642857142857143, 1.1428571428571428, 5.1, 6.0]","[0, 0, 4.586872586872587, 1.2741312741312742, 3.238095238095238, 5.7555555555555555]","[0, 0, 7.269230769230769, 2.076923076923077, 2.0, 1.7333333333333332]","[0, 0, 8.5, 1.7222222222222223, 1.0833333333333333, 1.125]","[0, 0, 2.4299999999999997, 1.26, 1.6, 1.0416666666666667]","[0, 0, 5.311475409836065, 1.918032786885246, 1.3, 0.9242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 1.2352941176470587, 5.0, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2771084337349397, 1.1114457831325302, 3.161290322580645, 6.148148148148149]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 1.171875, 2.2857142857142856, 0.9696969696969696]","[0, 0, 2.4, 1.2666666666666666, 1.5, 1.3636363636363635]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.9285714285714284, 0.8571428571428571, 2.0, 1.0370370370370372]","[0, 0, 8.844827586206897, 1.4482758620689655, 4.5, 1.0175438596491226]","[0, 0, 0.5744680851063829, 1.2127659574468086, 1.0, 0.8245614035087719]","[1, 0, 2.6511627906976747, 1.2868217054263567, 4.344827586206897, 6.142857142857143]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 0, 3.0197368421052633, 1.1842105263157896, 2.8421052631578947, 1.034013605442177]"
102,2019-08-03,20190803SKHH0,"[0, 0, 3.0397350993377485, 1.400662251655629, 2.21875, 5.298245614035088]","[0, 0, 2.6808510638297873, 1.1063829787234043, 4.916666666666667, 0.9591836734693877]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.327586206896552, 1.0344827586206897, 1.3, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.1875, 1.1458333333333333, 4.384615384615385, 6.0]","[0, 0, 4.586872586872587, 1.2741312741312742, 3.238095238095238, 5.7555555555555555]","[0, 0, 7.269230769230769, 2.076923076923077, 2.0, 1.7333333333333332]","[0, 0, 8.5, 1.7222222222222223, 1.0833333333333333, 1.125]","[0, 0, 2.4299999999999997, 1.26, 1.6, 1.0416666666666667]","[0, 0, 5.311475409836065, 1.918032786885246, 1.3, 0.9242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 1.2352941176470587, 5.0, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2771084337349397, 1.1114457831325302, 3.161290322580645, 6.148148148148149]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.648854961832061, 1.16793893129771, 2.380952380952381, 0.9703703703703703]","[0, 0, 2.4, 1.2666666666666666, 1.5, 1.3636363636363635]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 0.8571428571428571, 2.0, 1.0370370370370372]","[0, 0, 8.844827586206897, 1.4482758620689655, 4.5, 1.0175438596491226]","[0, 0, 0.5744680851063829, 1.2127659574468086, 1.0, 0.8245614035087719]","[0, 0, 2.6511627906976747, 1.2868217054263567, 4.344827586206897, 6.142857142857143]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 0, 3.0197368421052633, 1.1842105263157896, 2.8421052631578947, 1.034013605442177]"
103,2019-08-04,20190804SKHH0,"[0, 0, 3.0397350993377485, 1.400662251655629, 2.21875, 5.298245614035088]","[0, 1, 2.625, 1.1041666666666667, 4.6923076923076925, 0.96]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.2131147540983607, 1.0819672131147542, 1.1818181818181819, 0.9682539682539681]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1875, 1.1458333333333333, 4.384615384615385, 6.0]","[0, 0, 4.586872586872587, 1.2741312741312742, 3.238095238095238, 5.7555555555555555]","[0, 0, 7.269230769230769, 2.076923076923077, 2.0, 1.7333333333333332]","[0, 0, 8.5, 1.7222222222222223, 1.0833333333333333, 1.125]","[0, 0, 2.4299999999999997, 1.26, 1.6, 1.0416666666666667]","[0, 0, 5.311475409836065, 1.918032786885246, 1.3, 0.9242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 1.2352941176470587, 5.0, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.141643059490085, 1.0963172804532577, 3.212121212121212, 6.192982456140351]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.648854961832061, 1.16793893129771, 2.380952380952381, 0.9703703703703703]","[0, 0, 2.4, 1.2666666666666666, 1.5, 1.3636363636363635]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.7419354838709677, 0.9677419354838709, 1.6666666666666667, 1.0333333333333334]","[0, 0, 8.844827586206897, 1.4482758620689655, 4.5, 1.0175438596491226]","[0, 0, 0.5744680851063829, 1.2127659574468086, 1.0, 0.8245614035087719]","[0, 0, 2.6511627906976747, 1.2868217054263567, 4.344827586206897, 6.142857142857143]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 1, 2.9612903225806453, 1.1612903225806452, 3.0, 1.0333333333333332]"
104,2019-08-06,20190806KTSK0,"[1, 0, 3.0662460567823344, 1.419558359621451, 2.027027027027027, 5.283333333333333]","[0, 0, 2.625, 1.1041666666666667, 4.6923076923076925, 0.96]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.109375, 1.078125, 1.25, 0.9696969696969696]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1875, 1.1458333333333333, 4.384615384615385, 6.0]","[0, 0, 4.586872586872587, 1.2741312741312742, 3.238095238095238, 5.7555555555555555]","[0, 0, 7.269230769230769, 2.076923076923077, 2.0, 1.7333333333333332]","[0, 0, 8.5, 1.7222222222222223, 1.0833333333333333, 1.125]","[0, 1, 2.9117647058823533, 1.3235294117647058, 1.4545454545454546, 1.0303030303030303]","[0, 0, 5.311475409836065, 1.918032786885246, 1.3, 0.9242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.695652173913043, 1.3043478260869565, 2.3333333333333335, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.141643059490085, 1.0963172804532577, 3.212121212121212, 6.192982456140351]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.648854961832061, 1.16793893129771, 2.380952380952381, 0.9703703703703703]","[0, 0, 2.4, 1.2666666666666666, 1.5, 1.3636363636363635]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7419354838709677, 0.9677419354838709, 1.6666666666666667, 1.0333333333333334]","[0, 0, 8.844827586206897, 1.4482758620689655, 4.5, 1.0175438596491226]","[0, 1, 0.5294117647058824, 1.2352941176470589, 0.8888888888888888, 0.85]","[0, 0, 2.6511627906976747, 1.2868217054263567, 4.344827586206897, 6.142857142857143]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 1, 3.267515923566879, 1.2038216560509554, 2.9, 1.0261437908496733]"
105,2019-08-07,20190807KTSK0,"[0, 0, 3.0662460567823344, 1.419558359621451, 2.027027027027027, 5.283333333333333]","[0, 1, 2.606896551724138, 1.1172413793103448, 4.357142857142857, 0.9477124183006537]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.109375, 1.078125, 1.25, 0.9696969696969696]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1875, 1.1458333333333333, 4.384615384615385, 6.0]","[1, 0, 4.631386861313869, 1.3029197080291972, 2.92, 5.708333333333333]","[0, 0, 7.269230769230769, 2.076923076923077, 2.0, 1.7333333333333332]","[0, 0, 8.5, 1.7222222222222223, 1.0833333333333333, 1.125]","[0, 0, 2.9117647058823533, 1.3235294117647058, 1.4545454545454546, 1.0303030303030303]","[0, 0, 5.311475409836065, 1.918032786885246, 1.3, 0.9242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.3043478260869565, 2.3333333333333335, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.141643059490085, 1.0963172804532577, 3.212121212121212, 6.192982456140351]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.6119402985074627, 1.1865671641791045, 2.380952380952381, 0.9710144927536232]","[0, 0, 2.4, 1.2666666666666666, 1.5, 1.3636363636363635]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7419354838709677, 0.9677419354838709, 1.6666666666666667, 1.0333333333333334]","[0, 0, 8.844827586206897, 1.4482758620689655, 4.5, 1.0175438596491226]","[0, 0, 0.5294117647058824, 1.2352941176470589, 0.8888888888888888, 0.85]","[0, 0, 2.6511627906976747, 1.2868217054263567, 4.344827586206897, 6.142857142857143]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 1, 3.5886075949367084, 1.2341772151898736, 2.95, 1.0128205128205128]"
