,date,game_key,이승현,김대우,임현준,이수민,정광운,홍정우,최충연,김승현,임대한,문용익,최지광,장지훈,김시현,김윤수,양창섭,최채흥,김용하,김태우,맥과이어,오상민,헤일리,라이블리,원태인,우규민,윤성환,오승환,한기주,백정현,장필준,정인욱,권오준
54,2019-05-30,20190530SSOB0,"[0, 1, 1.7608695652173914, 1.0434782608695652, 3.625, 1.1358024691358024]","[0, 0, 5.472972972972974, 1.2972972972972971, 2.7142857142857144, 1.6444444444444446]","[0, 1, 1.528301886792453, 0.8490566037735848, 4.0, 0.6091954022988506]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 3.0, 1.0, 0.6666666666666666]","[0, 0, 9.45, 2.6999999999999997, 0.5625, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.4545454545454546, 1.2272727272727273, 2.0714285714285716, 1.222222222222222]","[0, 0, 9.0, 2.75, 2.0, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.8108108108108105, 1.5945945945945945, 2.4285714285714284, 3.7]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.949999999999999, 1.6, 1.6944444444444444, 5.454545454545454]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.212765957446809, 1.127659574468085, 3.857142857142857, 4.7]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1621621621621623, 1.027027027027027, 3.25, 3.3636363636363638]","[0, 1, 3.0483870967741935, 1.2096774193548387, 2.4, 1.087719298245614]","[0, 0, 3.375, 1.2708333333333333, 1.6666666666666667, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.5416666666666667, 1.0526315789473684, 5.333333333333333]","[0, 0, 3.0, 1.375, 1.4285714285714286, 1.0909090909090908]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.108695652173913, 1.1739130434782608, 3.6666666666666665, 1.0222222222222224]"
55,2019-05-31,20190531SSLT0,"[0, 0, 1.7608695652173914, 1.0434782608695652, 3.625, 1.1358024691358024]","[0, 1, 5.25974025974026, 1.2857142857142856, 3.0, 1.6041666666666667]","[0, 0, 1.528301886792453, 0.8490566037735848, 4.0, 0.6091954022988506]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 3.0, 1.0, 0.6666666666666666]","[0, 0, 9.45, 2.6999999999999997, 0.5625, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 1.2272727272727273, 2.0714285714285716, 1.222222222222222]","[0, 0, 9.0, 2.75, 2.0, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.8108108108108105, 1.5945945945945945, 2.4285714285714284, 3.7]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.949999999999999, 1.6, 1.6944444444444444, 5.454545454545454]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.212765957446809, 1.127659574468085, 3.857142857142857, 4.7]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1621621621621623, 1.027027027027027, 3.25, 3.3636363636363638]","[0, 0, 3.0483870967741935, 1.2096774193548387, 2.4, 1.087719298245614]","[0, 0, 3.375, 1.2708333333333333, 1.6666666666666667, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.574193548387097, 1.5870967741935484, 1.0952380952380953, 5.166666666666666]","[0, 1, 3.375, 1.4166666666666667, 1.4285714285714286, 1.0434782608695652]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.0212765957446805, 1.2127659574468086, 3.6666666666666665, 0.9791666666666666]"
56,2019-06-01,20190601SSLT0,"[0, 0, 1.7608695652173914, 1.0434782608695652, 3.625, 1.1358024691358024]","[0, 0, 5.25974025974026, 1.2857142857142856, 3.0, 1.6041666666666667]","[0, 0, 1.528301886792453, 0.8490566037735848, 4.0, 0.6091954022988506]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 3.0, 1.0, 0.6666666666666666]","[0, 0, 9.45, 2.6999999999999997, 0.5625, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 1.2272727272727273, 2.0714285714285716, 1.222222222222222]","[0, 0, 9.0, 2.75, 2.0, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.63157894736842, 1.5789473684210527, 2.4285714285714284, 3.4545454545454546]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.909090909090909, 1.5909090909090908, 1.7179487179487178, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.212765957446809, 1.127659574468085, 3.857142857142857, 4.7]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1621621621621623, 1.027027027027027, 3.25, 3.3636363636363638]","[0, 0, 3.0483870967741935, 1.2096774193548387, 2.4, 1.087719298245614]","[0, 0, 3.375, 1.2708333333333333, 1.6666666666666667, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.574193548387097, 1.5870967741935484, 1.0952380952380953, 5.166666666666666]","[0, 0, 3.375, 1.4166666666666667, 1.4285714285714286, 1.0434782608695652]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0212765957446805, 1.2127659574468086, 3.6666666666666665, 0.9791666666666666]"
57,2019-06-02,20190602SSLT0,"[0, 1, 1.7419354838709677, 1.032258064516129, 3.625, 1.1071428571428572]","[0, 0, 5.25974025974026, 1.2857142857142856, 3.0, 1.6041666666666667]","[0, 0, 1.528301886792453, 0.8490566037735848, 4.0, 0.6091954022988506]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 3.0, 1.0, 0.6666666666666666]","[0, 0, 9.45, 2.6999999999999997, 0.5625, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 1.2272727272727273, 2.0714285714285716, 1.222222222222222]","[0, 0, 9.0, 2.75, 2.0, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.63157894736842, 1.5789473684210527, 2.4285714285714284, 3.4545454545454546]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.5909090909090908, 1.7179487179487178, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.212765957446809, 1.127659574468085, 3.857142857142857, 4.7]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1621621621621623, 1.027027027027027, 3.25, 3.3636363636363638]","[0, 1, 2.907692307692308, 1.2461538461538462, 2.0, 1.0833333333333335]","[1, 0, 3.54375, 1.29375, 1.7647058823529411, 5.9259259259259265]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.574193548387097, 1.5870967741935484, 1.0952380952380953, 5.166666666666666]","[0, 0, 3.375, 1.4166666666666667, 1.4285714285714286, 1.0434782608695652]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0212765957446805, 1.2127659574468086, 3.6666666666666665, 0.9791666666666666]"
58,2019-06-04,20190604NCSS0,"[0, 1, 1.6363636363636365, 0.9696969696969697, 3.875, 1.1379310344827587]","[0, 0, 5.25974025974026, 1.2857142857142856, 3.0, 1.6041666666666667]","[0, 0, 1.528301886792453, 0.8490566037735848, 4.0, 0.6091954022988506]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 3.0, 1.0, 0.6666666666666666]","[0, 0, 9.45, 2.6999999999999997, 0.5625, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.3736263736263736, 1.1868131868131868, 2.0714285714285716, 1.2133333333333334]","[0, 0, 9.0, 2.75, 2.0, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.63157894736842, 1.5789473684210527, 2.4285714285714284, 3.4545454545454546]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.5909090909090908, 1.7179487179487178, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.212765957446809, 1.127659574468085, 3.857142857142857, 4.7]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.214285714285714, 1.0714285714285714, 2.8, 3.5]","[0, 1, 2.6619718309859155, 1.1408450704225352, 2.1666666666666665, 1.126984126984127]","[0, 0, 3.54375, 1.29375, 1.7647058823529411, 5.9259259259259265]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.574193548387097, 1.5870967741935484, 1.0952380952380953, 5.166666666666666]","[0, 1, 3.506493506493506, 1.4805194805194803, 1.4, 1.0694444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0212765957446805, 1.2127659574468086, 3.6666666666666665, 0.9791666666666666]"
59,2019-06-05,20190605NCSS0,"[0, 0, 1.6363636363636365, 0.9696969696969697, 3.875, 1.1379310344827587]","[0, 1, 5.023255813953488, 1.1860465116279069, 3.2857142857142856, 1.6862745098039216]","[0, 1, 1.4727272727272727, 0.8727272727272728, 4.333333333333333, 0.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 3.0, 1.0, 0.6666666666666666]","[0, 1, 9.418604651162791, 2.6511627906976742, 0.6875, 1.303030303030303]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.3478260869565215, 1.2065217391304348, 2.0, 1.1794871794871795]","[0, 0, 9.0, 2.75, 2.0, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.63157894736842, 1.5789473684210527, 2.4285714285714284, 3.4545454545454546]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.5909090909090908, 1.7179487179487178, 5.5]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.980769230769231, 1.1153846153846154, 3.5625, 4.7272727272727275]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.214285714285714, 1.0714285714285714, 2.8, 3.5]","[0, 1, 2.5890410958904106, 1.1917808219178083, 2.3333333333333335, 1.106060606060606]","[0, 0, 3.54375, 1.29375, 1.7647058823529411, 5.9259259259259265]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.574193548387097, 1.5870967741935484, 1.0952380952380953, 5.166666666666666]","[0, 0, 3.506493506493506, 1.4805194805194803, 1.4, 1.0694444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0212765957446805, 1.2127659574468086, 3.6666666666666665, 0.9791666666666666]"
60,2019-06-06,20190606NCSS0,"[0, 0, 1.6363636363636365, 0.9696969696969697, 3.875, 1.1379310344827587]","[0, 0, 5.023255813953488, 1.1860465116279069, 3.2857142857142856, 1.6862745098039216]","[0, 0, 1.4727272727272727, 0.8727272727272728, 4.333333333333333, 0.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 3.0, 1.0, 0.6666666666666666]","[0, 0, 9.418604651162791, 2.6511627906976742, 0.6875, 1.303030303030303]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3478260869565215, 1.2065217391304348, 2.0, 1.1794871794871795]","[0, 0, 9.0, 2.75, 2.0, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.63157894736842, 1.5789473684210527, 2.4285714285714284, 3.4545454545454546]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.5909090909090908, 1.7179487179487178, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.980769230769231, 1.1153846153846154, 3.5625, 4.7272727272727275]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.214285714285714, 1.0714285714285714, 2.8, 3.5]","[0, 0, 2.5890410958904106, 1.1917808219178083, 2.3333333333333335, 1.106060606060606]","[0, 0, 3.54375, 1.29375, 1.7647058823529411, 5.9259259259259265]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.869565217391304, 1.639751552795031, 1.0434782608695652, 4.878787878787879]","[0, 0, 3.506493506493506, 1.4805194805194803, 1.4, 1.0694444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0212765957446805, 1.2127659574468086, 3.6666666666666665, 0.9791666666666666]"
61,2019-06-07,20190607SSSK0,"[0, 1, 1.5428571428571427, 0.9428571428571428, 3.4444444444444446, 1.1666666666666667]","[0, 0, 5.023255813953488, 1.1860465116279069, 3.2857142857142856, 1.6862745098039216]","[0, 1, 1.4464285714285714, 0.8571428571428571, 4.333333333333333, 0.6021505376344086]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 3.0, 1.0, 0.6666666666666666]","[0, 1, 8.804347826086957, 2.543478260869565, 0.8125, 1.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.2736842105263158, 1.2, 2.0, 1.1728395061728396]","[0, 0, 9.0, 2.75, 2.0, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 7.02439024390244, 1.6585365853658536, 2.533333333333333, 3.4166666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.5909090909090908, 1.7179487179487178, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.980769230769231, 1.1153846153846154, 3.5625, 4.7272727272727275]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.214285714285714, 1.0714285714285714, 2.8, 3.5]","[0, 1, 2.8421052631578947, 1.2631578947368423, 2.6666666666666665, 1.1014492753623188]","[0, 0, 3.54375, 1.29375, 1.7647058823529411, 5.9259259259259265]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 1.639751552795031, 1.0434782608695652, 4.878787878787879]","[0, 1, 3.7125000000000004, 1.5374999999999999, 1.4375, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0212765957446805, 1.2127659574468086, 3.6666666666666665, 0.9791666666666666]"
62,2019-06-08,20190608SSSK0,"[0, 0, 1.5428571428571427, 0.9428571428571428, 3.4444444444444446, 1.1666666666666667]","[0, 1, 5.043956043956044, 1.153846153846154, 3.4285714285714284, 1.6851851851851851]","[0, 0, 1.4464285714285714, 0.8571428571428571, 4.333333333333333, 0.6021505376344086]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 3.0, 1.0, 0.6666666666666666]","[0, 0, 8.804347826086957, 2.543478260869565, 0.8125, 1.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2736842105263158, 1.2, 2.0, 1.1728395061728396]","[0, 0, 9.0, 2.75, 2.0, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.02439024390244, 1.6585365853658536, 2.533333333333333, 3.4166666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.5909090909090908, 1.7179487179487178, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.980769230769231, 1.1153846153846154, 3.5625, 4.7272727272727275]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.214285714285714, 1.0714285714285714, 2.8, 3.5]","[0, 0, 2.8421052631578947, 1.2631578947368423, 2.6666666666666665, 1.1014492753623188]","[1, 0, 3.702857142857143, 1.3028571428571427, 1.7777777777777777, 5.833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 1.639751552795031, 1.0434782608695652, 4.878787878787879]","[0, 0, 3.7125000000000004, 1.5374999999999999, 1.4375, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.235294117647059, 1.2941176470588236, 3.25, 1.0]"
63,2019-06-09,20190609SSSK0,"[0, 0, 1.5428571428571427, 0.9428571428571428, 3.4444444444444446, 1.1666666666666667]","[0, 0, 5.043956043956044, 1.153846153846154, 3.4285714285714284, 1.6851851851851851]","[0, 1, 1.4464285714285714, 0.9107142857142857, 4.333333333333333, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 3.0, 1.0, 0.6666666666666666]","[0, 1, 7.788461538461537, 2.307692307692308, 1.0588235294117647, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2736842105263158, 1.2, 2.0, 1.1728395061728396]","[0, 0, 9.0, 2.75, 2.0, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.02439024390244, 1.6585365853658536, 2.533333333333333, 3.4166666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.5909090909090908, 1.7179487179487178, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.980769230769231, 1.1153846153846154, 3.5625, 4.7272727272727275]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.872340425531915, 1.0638297872340425, 2.4615384615384617, 3.6153846153846154]","[0, 0, 2.8421052631578947, 1.2631578947368423, 2.6666666666666665, 1.1014492753623188]","[0, 0, 3.702857142857143, 1.3028571428571427, 1.7777777777777777, 5.833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 1.639751552795031, 1.0434782608695652, 4.878787878787879]","[0, 1, 4.228915662650603, 1.5903614457831325, 1.411764705882353, 1.064102564102564]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.0, 1.3333333333333333, 3.5, 1.0]"
64,2019-06-11,20190611SSHT0,"[0, 0, 1.5428571428571427, 0.9428571428571428, 3.4444444444444446, 1.1666666666666667]","[0, 1, 4.731958762886598, 1.1443298969072164, 3.5714285714285716, 1.7017543859649125]","[0, 1, 1.4210526315789473, 0.9473684210526315, 4.333333333333333, 0.5757575757575758]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 3.0, 1.0, 0.6666666666666666]","[0, 0, 7.788461538461537, 2.307692307692308, 1.0588235294117647, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2736842105263158, 1.2, 2.0, 1.1728395061728396]","[0, 0, 9.0, 2.75, 2.0, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.02439024390244, 1.6585365853658536, 2.533333333333333, 3.4166666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.5909090909090908, 1.7179487179487178, 5.5]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.8571428571428568, 1.1607142857142858, 3.4444444444444446, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.872340425531915, 1.0638297872340425, 2.4615384615384617, 3.6153846153846154]","[0, 0, 2.8421052631578947, 1.2631578947368423, 2.6666666666666665, 1.1014492753623188]","[0, 0, 3.702857142857143, 1.3028571428571427, 1.7777777777777777, 5.833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 1.639751552795031, 1.0434782608695652, 4.878787878787879]","[0, 0, 4.228915662650603, 1.5903614457831325, 1.411764705882353, 1.064102564102564]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.655172413793104, 1.3448275862068966, 3.5, 1.0175438596491226]"
65,2019-06-12,20190612SSHT0,"[0, 0, 1.5428571428571427, 0.9428571428571428, 3.4444444444444446, 1.1666666666666667]","[0, 1, 4.590000000000001, 1.1099999999999999, 3.5714285714285716, 1.6666666666666667]","[0, 0, 1.4210526315789473, 0.9473684210526315, 4.333333333333333, 0.5757575757575758]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 3.0, 1.0, 0.6666666666666666]","[0, 1, 7.232142857142857, 2.196428571428571, 1.1666666666666667, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2736842105263158, 1.2, 2.0, 1.1728395061728396]","[0, 0, 9.0, 2.75, 2.0, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.02439024390244, 1.6585365853658536, 2.533333333333333, 3.4166666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.5909090909090908, 1.7179487179487178, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1607142857142858, 3.4444444444444446, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.872340425531915, 1.0638297872340425, 2.4615384615384617, 3.6153846153846154]","[0, 0, 2.8421052631578947, 1.2631578947368423, 2.6666666666666665, 1.1014492753623188]","[0, 0, 3.702857142857143, 1.3028571428571427, 1.7777777777777777, 5.833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.026595744680851, 1.4840425531914894, 1.2916666666666667, 5.222222222222222]","[0, 1, 4.0813953488372094, 1.569767441860465, 1.5294117647058822, 1.0617283950617284]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.655172413793104, 1.3448275862068966, 3.5, 1.0175438596491226]"
66,2019-06-13,20190613SSHT0,"[0, 1, 2.0377358490566038, 0.990566037735849, 3.4444444444444446, 1.1397849462365592]","[0, 0, 4.590000000000001, 1.1099999999999999, 3.5714285714285716, 1.6666666666666667]","[0, 0, 1.4210526315789473, 0.9473684210526315, 4.333333333333333, 0.5757575757575758]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 3.0, 1.0, 0.6666666666666666]","[0, 0, 7.232142857142857, 2.196428571428571, 1.1666666666666667, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.204081632653061, 1.2857142857142858, 1.7777777777777777, 1.1666666666666665]","[0, 0, 9.0, 2.75, 2.0, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.127659574468085, 1.5319148936170213, 2.6470588235294117, 3.6153846153846154]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.5909090909090908, 1.7179487179487178, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1607142857142858, 3.4444444444444446, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.872340425531915, 1.0638297872340425, 2.4615384615384617, 3.6153846153846154]","[0, 1, 2.769230769230769, 1.2692307692307692, 2.8333333333333335, 1.0833333333333333]","[0, 0, 3.702857142857143, 1.3028571428571427, 1.7777777777777777, 5.833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.026595744680851, 1.4840425531914894, 1.2916666666666667, 5.222222222222222]","[0, 0, 4.0813953488372094, 1.569767441860465, 1.5294117647058822, 1.0617283950617284]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.655172413793104, 1.3448275862068966, 3.5, 1.0175438596491226]"
67,2019-06-14,20190614KTSS0,"[0, 1, 2.0186915887850465, 1.0093457943925235, 3.1, 1.1145833333333333]","[0, 0, 4.590000000000001, 1.1099999999999999, 3.5714285714285716, 1.6666666666666667]","[0, 0, 1.4210526315789473, 0.9473684210526315, 4.333333333333333, 0.5757575757575758]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 3.0, 1.0, 0.6666666666666666]","[0, 0, 7.232142857142857, 2.196428571428571, 1.1666666666666667, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.6470588235294117, 1.3529411764705883, 1.7, 1.1724137931034482]","[0, 0, 9.0, 2.75, 2.0, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.127659574468085, 1.5319148936170213, 2.6470588235294117, 3.6153846153846154]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.5909090909090908, 1.7179487179487178, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1607142857142858, 3.4444444444444446, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.872340425531915, 1.0638297872340425, 2.4615384615384617, 3.6153846153846154]","[0, 1, 2.6341463414634148, 1.2073170731707317, 3.0, 1.0933333333333333]","[1, 0, 3.978947368421052, 1.3578947368421053, 1.7894736842105263, 5.757575757575758]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.026595744680851, 1.4840425531914894, 1.2916666666666667, 5.222222222222222]","[0, 1, 4.247191011235955, 1.6179775280898876, 1.5, 1.0595238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.655172413793104, 1.3448275862068966, 3.5, 1.0175438596491226]"
