,date,game_key,정대현,최원재,채선관,고영표,심재민,류희운,안상빈,홍성무,김민수,엄상백,이창재,정성곤,주권,김재윤,조무근,피어밴드,피노,한승지,박세진,마리몬,로위,서의태,밴와트,최대성,홍성용,윤근영,장시환,이상화,배우열,김사율
10,2016-04-13,20160413KTWO0,"[0, 0, 10.125, 2.25, 1.0, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 1.5, 0.75, 1.0666666666666667]","[0, 0, 9.0, 3.0, 0.0, 0.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 0.5, 2.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 0.0, 0.5, 1.0, 2.0]","[0, 1, 0.0, 0.6, 4, 1.1111111111111112]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 0.8999999999999999, 3.0, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.1666666666666667, 2, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.4, 1.5, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.363636363636363, 1.3636363636363638, 3.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.176470588235294, 1.7647058823529411, 1.5, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.25, 1.75, 2.5, 1.3333333333333333]","[0, 0, 4.153846153846154, 1.6153846153846154, 1.5, 1.4444444444444444]"
11,2016-04-14,20160414KTWO0,"[0, 0, 10.125, 2.25, 1.0, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.176470588235294, 1.7647058823529411, 0.75, 0.9444444444444445]","[0, 0, 9.0, 3.0, 0.0, 0.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.7, 1.65, 0.75, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.5, 1.0, 2.0]","[0, 0, 0.0, 0.6, 4, 1.1111111111111112]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 0.8999999999999999, 3.0, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.1666666666666667, 2, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.4, 1.5, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.7142857142857135, 1.7142857142857142, 3.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.25, 1.375, 1.8, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.75, 2.5, 1.3333333333333333]","[0, 0, 4.153846153846154, 1.6153846153846154, 1.5, 1.4444444444444444]"
12,2016-04-15,20160415SKKT0,"[0, 0, 10.125, 2.25, 1.0, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.5217391304347827, 1.434782608695652, 1.25, 1.0952380952380953]","[0, 1, 4.5, 2.5, 0.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.65, 0.75, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.5, 1.0, 2.0]","[0, 0, 0.0, 0.6, 4, 1.1111111111111112]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 0.8999999999999999, 3.0, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.769230769230769, 1.0, 2.3333333333333335, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.4, 1.5, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.7142857142857142, 3.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.375, 1.8, 1.3333333333333333]","[0, 1, 0, 0, 0, 0]","[0, 0, 2.25, 1.75, 2.5, 1.3333333333333333]","[0, 1, 3.176470588235294, 1.2352941176470587, 1.5, 1.4166666666666667]"
13,2016-04-17,20160417SKKT0,"[0, 0, 10.125, 2.25, 1.0, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.892857142857143, 1.2857142857142856, 1.75, 1.1666666666666667]","[0, 0, 4.5, 2.5, 0.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.65, 0.75, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 2.5, 0.3333333333333333, 4.0]","[0, 0, 0.0, 0.5, 1.0, 2.0]","[0, 1, 0.0, 0.75, 7, 1.3333333333333333]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.4, 1.6285714285714286, 1.5, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.769230769230769, 1.0, 2.3333333333333335, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.4, 1.5, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.684210526315789, 1.4210526315789473, 6.0, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.0, 1.4444444444444444, 1.8333333333333333, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.75, 2.5, 1.3333333333333333]","[0, 1, 4.153846153846154, 1.153846153846154, 1.6666666666666667, 1.7333333333333332]"
14,2016-04-19,20160419OBKT0,"[0, 0, 10.125, 2.25, 1.0, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.53125, 1.125, 2.0, 1.1851851851851851]","[0, 0, 4.5, 2.5, 0.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.65, 0.75, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.5, 0.3333333333333333, 4.0]","[0, 0, 0.0, 0.5, 1.0, 2.0]","[0, 1, 2.8421052631578947, 1.105263157894737, 7, 1.2666666666666666]","[0, 1, 12.0, 3.0, 0.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6285714285714286, 1.5, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.769230769230769, 1.0, 2.3333333333333335, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.6129032258064515, 1.5483870967741935, 2.6666666666666665, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.5, 6.0, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0, 1.4444444444444444, 1.8333333333333333, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.75, 2.5, 1.3333333333333333]","[0, 0, 4.153846153846154, 1.153846153846154, 1.6666666666666667, 1.7333333333333332]"
15,2016-04-20,20160420OBKT0,"[0, 0, 10.125, 2.25, 1.0, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.131578947368421, 1.0263157894736843, 2.25, 1.2666666666666666]","[0, 1, 2.7, 2.4, 0.3333333333333333, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.65, 0.75, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.5, 0.3333333333333333, 4.0]","[1, 0, 6.75, 1.5, 1.6666666666666667, 3.3333333333333335]","[0, 0, 2.8421052631578947, 1.105263157894737, 7, 1.2666666666666666]","[0, 1, 9.0, 2.75, 0.6666666666666666, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6285714285714286, 1.5, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.769230769230769, 1.0, 2.3333333333333335, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 1.5483870967741935, 2.6666666666666665, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.5, 6.0, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0, 1.4444444444444444, 1.8333333333333333, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.75, 2.5, 1.3333333333333333]","[0, 0, 4.153846153846154, 1.153846153846154, 1.6666666666666667, 1.7333333333333332]"
16,2016-04-21,20160421OBKT0,"[0, 0, 10.125, 2.25, 1.0, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.131578947368421, 1.0263157894736843, 2.25, 1.2666666666666666]","[0, 0, 2.7, 2.4, 0.3333333333333333, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.272727272727273, 1.4545454545454546, 1.0, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.5, 0.3333333333333333, 4.0]","[0, 0, 6.75, 1.5, 1.6666666666666667, 3.3333333333333335]","[0, 1, 2.7, 1.05, 8, 1.1111111111111112]","[0, 0, 9.0, 2.75, 0.6666666666666666, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6285714285714286, 1.5, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.769230769230769, 1.0, 2.3333333333333335, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 1.5483870967741935, 2.6666666666666665, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.909090909090909, 1.5, 3.5, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.588235294117647, 1.3235294117647058, 1.8571428571428572, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.75, 2.5, 1.3333333333333333]","[0, 0, 4.153846153846154, 1.153846153846154, 1.6666666666666667, 1.7333333333333332]"
17,2016-04-22,20160422KTSS0,"[1, 0, 4.153846153846154, 1.2692307692307694, 3.0, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.13953488372093, 1.0465116279069766, 2.75, 1.303030303030303]","[0, 0, 2.7, 2.4, 0.3333333333333333, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 3.272727272727273, 1.4545454545454546, 1.0, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.5, 0.3333333333333333, 4.0]","[0, 0, 6.75, 1.5, 1.6666666666666667, 3.3333333333333335]","[0, 0, 2.7, 1.05, 8, 1.1111111111111112]","[0, 0, 9.0, 2.75, 0.6666666666666666, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6285714285714286, 1.5, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.769230769230769, 1.0, 2.3333333333333335, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 1.5483870967741935, 2.6666666666666665, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.5, 3.5, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.588235294117647, 1.3235294117647058, 1.8571428571428572, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.75, 2.5, 1.3333333333333333]","[0, 0, 4.153846153846154, 1.153846153846154, 1.6666666666666667, 1.7333333333333332]"
18,2016-04-23,20160423KTSS0,"[0, 0, 4.153846153846154, 1.2692307692307694, 3.0, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.068181818181818, 1.0227272727272727, 2.75, 1.222222222222222]","[0, 1, 6.75, 3.25, 0.6666666666666666, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 0.8571428571428571, 5, 2.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.272727272727273, 1.4545454545454546, 1.0, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.5, 0.3333333333333333, 4.0]","[0, 0, 6.75, 1.5, 1.6666666666666667, 3.3333333333333335]","[0, 0, 2.7, 1.05, 8, 1.1111111111111112]","[0, 0, 9.0, 2.75, 0.6666666666666666, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6285714285714286, 1.5, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.4, 1.4, 1.4285714285714286, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 1.5483870967741935, 2.6666666666666665, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 1.3928571428571428, 3.0, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.4210526315789473, 1.1842105263157896, 2.0, 1.4074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.75, 2.5, 1.3333333333333333]","[0, 0, 4.153846153846154, 1.153846153846154, 1.6666666666666667, 1.7333333333333332]"
19,2016-04-24,20160424KTSS0,"[0, 0, 4.153846153846154, 1.2692307692307694, 3.0, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.068181818181818, 1.0227272727272727, 2.75, 1.222222222222222]","[0, 0, 6.75, 3.25, 0.6666666666666666, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7, 0.6, 5, 1.6666666666666667]","[0, 1, 3.0, 0.6666666666666666, 0, 3.0]","[0, 0, 3.272727272727273, 1.4545454545454546, 1.0, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[1, 0, 12.461538461538462, 2.7692307692307696, 0.2, 2.1666666666666665]","[0, 0, 6.75, 1.5, 1.6666666666666667, 3.3333333333333335]","[0, 1, 3.2399999999999998, 0.96, 11, 1.1904761904761905]","[0, 0, 9.0, 2.75, 0.6666666666666666, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6285714285714286, 1.5, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.4, 1.4285714285714286, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 1.5483870967741935, 2.6666666666666665, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.7241379310344827, 1.6551724137931036, 2.25, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4210526315789473, 1.1842105263157896, 2.0, 1.4074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.75, 2.5, 1.3333333333333333]","[0, 0, 4.153846153846154, 1.153846153846154, 1.6666666666666667, 1.7333333333333332]"
20,2016-04-26,20160426LTKT0,"[0, 0, 4.153846153846154, 1.2692307692307694, 3.0, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.068181818181818, 1.0227272727272727, 2.75, 1.222222222222222]","[0, 0, 6.75, 3.25, 0.6666666666666666, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 0.6, 5, 1.6666666666666667]","[0, 0, 3.0, 0.6666666666666666, 0, 3.0]","[0, 0, 3.272727272727273, 1.4545454545454546, 1.0, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.461538461538462, 2.7692307692307696, 0.2, 2.1666666666666665]","[0, 0, 6.75, 1.5, 1.6666666666666667, 3.3333333333333335]","[0, 0, 3.2399999999999998, 0.96, 11, 1.1904761904761905]","[0, 0, 9.0, 2.75, 0.6666666666666666, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6285714285714286, 1.5, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.4, 1.4285714285714286, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.934782608695652, 1.434782608695652, 2.2, 5.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.586206896551724, 1.8620689655172415, 2.25, 0.8787878787878788]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.35, 1.125, 2.0, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.75, 2.5, 1.3333333333333333]","[0, 0, 4.153846153846154, 1.153846153846154, 1.6666666666666667, 1.7333333333333332]"
21,2016-04-27,20160427LTKT0,"[0, 0, 4.153846153846154, 1.2692307692307694, 3.0, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.872340425531915, 0.9574468085106383, 3.0, 1.205128205128205]","[0, 1, 7.2, 3.0, 0.6666666666666666, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.25, 0.75, 5, 1.3333333333333333]","[0, 0, 3.0, 0.6666666666666666, 0, 3.0]","[0, 0, 3.272727272727273, 1.4545454545454546, 1.0, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.461538461538462, 2.7692307692307696, 0.2, 2.1666666666666665]","[1, 0, 7.363636363636363, 1.7272727272727273, 1.1666666666666667, 3.6666666666666665]","[0, 1, 5.586206896551724, 1.1379310344827587, 11, 1.2083333333333333]","[0, 0, 9.0, 2.75, 0.6666666666666666, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6285714285714286, 1.5, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 5.4, 1.4, 1.4285714285714286, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.934782608695652, 1.434782608695652, 2.2, 5.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.586206896551724, 1.8620689655172415, 2.25, 0.8787878787878788]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.35, 1.125, 2.0, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.75, 2.5, 1.3333333333333333]","[0, 0, 4.153846153846154, 1.153846153846154, 1.6666666666666667, 1.7333333333333332]"
22,2016-04-28,20160428LTKT0,"[0, 0, 4.153846153846154, 1.2692307692307694, 3.0, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.872340425531915, 0.9574468085106383, 3.0, 1.205128205128205]","[0, 1, 7.5, 2.8333333333333335, 0.75, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.75, 5, 1.3333333333333333]","[0, 0, 3.0, 0.6666666666666666, 0, 3.0]","[1, 0, 3.6, 1.7333333333333334, 0.75, 3.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.461538461538462, 2.7692307692307696, 0.2, 2.1666666666666665]","[0, 0, 7.363636363636363, 1.7272727272727273, 1.1666666666666667, 3.6666666666666665]","[0, 0, 5.586206896551724, 1.1379310344827587, 11, 1.2083333333333333]","[0, 0, 9.0, 2.75, 0.6666666666666666, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6285714285714286, 1.5, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 27.0, 6.0, 0.0, 0.3333333333333333]","[0, 0, 5.4, 1.4, 1.4285714285714286, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.934782608695652, 1.434782608695652, 2.2, 5.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.586206896551724, 1.8620689655172415, 2.25, 0.8787878787878788]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.35, 1.125, 2.0, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.75, 2.5, 1.3333333333333333]","[0, 0, 4.153846153846154, 1.153846153846154, 1.6666666666666667, 1.7333333333333332]"
23,2016-04-29,20160429KTLG0,"[1, 0, 3.7674418604651163, 1.3255813953488371, 2.6666666666666665, 4.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.6470588235294117, 0.8823529411764706, 3.25, 1.2142857142857142]","[0, 0, 7.5, 2.8333333333333335, 0.75, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.75, 5, 1.3333333333333333]","[0, 0, 3.0, 0.6666666666666666, 0, 3.0]","[0, 0, 3.6, 1.7333333333333334, 0.75, 3.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.461538461538462, 2.7692307692307696, 0.2, 2.1666666666666665]","[0, 0, 7.363636363636363, 1.7272727272727273, 1.1666666666666667, 3.6666666666666665]","[0, 1, 5.225806451612903, 1.2580645161290323, 13.0, 1.1481481481481481]","[0, 0, 9.0, 2.75, 0.6666666666666666, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6285714285714286, 1.5, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 6.0, 0.0, 0.3333333333333333]","[0, 0, 5.4, 1.4, 1.4285714285714286, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.934782608695652, 1.434782608695652, 2.2, 5.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.9, 2.5, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.2, 1.0666666666666667, 2.0, 1.3636363636363635]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.75, 2.5, 1.3333333333333333]","[0, 0, 4.153846153846154, 1.153846153846154, 1.6666666666666667, 1.7333333333333332]"
24,2016-04-30,20160430KTLG0,"[0, 0, 3.7674418604651163, 1.3255813953488371, 2.6666666666666665, 4.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.7058823529411766, 1.0588235294117647, 2.6, 1.1333333333333333]","[0, 0, 7.5, 2.8333333333333335, 0.75, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.75, 5, 1.3333333333333333]","[0, 0, 3.0, 0.6666666666666666, 0, 3.0]","[0, 0, 3.6, 1.7333333333333334, 0.75, 3.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.461538461538462, 2.7692307692307696, 0.2, 2.1666666666666665]","[0, 0, 7.363636363636363, 1.7272727272727273, 1.1666666666666667, 3.6666666666666665]","[0, 0, 5.225806451612903, 1.2580645161290323, 13.0, 1.1481481481481481]","[0, 0, 9.0, 2.75, 0.6666666666666666, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6285714285714286, 1.5, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 6.0, 0.0, 0.3333333333333333]","[1, 0, 6.3, 1.45, 1.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.934782608695652, 1.434782608695652, 2.2, 5.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.0625, 1.875, 2.75, 0.8205128205128205]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.7608695652173914, 1.3043478260869565, 1.6, 1.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.75, 2.5, 1.3333333333333333]","[0, 0, 4.153846153846154, 1.153846153846154, 1.6666666666666667, 1.7333333333333332]"
25,2016-05-01,20160501KTLG0,"[0, 0, 3.7674418604651163, 1.3255813953488371, 2.6666666666666665, 4.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7058823529411766, 1.0588235294117647, 2.6, 1.1333333333333333]","[0, 1, 6.428571428571428, 2.4285714285714284, 1.0, 0.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.076923076923077, 0.9230769230769231, 5.0, 1.0833333333333333]","[0, 0, 3.0, 0.6666666666666666, 0, 3.0]","[0, 0, 3.6, 1.7333333333333334, 0.75, 3.75]","[0, 1, 0, 0, 0, 0]","[1, 0, 6.75, 1.8214285714285714, 0.5, 3.111111111111111]","[0, 0, 7.363636363636363, 1.7272727272727273, 1.1666666666666667, 3.6666666666666665]","[0, 1, 4.628571428571429, 1.2, 8.0, 1.1666666666666665]","[0, 0, 9.0, 2.75, 0.6666666666666666, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6285714285714286, 1.5, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 6.0, 0.0, 0.3333333333333333]","[0, 0, 6.3, 1.45, 1.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.934782608695652, 1.434782608695652, 2.2, 5.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.875, 2.75, 0.8205128205128205]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7608695652173914, 1.3043478260869565, 1.6, 1.277777777777778]","[0, 1, 0.0, 0.0, 1, 1.0]","[0, 0, 2.25, 1.75, 2.5, 1.3333333333333333]","[0, 0, 4.153846153846154, 1.153846153846154, 1.6666666666666667, 1.7333333333333332]"
