,date,game_key,임기준,심동섭,홍건희,한승혁,유창식,김병현,김윤동,박준표,박동민,이준영,김명찬,전상현,지크,신윤철,김현준,헥터,정동현,남재현,서덕원,김광수,배힘찬,고효준,김진우,윤석민,곽정철,신창호,한기주,손영민,양현종,정용운,임창용,최영필
56,2016-06-12,20160612SSHT0,"[0, 0, 5.282608695652174, 1.891304347826087, 0.7272727272727273, 1.393939393939394]","[0, 0, 4.153846153846154, 1.3846153846153848, 1.875, 0.8666666666666666]","[0, 1, 4.709302325581396, 1.569767441860465, 2.0714285714285716, 1.2463768115942029]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 2.0869565217391304, 1.5, 0.9583333333333334]","[0, 0, 6.75, 1.7647058823529411, 1.0833333333333333, 1.5111111111111113]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.225806451612903, 1.4516129032258063, 0.6666666666666666, 1.7222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.75, 0.5, 4.0]","[0, 0, 4.545918367346939, 1.5918367346938778, 2.0, 5.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.176470588235294, 1.3361344537815127, 2.1153846153846154, 6.611111111111111]","[0, 0, 0.0, 0.5, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.5409836065573774, 1.5245901639344264, 2.8333333333333335, 1.0701754385964912]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1.5, 0.875]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.510869565217392, 2.0543478260869565, 0.6666666666666666, 3.066666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7914893617021277, 1.3404255319148937, 2.0, 6.527777777777778]","[0, 1, 6.5, 2.1666666666666665, 0.5263157894736842, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.6551724137931036, 3.75, 1.0175438596491226]"
57,2016-06-14,20160614OBHT0,"[0, 0, 5.282608695652174, 1.891304347826087, 0.7272727272727273, 1.393939393939394]","[0, 0, 4.153846153846154, 1.3846153846153848, 1.875, 0.8666666666666666]","[0, 1, 4.550561797752809, 1.5168539325842696, 2.142857142857143, 1.2361111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 2.0869565217391304, 1.5, 0.9583333333333334]","[0, 1, 7.043478260869565, 1.7826086956521738, 1.0, 1.4375]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.225806451612903, 1.4516129032258063, 0.6666666666666666, 1.7222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.75, 0.5, 4.0]","[1, 0, 4.183098591549295, 1.5774647887323943, 2.125, 5.461538461538462]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.176470588235294, 1.3361344537815127, 2.1153846153846154, 6.611111111111111]","[0, 0, 0.0, 0.5, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5409836065573774, 1.5245901639344264, 2.8333333333333335, 1.0701754385964912]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1.5, 0.875]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.419354838709678, 2.064516129032258, 0.6666666666666666, 2.8181818181818183]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7914893617021277, 1.3404255319148937, 2.0, 6.527777777777778]","[0, 0, 6.5, 2.1666666666666665, 0.5263157894736842, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.5409836065573774, 1.7213114754098362, 3.2, 1.0166666666666666]"
58,2016-06-15,20160615OBHT0,"[0, 0, 5.282608695652174, 1.891304347826087, 0.7272727272727273, 1.393939393939394]","[0, 0, 4.153846153846154, 1.3846153846153848, 1.875, 0.8666666666666666]","[0, 0, 4.550561797752809, 1.5168539325842696, 2.142857142857143, 1.2361111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 2.0869565217391304, 1.5, 0.9583333333333334]","[0, 1, 6.942857142857142, 1.8, 0.9285714285714286, 1.3725490196078431]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.225806451612903, 1.4516129032258063, 0.6666666666666666, 1.7222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.0, 1.1666666666666667, 1.5, 3.0]","[0, 0, 4.183098591549295, 1.5774647887323943, 2.125, 5.461538461538462]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.176470588235294, 1.3361344537815127, 2.1153846153846154, 6.611111111111111]","[0, 0, 0.0, 0.5, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.285714285714286, 1.6666666666666667, 2.4285714285714284, 1.05]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1.5, 0.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.419354838709678, 2.064516129032258, 0.6666666666666666, 2.8181818181818183]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7914893617021277, 1.3404255319148937, 2.0, 6.527777777777778]","[0, 1, 6.75, 2.25, 0.5789473684210527, 1.8666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5409836065573774, 1.7213114754098362, 3.2, 1.0166666666666666]"
59,2016-06-16,20160616OBHT0,"[0, 0, 5.282608695652174, 1.891304347826087, 0.7272727272727273, 1.393939393939394]","[0, 0, 4.153846153846154, 1.3846153846153848, 1.875, 0.8666666666666666]","[0, 0, 4.550561797752809, 1.5168539325842696, 2.142857142857143, 1.2361111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 2.0869565217391304, 1.5, 0.9583333333333334]","[0, 1, 6.845070422535211, 1.816901408450704, 1.0, 1.3148148148148149]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.4375, 1.78125, 0.5714285714285714, 1.5238095238095237]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.695652173913043, 0.9130434782608695, 2.5, 2.555555555555556]","[0, 0, 4.183098591549295, 1.5774647887323943, 2.125, 5.461538461538462]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.176470588235294, 1.3361344537815127, 2.1153846153846154, 6.611111111111111]","[1, 0, 0.0, 0.8275862068965518, 4.0, 3.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.285714285714286, 1.6666666666666667, 2.4285714285714284, 1.05]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1.5, 0.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.419354838709678, 2.064516129032258, 0.6666666666666666, 2.8181818181818183]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7914893617021277, 1.3404255319148937, 2.0, 6.527777777777778]","[0, 1, 7.322033898305085, 2.23728813559322, 0.631578947368421, 1.787878787878788]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5409836065573774, 1.7213114754098362, 3.2, 1.0166666666666666]"
60,2016-06-17,20160617HTLG0,"[0, 0, 5.282608695652174, 1.891304347826087, 0.7272727272727273, 1.393939393939394]","[0, 0, 4.153846153846154, 1.3846153846153848, 1.875, 0.8666666666666666]","[0, 1, 4.595744680851063, 1.5319148936170213, 2.2142857142857144, 1.2533333333333332]","[0, 1, 9.0, 4.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 2.0869565217391304, 1.5, 0.9583333333333334]","[0, 0, 6.845070422535211, 1.816901408450704, 1.0, 1.3148148148148149]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.181818181818182, 1.9090909090909092, 0.5714285714285714, 1.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 0.9130434782608695, 2.5, 2.555555555555556]","[0, 0, 4.183098591549295, 1.5774647887323943, 2.125, 5.461538461538462]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.176470588235294, 1.3361344537815127, 2.1153846153846154, 6.611111111111111]","[0, 0, 0.0, 0.8275862068965518, 4.0, 3.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.153846153846154, 1.7076923076923076, 2.125, 1.0317460317460319]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1.5, 0.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.419354838709678, 2.064516129032258, 0.6666666666666666, 2.8181818181818183]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.916030534351145, 1.3167938931297711, 2.0714285714285716, 6.717948717948717]","[0, 0, 7.322033898305085, 2.23728813559322, 0.631578947368421, 1.787878787878788]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5409836065573774, 1.7213114754098362, 3.2, 1.0166666666666666]"
61,2016-06-18,20160618HTLG0,"[0, 0, 5.282608695652174, 1.891304347826087, 0.7272727272727273, 1.393939393939394]","[0, 1, 3.9272727272727272, 1.3636363636363638, 2.0, 0.8730158730158729]","[0, 0, 4.595744680851063, 1.5319148936170213, 2.2142857142857144, 1.2533333333333332]","[0, 1, 5.4, 2.4, 0.3333333333333333, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 2.0869565217391304, 1.5, 0.9583333333333334]","[0, 1, 6.75, 1.7916666666666667, 1.0, 1.263157894736842]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.181818181818182, 1.9090909090909092, 0.5714285714285714, 1.375]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.655172413793104, 1.1379310344827587, 1.75, 2.4166666666666665]","[0, 0, 4.183098591549295, 1.5774647887323943, 2.125, 5.461538461538462]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.26953125, 1.359375, 2.0, 6.564102564102564]","[0, 0, 0.0, 0.8275862068965518, 4.0, 3.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.7076923076923076, 2.125, 1.0317460317460319]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1.5, 0.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.419354838709678, 2.064516129032258, 0.6666666666666666, 2.8181818181818183]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.916030534351145, 1.3167938931297711, 2.0714285714285716, 6.717948717948717]","[0, 0, 7.322033898305085, 2.23728813559322, 0.631578947368421, 1.787878787878788]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5409836065573774, 1.7213114754098362, 3.2, 1.0166666666666666]"
62,2016-06-19,20160619HTLG0,"[0, 0, 5.282608695652174, 1.891304347826087, 0.7272727272727273, 1.393939393939394]","[0, 1, 3.8571428571428568, 1.3928571428571428, 1.7777777777777777, 0.8484848484848485]","[0, 1, 4.5473684210526315, 1.5157894736842106, 2.2857142857142856, 1.217948717948718]","[0, 0, 5.4, 2.4, 0.3333333333333333, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 2.0869565217391304, 1.5, 0.9583333333333334]","[0, 0, 6.75, 1.7916666666666667, 1.0, 1.263157894736842]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.181818181818182, 1.9090909090909092, 0.5714285714285714, 1.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.655172413793104, 1.1379310344827587, 1.75, 2.4166666666666665]","[1, 0, 4.207792207792208, 1.5584415584415585, 2.142857142857143, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.26953125, 1.359375, 2.0, 6.564102564102564]","[0, 0, 0.0, 0.8275862068965518, 4.0, 3.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.304347826086956, 1.6956521739130435, 2.375, 1.0454545454545454]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1.5, 0.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.419354838709678, 2.064516129032258, 0.6666666666666666, 2.8181818181818183]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.916030534351145, 1.3167938931297711, 2.0714285714285716, 6.717948717948717]","[0, 0, 7.322033898305085, 2.23728813559322, 0.631578947368421, 1.787878787878788]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.354838709677419, 1.7903225806451613, 2.8333333333333335, 0.9841269841269842]"
63,2016-06-21,20160621LTHT0,"[0, 0, 5.282608695652174, 1.891304347826087, 0.7272727272727273, 1.393939393939394]","[0, 1, 3.789473684210526, 1.368421052631579, 1.7777777777777777, 0.8260869565217391]","[0, 1, 4.363636363636364, 1.5757575757575757, 2.2666666666666666, 1.2222222222222223]","[0, 1, 3.8571428571428568, 1.7142857142857142, 1.0, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 2.0869565217391304, 1.5, 0.9583333333333334]","[0, 0, 6.75, 1.7916666666666667, 1.0, 1.263157894736842]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.181818181818182, 1.9090909090909092, 0.5714285714285714, 1.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.655172413793104, 1.1379310344827587, 1.75, 2.4166666666666665]","[0, 0, 4.207792207792208, 1.5584415584415585, 2.142857142857143, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.26953125, 1.359375, 2.0, 6.564102564102564]","[0, 0, 0.0, 0.8275862068965518, 4.0, 3.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.125, 1.7083333333333333, 2.375, 1.0434782608695652]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1.5, 0.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.419354838709678, 2.064516129032258, 0.6666666666666666, 2.8181818181818183]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.916030534351145, 1.3167938931297711, 2.0714285714285716, 6.717948717948717]","[0, 0, 7.322033898305085, 2.23728813559322, 0.631578947368421, 1.787878787878788]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.285714285714286, 1.7619047619047619, 2.8333333333333335, 0.9545454545454546]"
64,2016-06-22,20160622LTHT0,"[0, 0, 5.282608695652174, 1.891304347826087, 0.7272727272727273, 1.393939393939394]","[0, 1, 3.6610169491525424, 1.423728813559322, 1.6, 0.8194444444444445]","[0, 0, 4.363636363636364, 1.5757575757575757, 2.2666666666666666, 1.2222222222222223]","[0, 0, 3.8571428571428568, 1.7142857142857142, 1.0, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 2.0869565217391304, 1.5, 0.9583333333333334]","[0, 1, 7.5, 1.875, 1.0, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.181818181818182, 1.9090909090909092, 0.5714285714285714, 1.375]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.0625, 1.125, 2.25, 2.1333333333333333]","[0, 0, 4.207792207792208, 1.5584415584415585, 2.142857142857143, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.26953125, 1.359375, 2.0, 6.564102564102564]","[1, 0, 4.5, 1.1428571428571428, 1.0, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.125, 1.7083333333333333, 2.375, 1.0434782608695652]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 1, 11.25, 2.25, 1.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.419354838709678, 2.064516129032258, 0.6666666666666666, 2.8181818181818183]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.916030534351145, 1.3167938931297711, 2.0714285714285716, 6.717948717948717]","[0, 0, 7.322033898305085, 2.23728813559322, 0.631578947368421, 1.787878787878788]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.285714285714286, 1.7619047619047619, 2.8333333333333335, 0.9545454545454546]"
65,2016-06-23,20160623LTHT0,"[0, 0, 5.282608695652174, 1.891304347826087, 0.7272727272727273, 1.393939393939394]","[0, 0, 3.6610169491525424, 1.423728813559322, 1.6, 0.8194444444444445]","[0, 1, 4.371428571428572, 1.542857142857143, 2.466666666666667, 1.25]","[0, 0, 3.8571428571428568, 1.7142857142857142, 1.0, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 2.0869565217391304, 1.5, 0.9583333333333334]","[0, 0, 7.5, 1.875, 1.0, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.181818181818182, 1.9090909090909092, 0.5714285714285714, 1.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.125, 2.25, 2.1333333333333333]","[0, 0, 4.207792207792208, 1.5584415584415585, 2.142857142857143, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.26953125, 1.359375, 2.0, 6.564102564102564]","[0, 0, 4.5, 1.1428571428571428, 1.0, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.96, 1.68, 2.111111111111111, 1.0416666666666667]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 11.25, 2.25, 1.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.419354838709678, 2.064516129032258, 0.6666666666666666, 2.8181818181818183]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.664285714285714, 1.3071428571428572, 1.9375, 6.666666666666666]","[0, 0, 7.322033898305085, 2.23728813559322, 0.631578947368421, 1.787878787878788]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.285714285714286, 1.7619047619047619, 2.8333333333333335, 0.9545454545454546]"
66,2016-06-24,20160624HTNC0,"[0, 0, 5.282608695652174, 1.891304347826087, 0.7272727272727273, 1.393939393939394]","[0, 0, 3.6610169491525424, 1.423728813559322, 1.6, 0.8194444444444445]","[0, 0, 4.371428571428572, 1.542857142857143, 2.466666666666667, 1.25]","[0, 1, 2.4545454545454546, 1.3636363636363638, 1.3333333333333333, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 2.0869565217391304, 1.5, 0.9583333333333334]","[0, 0, 7.5, 1.875, 1.0, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.181818181818182, 1.9090909090909092, 0.5714285714285714, 1.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.125, 2.25, 2.1333333333333333]","[0, 0, 4.207792207792208, 1.5584415584415585, 2.142857142857143, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.4489051094890515, 1.3905109489051095, 1.9666666666666666, 6.523809523809524]","[0, 0, 4.5, 1.1428571428571428, 1.0, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8076923076923075, 1.6538461538461537, 2.2222222222222223, 1.04]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 11.25, 2.25, 1.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.419354838709678, 2.064516129032258, 0.6666666666666666, 2.8181818181818183]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.664285714285714, 1.3071428571428572, 1.9375, 6.666666666666666]","[0, 0, 7.322033898305085, 2.23728813559322, 0.631578947368421, 1.787878787878788]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.285714285714286, 1.7619047619047619, 2.8333333333333335, 0.9545454545454546]"
67,2016-06-25,20160625HTNC0,"[0, 1, 5.510204081632653, 1.836734693877551, 0.7272727272727273, 1.361111111111111]","[0, 0, 3.6610169491525424, 1.423728813559322, 1.6, 0.8194444444444445]","[0, 0, 4.371428571428572, 1.542857142857143, 2.466666666666667, 1.25]","[0, 0, 2.4545454545454546, 1.3636363636363638, 1.3333333333333333, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 2.0869565217391304, 1.5, 0.9583333333333334]","[0, 0, 7.5, 1.875, 1.0, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.181818181818182, 1.9090909090909092, 0.5714285714285714, 1.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.125, 2.25, 2.1333333333333333]","[1, 0, 4.445783132530121, 1.5662650602409638, 2.108108108108108, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4489051094890515, 1.3905109489051095, 1.9666666666666666, 6.523809523809524]","[0, 0, 4.5, 1.1428571428571428, 1.0, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8076923076923075, 1.6538461538461537, 2.2222222222222223, 1.04]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 1, 12.6, 2.6, 0.875, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.419354838709678, 2.064516129032258, 0.6666666666666666, 2.8181818181818183]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.664285714285714, 1.3071428571428572, 1.9375, 6.666666666666666]","[0, 0, 7.322033898305085, 2.23728813559322, 0.631578947368421, 1.787878787878788]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.9130434782608696, 1.6521739130434783, 3.6666666666666665, 1.0]"
68,2016-06-26,20160626HTNC0,"[0, 0, 5.510204081632653, 1.836734693877551, 0.7272727272727273, 1.361111111111111]","[0, 1, 4.354838709677419, 1.5483870967741935, 1.6363636363636365, 0.8266666666666667]","[0, 1, 4.25, 1.5277777777777777, 2.466666666666667, 1.2413793103448276]","[0, 1, 1.9285714285714284, 1.0714285714285714, 2.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 2.0869565217391304, 1.5, 0.9583333333333334]","[0, 0, 7.5, 1.875, 1.0, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.181818181818182, 1.9090909090909092, 0.5714285714285714, 1.375]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.147058823529412, 1.588235294117647, 1.6666666666666667, 1.888888888888889]","[0, 0, 4.445783132530121, 1.5662650602409638, 2.108108108108108, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4489051094890515, 1.3905109489051095, 1.9666666666666666, 6.523809523809524]","[0, 0, 4.5, 1.1428571428571428, 1.0, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8076923076923075, 1.6538461538461537, 2.2222222222222223, 1.04]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 1, 11.454545454545455, 2.3636363636363638, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.419354838709678, 2.064516129032258, 0.6666666666666666, 2.8181818181818183]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.664285714285714, 1.3071428571428572, 1.9375, 6.666666666666666]","[0, 0, 7.322033898305085, 2.23728813559322, 0.631578947368421, 1.787878787878788]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9130434782608696, 1.6521739130434783, 3.6666666666666665, 1.0]"
